t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff,object_horizontal_cylinder_x,object_horizontal_cylinder_y,object_horizontal_cylinder_z
0.0,22.0,990.1347478666735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.15,0.085
0.002,20.0,835.039825373566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001395674584605984,0.0,0.0,0.00014441050617664138,0.0,0.0,-1.0127124398284498e-05,0.0,0.0,-0.00025154021267443006,0.0,0.0,0.00011067849398060872,0.0,0.0,5.942235949965894e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500044929126765,0.14999974589049714,0.0850545492182725
0.004,25.0,973.4317557340912,9.38325013896875e-08,0.0033495308339500764,2.009718500370046e-05,-3.6820424798657246e-08,0.0013024378881797834,7.8146273290787e-06,6.725190977507197e-08,0.0012767726409411615,7.660635845646969e-06,-0.0005052688601964654,0.003283526506398717,2.0538563789155893e-05,0.0004446787086906378,0.0012614562347336526,6.702274371342068e-06,1.0633881421504184e-05,0.0017795805519254507,1.0738246057942411e-05,-0.0008415219818253053,0.003244136701078288,2.097406148251631e-05,0.0003849018030758556,0.001744512948886014,9.803006729432432e-06,2.2788548521398732e-05,0.0017235854414327683,1.0305859232896815e-05,-4.6955930163777425e-08,0.0017275799793750716,1.036547987625043e-05,1.2256238470953888e-07,0.003211928775964732,1.9271572655788392e-05,1.9834447061472826e-07,0.0031486359718347874,1.8891815831008726e-05,2.037487059233522e-09,0.0016935370759110751,1.0161222455466452e-05,4.664952574684428e-09,0.0016732210846763249,1.003932650805795e-05,2.2996360559998973e-07,0.0031108643388926497,1.8665186033355897e-05,0.075,0.0,0.0749981543653628,0.1500010164061374,0.08521454009299112
0.006,23.0,784.3453758586069,4.691576406956655e-07,0.006699061667900153,4.019380701239258e-05,-1.8409466987637562e-07,0.002604875776359567,1.5629475580706193e-05,3.3625321105005743e-07,0.002553545281882323,1.532086817983529e-05,-0.0010441111493356453,0.006567053012797434,4.2433931237963395e-05,0.0007880733506977169,0.0025229124694673053,1.2469402564660005e-05,9.383810704536215e-05,0.0035591611038509013,2.1291163334576384e-05,-0.001789505073906271,0.006488273402156576,4.3978772303891294e-05,0.0006966250204770777,0.003489025897772028,1.8624744568177035e-05,8.947196373019413e-05,0.0034471708828655366,2.0546294006064827e-05,-2.3477266038020076e-07,0.0034551599587501433,2.0731241488081842e-05,6.128053287541946e-07,0.006423857551929464,3.854240993726852e-05,9.91707279415752e-07,0.006297271943669575,3.778244159519376e-05,1.0188644743097885e-08,0.0033870741518221502,2.0322432686010545e-05,2.3329667536139454e-08,0.0033464421693526498,2.007862502640045e-05,1.1497977236747048e-06,0.006221728677785299,3.73289922850782e-05,0.15,0.0,0.07499833064038221,0.15000133413977473,0.08545389687873782
0.008,20.0,581.1086728007666,1.3136160898527337e-06,0.010048592501850228,6.02887400652572e-05,-5.154263151288668e-07,0.00390731366453935,2.3444986555255357e-05,9.41476034955758e-07,0.0038303179228234845,2.297989001767461e-05,-0.00179566591157659,0.00985057951919615,6.536814401119076e-05,0.00131357560306067,0.0037843687042009577,1.7977772121019445e-05,0.00016820597437641738,0.005338741655776352,3.146942129238594e-05,-0.0035520047147825553,0.009732410103234864,6.913149106284681e-05,0.0011063900494492737,0.005233538846658042,2.7221482957085784e-05,0.00021950057242777984,0.005170756324298305,3.0487706163408664e-05,-6.573270993716082e-07,0.005182739938125214,3.109784826471357e-05,1.7158206279866118e-06,0.009635786327894195,5.7811041135392645e-05,2.7767020005671797e-06,0.009445907915504361,5.6669497249349676e-05,2.8534494412370567e-08,0.005080611227733225,3.0483606234530894e-05,6.534857254549431e-08,0.005019663254028975,3.011783954616863e-05,3.219328045717814e-06,0.009332593016677949,5.598865931372565e-05,0.22499999999999998,0.0,0.07499025765332314,0.1500045155148195,0.08577450313048912
0.01,16.0,212.79039292458572,2.814809593708463e-06,0.013398123335800306,8.038085831826272e-05,-1.1043593136970902e-06,0.005209751552719134,3.1261601874205576e-05,2.0173418149706536e-06,0.005107090563764646,3.0636894526378144e-05,-0.0038934782721914488,0.013134106025594868,8.957863162302876e-05,0.002338513320770304,0.005045824938934611,2.2393496015243643e-05,0.000552731306936714,0.007118322207701803,4.170069739995231e-05,-0.007852839727607714,0.012976546804313153,9.917130911457425e-05,0.0020192125169984153,0.006978051795544056,3.522997047656869e-05,0.0010540833055855234,0.006894341765731073,4.004904715981976e-05,-1.4084402364682688e-06,0.0069103199175002865,4.146586346759795e-05,3.6766473227188214e-06,0.012847715103858928,7.707599569938564e-05,5.949821627538603e-06,0.01259454388733915,7.55506031120315e-05,6.1165733056867e-08,0.0067741483036443005,4.064471861489933e-05,1.4011532695293922e-07,0.0066928843387052996,4.0156913940796524e-05,6.898217842060203e-06,0.012443457355570599,7.464142816514928e-05,0.3,0.0,0.07498993316701544,0.15000133771174767,0.08623308246369957
0.012,13.0,123.24330918305023,5.160281512558835e-06,0.01674765416975038,0.00010046903616094004,-2.0243481913916844e-06,0.006512189440898916,3.907976280127568e-05,3.698195948347953e-06,0.006383863204705807,3.829107517734502e-05,-0.007611376561368011,0.016417632531993583,0.0001218666648251102,0.004007726302074875,0.006307281173668263,2.3812607117387754e-05,0.0013202144102067784,0.008897902759627253,5.007102871614323e-05,-0.014287873134808381,0.01622068350539144,0.00014444113939799492,0.0038190578482658177,0.008722564744430068,4.0220113364589916e-05,0.002454901102966001,0.00861792720716384,4.538306340946991e-05,-2.581849190440821e-06,0.008637899896875358,5.183585002267096e-05,6.74024532576681e-06,0.016059643879823657,9.633580339500564e-05,1.0907378300506456e-05,0.015743179859173936,9.442338022527839e-05,1.1218757122086972e-07,0.008467685379555374,5.0805745282933904e-05,2.5708242601667737e-07,0.008366105423381624,5.019579184832802e-05,1.2645886779125649e-05,0.015554321694463247,9.328454085972712e-05,0.37499999999999994,0.0,0.07498406940706065,0.14997675180569017,0.0868504670745679
0.014,12.0,54.79589366223332,8.537497373068177e-06,0.020097185003700457,0.00012055214833312738,-3.34872826377285e-06,0.0078146273290787,4.689991006362055e-05,6.118282471683261e-06,0.007660635845646969,4.594162589819173e-05,-0.011890442583595803,0.0197011590383923,0.00016387521359856186,0.006102187616475057,0.0075687374084019154,2.1366066637962243e-05,0.002157370685326012,0.010677483311552704,5.6143613408075555e-05,-0.021522923193993595,0.019464820206469727,0.00020251616004766866,0.006182712545799255,0.010467077693316083,3.9888119070301594e-05,0.003974997972237953,0.01034151264859661,4.731966927378365e-05,-4.271179270094766e-06,0.010365479876250428,6.220837035264522e-05,1.1151469058514515e-05,0.01927157265578839,0.00011558899446277574,1.8045443058234243e-05,0.018891815831008723,0.0001132854507162493,1.857245710811935e-07,0.01016122245546645,6.096666160737138e-05,4.257807890887484e-07,0.01003932650805795,6.0234416553791595e-05,2.0921429775078615e-05,0.018665186033355898,0.00011191524087946064,0.44999999999999996,0.0,0.07497649964653987,0.1499559272030315,0.08757974262381808
0.016,9.0,20.007635697751912,1.3133825430925247e-05,0.023446715837650532,0.00014062907004166477,-5.150685877943236e-06,0.009117065217258483,5.472248367313353e-05,9.411718756275447e-06,0.00893740848658813,5.3587741224698685e-05,-0.016157943048691878,0.022984685544791016,0.00020925076877032094,0.008196365448167061,0.008830193643135567,1.636803615996306e-05,0.0029907317033135428,0.012457063863478153,6.179815906891285e-05,-0.029017512524849236,0.022708956907548015,0.00026539128060924967,0.008719099827277905,0.012211590642202095,3.617326857841704e-05,0.005539713175085701,0.012065098090029376,4.854060070674853e-05,-6.56991605132915e-06,0.012093059855625499,7.258398620937357e-05,1.7155041098202902e-05,0.02248350143175312,0.00013483409977616762,2.775978562421892e-05,0.02204045180284351,0.00013213443815871166,2.859254847382079e-07,0.011854759531377523,7.112744284083865e-05,6.558393253590562e-07,0.011712547592734273,7.027273087167111e-05,3.218353590921288e-05,0.021776050372248546,0.0001305307736548408,0.5249999999999999,0.0,0.07497208826638448,0.14993305741609778,0.08836458679788872
0.018000000000000002,10.0,2.413569870011372,1.9136517248585222e-05,0.02679624667160061,0.00016069867707701812,-7.503228686106321e-06,0.010419503105438268,6.254792274789727e-05,1.3712470228929237e-05,0.010214181127529292,6.12286164526381e-05,-0.020420959322413012,0.026268212051189736,0.00025455693059928965,0.01028676325918752,0.010091649877869221,1.137170657821296e-05,0.0038253565563911448,0.014236644415403605,6.747547627254038e-05,-0.036507408177701636,0.025953093608626306,0.00032982363680085324,0.011251994807709678,0.013956103591088112,3.142202258286124e-05,0.007105053119740832,0.013788683531462146,4.949382213825867e-05,-9.571377475358717e-06,0.013820639835000573,8.296325850631142e-05,2.499552583964773e-05,0.025695430207717855,0.00015406965099971792,4.044581423688592e-05,0.0251890877746783,0.0001509679679343245,4.169680927793261e-07,0.013548296607288601,8.128806409082318e-05,9.570044707540262e-07,0.013385768677410599,8.031067702851144e-05,4.689040740042068e-05,0.024886914711141198,0.0001491283870513919,0.6,0.0,0.07496518779809273,0.14990931393946214,0.08918306722104281
