t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma_close,input_sigma_adapt,object_scanned_mug_x,object_scanned_mug_y,object_scanned_mug_z
0.24,0.0,0.0,-0.0095913597858561,0.2927341483719903,0.0018144463392496604,0.04341406443245218,0.2869656627026624,0.0014660186197687146,0.05898084167977166,0.2303918011645264,0.001036593295642988,0.004319185945604422,0.2927341483719903,0.0017312480212903435,0.027997955673279427,0.2835231683096741,0.0015372965442167496,0.07692471085067741,0.2835231683096741,0.0012502425530135912,0.011327447976126247,0.2869656627026624,0.0016555463072933242,0.015709172343774756,0.22585180536718144,0.0012632707661852894,0.059812084484686646,0.22314244437151276,0.0009882471719097465,7.6160000000000005,0.0,0.044685824629408594,0.12498709737710184,0.07904585736205207
0.242,0.0,0.0,-0.009504460587669555,0.29519409919864564,0.0018287127539070107,0.04420916528819306,0.2893771388598276,0.0014757784465642524,0.06035391658912777,0.2323278667205308,0.0010400821502445548,0.00444849199408224,0.29519409919864564,0.0017452494795182473,0.028700175714379886,0.2859057159425285,0.0015474465616154944,0.07872417705065214,0.2859057159425285,0.0012538860305511064,0.011618631825717702,0.2893771388598276,0.0016682981453022081,0.01611887936063239,0.22774971969799807,0.00127224328412534,0.06120821690047483,0.22501759096287,0.0009912330388691002,7.68,0.0,0.04468314898756617,0.12498698164417109,0.07905052793503704
0.244,0.0,0.0,-0.009412820011683382,0.29765405002530104,0.0018429510636778237,0.04501459859024586,0.2917886150169928,0.0014854766983727985,0.06174549886448271,0.23426393227653522,0.0010434600941244447,0.004580779785892096,0.29765405002530104,0.0017592333481873128,0.029413819085883273,0.2882882635753829,0.0015575285271660182,0.08054783159563063,0.2882882635753829,0.0012573845191483845,0.011914877993994231,0.2917886150169928,0.0016810198991476508,0.01653586882033065,0.22964763402881472,0.001281172528009094,0.06262299368753506,0.22689273755422726,0.0009941071239225148,7.744,0.0,0.04468047334572374,0.12498686591124034,0.07905519850802202
0.246,0.0,0.0,-0.009316380442732267,0.30011400085195644,0.001857160925181839,0.0458304338351582,0.2942000911741581,0.0014951129555034733,0.06315560801052457,0.23619999783253964,0.0010467269938083416,0.004716100049466874,0.30011400085195644,0.001773199326396386,0.030138966673484955,0.2906708112082373,0.0015675419527341242,0.0823956943266378,0.2906708112082373,0.0012607378776756401,0.012216234935018968,0.2942000911741581,0.0016937112790809832,0.016960210862503,0.23154554835963137,0.0012900580772358043,0.06405642600281752,0.2287678841455845,0.0009968693427482966,7.808,0.0,0.04467779770388131,0.12498675017830958,0.079059869081007
0.248,0.0,0.0,-0.009215083879341586,0.30257395167861184,0.0018713419927280646,0.04665674006101895,0.2966115673313233,0.0015046868009769906,0.0645842607904484,0.23813606338854407,0.0010498827322681168,0.004854504093743097,0.30257395167861184,0.0017871471097748697,0.030875698884339272,0.29305335884109174,0.0015774863530056407,0.08426778140397748,0.29305335884109174,0.0012639459870867236,0.012522751266844536,0.2966115673313233,0.0017063719943778263,0.01739197565912465,0.23344346269044802,0.0012988995109676701,0.06550852210761433,0.23064303073694176,0.0009995196284047455,7.872,0.0,0.044675122062038886,0.12498663444537883,0.07906453965399197
0.25,0.0,0.0,-0.00910887193258167,0.3050339025052672,0.0018854939183076528,0.047493585840886365,0.2990230434884885,0.0015141978205648174,0.0660314712259492,0.2400721289445485,0.0010529272089246004,0.0049960438103659275,0.3050339025052672,0.0018010763904691444,0.031624095638451505,0.29543590647394613,0.0015873612455376412,0.08616410530773372,0.29543590647394613,0.001267008750419812,0.012834475772877179,0.2990230434884885,0.001719001753329864,0.01783123340721451,0.23534137702126467,0.0013076964081728403,0.06697928736907012,0.232518177328299,0.001002057931324108,7.936,0.0,0.04467244642019646,0.12498651871244808,0.07906921022697695
0.252,0.0,0.0,-0.008997685824963854,0.3074938533319226,0.0018996163515870258,0.048341039276171435,0.30143451964565376,0.0015236456028286044,0.06749725059766937,0.24200819450055291,0.0010558603396476224,0.005140771675835905,0.3074938533319226,0.00181498685712934,0.032384236359999805,0.2978184541068005,0.0015971661508100944,0.08808467483888853,0.2978184541068005,0.0012699260927944009,0.013151457403233499,0.30143451964565376,0.0017316002632366597,0.01827805432140718,0.23723929135208133,0.001316448347669201,0.06846872426219551,0.23439332391965625,0.0010044842193035167,8.0,0.0,0.04466977077835403,0.12498640297951732,0.07907388079996193
0.254,0.0,0.0,-0.008881471569925439,0.3074938533319226,0.0018989492349413186,0.04919910635780322,0.30143451964565376,0.001518560882216894,0.06898149564754419,0.24200819450055291,0.0010470656634173014,0.005288735237963387,0.3074938533319226,0.00181411848993652,0.033156150252624035,0.2978184541068005,0.0015926053064808043,0.09002934404578164,0.2978184541068005,0.001258402675607472,0.013473725796951561,0.30143451964565376,0.0017296983734545216,0.01873248247078019,0.23723929135208133,0.001313767422184045,0.06997671455376546,0.23439332391965625,0.0009955475979447645,8.0,0.0,0.044667095136511605,0.12498628724658657,0.0790785513729469
0.256,0.0,0.0,-0.008760179975299124,0.3074938533319226,0.001898251949411088,0.05006773096384271,0.30143451964565376,0.0015134124797271033,0.0704839885886279,0.24200819450055291,0.0010381601931180524,0.005439977115003693,0.3074938533319226,0.0018132307085637553,0.033939816292042777,0.2978184541068005,0.001587973823125059,0.09199781223852076,0.2978184541068005,0.0012467346603661133,0.013801291282560893,0.30143451964565376,0.0017277647630922132,0.019194535770361863,0.23723929135208133,0.0013110408532878068,0.0715030193149622,0.23439332391965625,0.0009864996561953449,8.0,0.0,0.04466441949466918,0.12498617151365582,0.07908322194593188
0.258,0.0,0.0,-0.008633761469193457,0.3074938533319226,0.00189752419984333,0.05094685649247361,0.30143451964565376,0.0015082007320908663,0.07200450893053359,0.24200819450055291,0.0010291452354715502,0.005594540507692186,0.3074938533319226,0.0018123232573015132,0.03473521293467797,0.2978184541068005,0.0015832718268885464,0.09398977510322225,0.2978184541068005,0.0012349238512096784,0.014134164357316514,0.30143451964565376,0.0017257993701785572,0.01966423212553716,0.23723929135208133,0.0013082685334903168,0.07304739677233676,0.23439332391965625,0.0009773418276281644,8.0,0.0,0.04466174385282675,0.12498605578072507,0.07908789251891686
0.26,0.0,0.0,-0.008502166106889251,0.3074938533319226,0.0018967656888066965,0.05183642586350869,0.30143451964565376,0.001502925978919081,0.07354283351499907,0.24200819450055291,0.001020022113420116,0.00575246919477675,0.3074938533319226,0.0018113958769453823,0.03554231810985617,0.2978184541068005,0.0015784994470327354,0.09600492475351959,0.2978184541068005,0.0012229720740214696,0.014472355687224474,0.30143451964565376,0.0017238021317300236,0.020141589419290163,0.23723929135208133,0.001305450355359265,0.07460960235022772,0.23439332391965625,0.000968075562883917,8.0,0.0,0.04465906821098432,0.12498594004779431,0.07909256309190184
0.262,0.0,0.0,-0.008365343577794518,0.3074938533319226,0.001895976116632871,0.05273638151987001,0.30143451964565376,0.0014975885626928706,0.07509873655189785,0.24200819450055291,0.0010107921659133232,0.005913807528477827,0.3074938533319226,0.0018104483048228751,0.03636110921195992,0.2978184541068005,0.001573656815981666,0.09804294978267267,0.2978184541068005,0.0012108811761196857,0.014815876107052772,0.30143451964565376,0.0017217729837505757,0.020626625499331107,0.23723929135208133,0.001302586211596747,0.07618938871366829,0.23439332391965625,0.0009587023294165714,8.0,0.0,0.044656392569141896,0.12498582431486356,0.07909723366488682
0.264,0.0,0.0,-0.008223243212457387,0.3074938533319226,0.0018951551814583025,0.053646665429043866,0.30143451964565376,0.0014921888287547026,0.07667198965568921,0.24200819450055291,0.0010014567476919305,0.006078600429875933,0.3074938533319226,0.0018094802748206686,0.03719156309253248,0.2978184541068005,0.0015687440693690439,0.10010353531626863,0.2978184541068005,0.0011986530259447672,0.015164736620327,0.30143451964565376,0.001719711861231606,0.021119358165111745,0.23723929135208133,0.0012996759951165013,0.0777865058117742,0.23439332391965625,0.0009492236112359278,8.0,0.0,0.04465371692729947,0.12498570858193281,0.07910190423787179
0.266,0.0,0.0,-0.008075813989636535,0.3074938533319226,0.0018943025792662797,0.054567219084511544,0.30143451964565376,0.0014867271252996595,0.07826236188230132,0.24200819450055291,0.0009920172290691824,0.006246893384226532,0.3074938533319226,0.0018084915174122799,0.03803365605233917,0.2978184541068005,0.0015637613460856084,0.10218636306550488,0.2978184541068005,0.0011862895127431913,0.015518948399310064,0.30143451964565376,0.0017176186981519605,0.021619805154732774,0.23723929135208133,0.0012967195991218177,0.07940070092160403,0.23439332391965625,0.0009396409086472924,8.0,0.0,0.04465104128545704,0.12498559284900206,0.07910657481085677
0.268,0.0,0.0,-0.007923004543428635,0.3074938533319226,0.0018934180039293547,0.05549798350715685,0.30143451964565376,0.0014812038033668535,0.07986961976644082,0.24200819450055291,0.0009824749957095095,0.00641873243620217,0.3074938533319226,0.0018074817596861765,0.038887363833388464,0.2978184541068005,0.0015587087883267682,0.1042911113810447,0.2978184541068005,0.001173792546247774,0.015878522784965304,0.30143451964565376,0.0017154934274780623,0.022127984131747182,0.23723929135208133,0.0012937169171840914,0.08103171869248403,0.23439332391965625,0.0009299557379883134,8.0,0.0,0.044648365643614615,0.1249854771160713,0.07911124538384175
0.27,0.0,0.0,-0.007764763170452304,0.3074938533319226,0.0018925011472521074,0.05643889924665157,0.30143451964565376,0.0014756192168309816,0.08149352735932283,0.24200819450055291,0.0009728314484046725,0.0065941641850617485,0.3074938533319226,0.0018064507253743225,0.03975266161091623,0.2978184541068005,0.0015535865416404723,0.10641745530743583,0.2978184541068005,0.001161164056354535,0.016243471286902345,0.30143451964565376,0.0017133359811641307,0.02264391267186335,0.23723929135208133,0.0012906678433220048,0.08267930119078915,0.23439332391965625,0.0009201696313630334,8.0,0.0,0.04464569000177219,0.12498536138314055,0.07911591595682672
0.272,0.0,0.0,-0.007601037837088097,0.3074938533319226,0.0018915516990142495,0.057389906382819746,0.30143451964565376,0.0014699737223940132,0.08313384626681482,0.24200819450055291,0.0009630880028473805,0.00677323577974685,0.3074938533319226,0.001805398134881165,0.04062952398533632,0.2978184541068005,0.0015483947549753058,0.10856506663808244,0.2978184541068005,0.001148405992796188,0.016613805583305007,0.30143451964565376,0.0017111462901525086,0.02316760824955178,0.23723929135208133,0.0012875722720813079,0.08434318794517202,0.23439332391965625,0.0009102841363732027,8.0,0.0,0.04464301435992976,0.1249852456502098,0.0791205865298117
0.274,0.0,0.0,-0.007431776186774004,0.3074938533319226,0.0018905693470140641,0.05835094452698209,0.30143451964565376,0.0014642676795770043,0.08479033568798791,0.24200819450055291,0.0009532460894024285,0.006955994913904976,0.3074938533319226,0.0018043237053130543,0.04151792497416092,0.2978184541068005,0.0015431335807287853,0.11073361397076037,0.2978184541068005,0.0011355203248123084,0.01698953752084058,0.30143451964565376,0.0017089242843740925,0.023699088224559448,0.23723929135208133,0.0012844300986151773,0.08602311599223157,0.23439332391965625,0.0009003008158469055,8.0,0.0,0.044640338718087334,0.12498512991727904,0.07912525710279668
0.276,0.0,0.0,-0.0072569255473559895,0.3074938533319226,0.0018895537771121795,0.059321952823281406,0.30143451964565376,0.00145850145071203,0.08646275245406902,0.24200819450055291,0.0009433071528753901,0.007142489820839601,0.3074938533319226,0.0018032271505081057,0.042417838003894,0.2978184541068005,0.0015378031747958377,0.11292276276366618,0.2978184541068005,0.0011225090408162408,0.017370679114549793,0.30143451964565376,0.001706669892748879,0.024238369828335625,0.23723929135208133,0.0012812412187651312,0.0877188199226127,0.23439332391965625,0.000890221247564548,8.0,0.0,0.04463766307624491,0.12498501418434829,0.07912992767578166
0.278,0.0,0.0,-0.007076432938493056,0.3074938533319226,0.0018885046732756714,0.06030286994999028,0.30143451964565376,0.0014526754009342342,0.08815085106778732,0.24200819450055291,0.0009332726522789035,0.0073327692683869215,0.3074938533319226,0.001802108181066498,0.04332923590190119,0.2978184541068005,0.0015324036966174392,0.11513217539198953,0.2978184541068005,0.001109374148058806,0.01775724254771674,0.30143451964565376,0.0017043830431866238,0.024785470150373287,0.23723929135208133,0.0012780055291424742,0.08943003192752855,0.23439332391965625,0.0008800470239822614,8.0,0.0,0.04463498743440248,0.12498489845141754,0.07913459824876663
0.28,0.0,0.0,-0.0068902450791163555,0.3074938533319226,0.001887421717622494,0.061293634120802194,0.30143451964565376,0.001446789898173981,0.08985438374310817,0.24200819450055291,0.0009231440605965935,0.007526882553719174,0.3074938533319226,0.0018009665043812139,0.04425209088825963,0.2978184541068005,0.001526935309229396,0.11736151120499913,0.2978184541068005,0.001096117672288866,0.018149240171718126,0.30143451964565376,0.0017020636625876221,0.025340406124470038,0.23723929135208133,0.001274722927210248,0.09115648184569682,0.23439332391965625,0.0008697797519527662,8.0,0.0,0.04463231179256005,0.12498478271848679,0.07913926882175161
0.28200000000000003,0.0,0.0,-0.006698308394941821,0.3074938533319226,0.0018863045904662335,0.06229418308610709,0.30143451964565376,0.0014408453131491096,0.09157310044534787,0.24200819450055291,0.0009129228645446685,0.007724879498074417,0.3074938533319226,0.0017998018246692205,0.0451863745675911,0.2978184541068005,0.0015213981793112453,0.11961042658363197,0.2978184541068005,0.0010827416574108084,0.018546684505851067,0.30143451964565376,0.0016997116768436137,0.02590319451491267,0.23723929135208133,0.0012713933113656678,0.09289789721068133,0.23439332391965625,0.0008594210524437566,8.0,0.0,0.044629636150717626,0.12498466698555603,0.07914393939473659
0.28400000000000003,0.0,0.0,-0.006500569026035853,0.3074938533319226,0.0018851529703611866,0.06330445413425273,0.30143451964565376,0.00143484201935728,0.09330674893166244,0.24200819450055291,0.0009026105643312304,0.007926810441412638,0.3074938533319226,0.001798613843003089,0.046132057920881986,0.2978184541068005,0.0015157924772352565,0.12187857499857548,0.2978184541068005,0.0010692481651390113,0.018949588237138763,0.30143451964565376,0.0016973270108388162,0.026473851902589406,0.23723929135208133,0.001268016581023012,0.09465400329863012,0.23439332391965625,0.0008489725602538495,8.0,0.0,0.0446269605088752,0.12498455125262528,0.07914860996772156
0.28600000000000003,0.0,0.0,-0.006296972834433539,0.3074938533319226,0.0018839665341477507,0.06432438409279288,0.30143451964565376,0.0014287803930684063,0.09505507479190338,0.24200819450055291,0.0008922086734133429,0.008132726236998076,0.3074938533319226,0.0017974022573430596,0.04708911129729352,0.2978184541068005,0.0015101183771155113,0.12416560706883241,0.2978184541068005,0.0010556392746493505,0.01935796422011332,0.30143451964565376,0.00169490958845109,0.02705239467103398,0.23723929135208133,0.0012645926366969516,0.09642452317640132,0.23439332391965625,0.0008384359237261568,8.0,0.0,0.04462428486703277,0.12498443551969453,0.07915328054070654
0.28800000000000003,0.0,0.0,-0.006087465411808923,0.3074938533319226,0.0018827449569981368,0.06535390932972368,0.30143451964565376,0.0014226608133171652,0.09681782148983366,0.24200819450055291,0.0008817187182518973,0.008342678245907616,0.3074938533319226,0.001796166762569547,0.04805750440596583,0.2978184541068005,0.0015043760568570418,0.12647117062075786,0.2978184541068005,0.0010419170822278088,0.01977182547657499,0.30143451964565376,0.0016924593325532426,0.027638838992405674,0.23723929135208133,0.001261121380086284,0.09820917775006772,0.23439332391965625,0.0008278128044595296,8.0,0.0,0.044621609225190345,0.12498431978676378,0.07915795111369152
0.29,0.0,0.0,-0.0058719920871968066,0.3074938533319226,0.0018814879124623891,0.06639296575470927,0.30143451964565376,0.0014164836618955805,0.09859473040469675,0.24200819450055291,0.0008711422380643154,0.00855671833146516,0.3074938533319226,0.00179490705051609,0.04903720630781936,0.2978184541068005,0.001498565698205008,0.128794910747558,0.2978184541068005,0.001028083700916256,0.020191185195327147,0.30143451964565376,0.0016899761650144727,0.0282332008134095,0.23723929135208133,0.001257602714158054,0.10000768581379128,0.23439332391965625,0.0008171048770175311,8.0,0.0,0.04461893358334792,0.12498420405383302,0.0791626216866765
0.292,0.0,0.0,-0.005650497934765605,0.3074938533319226,0.0018801950725147163,0.06744148882029802,0.30143451964565376,0.001410249323345667,0.10038554087313172,0.24200819450055291,0.0008604807845751369,0.008774898853601804,0.3074938533319226,0.0017936228100027447,0.050028185407357116,0.2978184541068005,0.001492687486793887,0.13113646986923988,0.2978184541068005,0.0010141412601554552,0.02061605673188618,0.30143451964565376,0.0016874600067019597,0.028835495841160727,0.23723929135208133,0.001254036543232031,0.10181976409905837,0.23439332391965625,0.0008063138286351898,8.0,0.0,0.04461625794150549,0.12498408832090227,0.07916729225966147
0.294,0.0,0.0,-0.005422927781640743,0.3074938533319226,0.0018788661076001294,0.06849941352313065,0.30143451964565376,0.0014039581849521344,0.10218999023142715,0.24200819450055291,0.0008497359217645273,0.00899727266314172,0.3074938533319226,0.0017923137268699245,0.05103040944447145,0.2978184541068005,0.0014867416121966605,0.1334954877930016,0.2978184541068005,0.0010000919054253639,0.021046453608165667,0.30143451964565376,0.0016849107774826056,0.02944573952899799,0.23723929135208133,0.0012504227730655234,0.10364512732426669,0.23439332391965625,0.0007954413589235873,8.0,0.0,0.044613582299663064,0.12498397258797152,0.07917196283264645
0.296,0.0,0.0,-0.005189226215778087,0.3074938533319226,0.0018775006866813798,0.06956667440514132,0.30143451964565376,0.0013976106367351387,0.10400781385810691,0.24200819450055291,0.0008389092256147547,0.009223893096013605,0.3074938533319226,0.0017909794840126852,0.05204384548625886,0.2978184541068005,0.0014807282679739743,0.13587160177405214,0.2978184541068005,0.0009859377978827936,0.021482389512134013,0.30143451964565376,0.0016823283962249288,0.03006394706224922,0.23723929135208133,0.0012467613109385,0.1054834882446548,0.23439332391965625,0.0007844891795723373,8.0,0.0,0.04461090665782064,0.12498385685504076,0.07917663340563143
0.298,0.0,0.0,-0.00494933759388693,0.3074938533319226,0.0018760984772862041,0.07064320555475322,0.30143451964565376,0.0013912070714430748,0.10583874521684017,0.24200819450055291,0.0008280022838546761,0.009454813967387558,0.3074938533319226,0.0017896197614154538,0.053068459918846476,0.2978184541068005,0.0014746476517232502,0.13826444657685003,0.2978184541068005,0.0009716811139964904,0.02192387829744486,0.30143451964565376,0.0016797127808011187,0.03069013334395468,0.23723929135208133,0.0012430520657389927,0.10733455770256482,0.23439332391965625,0.0007734590140500089,8.0,0.0,0.04460823101597821,0.12498374112211001,0.0791813039786164
0.3,0.0,0.0,-0.004703206049402002,0.3074938533319226,0.001874659145554857,0.07172894060806974,0.30143451964565376,0.0013847478845454033,0.1076825158996687,0.24200819450055291,0.0008170166957022764,0.009690089565737253,0.3074938533319226,0.00178823423618721,0.05410421843923387,0.2978184541068005,0.0014684999651277243,0.14067365453674988,0.2978184541068005,0.000957324045179703,0.02237093398303949,0.30143451964565376,0.0016770638480892535,0.03132431298055141,0.23723929135208133,0.0012392949480487599,0.10919804467802922,0.23439332391965625,0.0007623525973025487,8.0,0.0,0.04460555537413578,0.12498362538917926,0.07918597455160138
0.302,0.0,0.0,-0.004450775500504027,0.3074938533319226,0.0018731823562879474,0.0728238127500627,0.30143451964565376,0.0013782334742255043,0.10953885567054382,0.24200819450055291,0.0008059540716053055,0.00992977464682727,0.3074938533319226,0.001786822582597112,0.05515108604715376,0.2978184541068005,0.0014622854140054,0.1430988556220458,0.2978184541068005,0.0009428687974203039,0.022823570752720464,0.30143451964565376,0.0016743815139756858,0.03196650026752342,0.23723929135208133,0.0012354898702291795,0.11107365633967221,0.23439332391965625,0.0007511716754497623,8.0,0.0,0.044602879732293356,0.1249835096562485,0.07919064512458636
0.304,0.0,0.0,-0.004191989658188307,0.3074938533319226,0.0018716677729945599,0.07392775471575885,0.30143451964565376,0.0013716642413735465,0.11140749250916579,0.24200819450055291,0.0007948160329800547,0.010173924427625453,0.3074938533319226,0.0017853844721105719,0.05620902703695541,0.2978184541068005,0.0014560042083578805,0.14553967749640087,0.2978184541068005,0.0009283175909085284,0.023281802954695795,0.30143451964565376,0.0016716656933576,0.03261670917502193,0.23723929135208133,0.0012316367465073474,0.1129610980959164,0.23439332391965625,0.0007399180054799043,8.0,0.0,0.04460020409045093,0.12498339392331775,0.07919531569757134
0.306,0.0,0.0,-0.0039267920343808395,0.3074938533319226,0.0018701150579406652,0.07504069879142607,0.30143451964565376,0.0013650405895793696,0.11328815265511796,0.24200819450055291,0.0007836042119483227,0.010422594580140155,0.3074938533319226,0.001783919573425783,0.05727800498951421,0.2978184541068005,0.0014496565624190706,0.14799574558165124,0.2978184541068005,0.000913672659662398,0.023745645101092824,0.30143451964565376,0.001668916300145748,0.03327495333346007,0.23723929135208133,0.0012277354930623563,0.11486007364648519,0.23439332391965625,0.0007285933549424392,8.0,0.0,0.0445975284486085,0.124983278190387,0.07919998627055631
0.308,0.0,0.0,-0.0036551259501014536,0.3074938533319226,0.0018685238721978207,0.07616257681576043,0.30143451964565376,0.0013583629251253664,0.11518056065228838,0.24200819450055291,0.0007723202510726097,0.010675841225182219,0.3074938533319226,0.0017824275525106946,0.0583579827641713,0.2978184541068005,0.001443242694703718,0.15046668312097397,0.2978184541068005,0.0008989362511508957,0.02421511186744107,0.30143451964565376,0.0016661332472673656,0.0339412460190864,0.23723929135208133,0.0012237860281117277,0.11677028503419155,0.23439332391965625,0.0007171995016390264,8.0,0.0,0.044594852806766075,0.12498316245745625,0.07920465684354129
0.31,0.0,0.0,-0.003376934543673468,0.3074938533319226,0.0018668938756921443,0.07729332018107578,0.30143451964565376,0.00135163165697936,0.11708443939357101,0.24200819450055291,0.0007609658030895872,0.01093372092605157,0.3074938533319226,0.0017809080726404422,0.05944892249070685,0.2978184541068005,0.0014367628280557753,0.15295211124240715,0.2978184541068005,0.0008841106259149593,0.024690218092123326,0.30143451964565376,0.0016633164466692762,0.03461560013954168,0.23723929135208133,0.0012197882719979696,0.11869143269700334,0.23439332391965625,0.0007057382333127882,8.0,0.0,0.04459217716492365,0.1249830467245255,0.07920932741652627
0.312,0.0,0.0,-0.0030921607789793585,0.3074938533319226,0.0018652247272535765,0.07843285983449697,0.30143451964565376,0.001344847196787468,0.1189995101658393,0.24200819450055291,0.0007495425306418915,0.011196290682148276,0.3074938533319226,0.0017793607944352262,0.060550785561350726,0.2978184541068005,0.001430217189696562,0.15545164902271125,0.2978184541068005,0.0008691980571863602,0.025170978775794144,0.30143451964565376,0.0016604658093211824,0.035298028219403234,0.23723929135208133,0.001215742147275238,0.12062321552037582,0.23439332391965625,0.0006942113473359174,8.0,0.0,0.04458950152308122,0.12498293099159474,0.07921399798951125
0.314,0.0,0.0,-0.0028007474537619314,0.3074938533319226,0.0018635160846654116,0.07958112627915814,0.30143451964565376,0.0013380099588669407,0.12092549269518409,0.24200819450055291,0.0007380521060082817,0.011463607922507928,0.3074938533319226,0.0017777853758986458,0.06166353262283423,0.2978184541068005,0.0014236060112726987,0.1579649135515602,0.2978184541068005,0.0008542008305045356,0.025657409080765036,0.30143451964565376,0.0016575812452191577,0.03598854238572145,0.23723929135208133,0.0012116475787960685,0.12256533088984156,0.23439332391965625,0.0006826206503956826,8.0,0.0,0.044586825881238794,0.12498281525866399,0.07921866856249622
0.316,0.0,0.0,-0.002502637207970489,0.3074938533319226,0.001861767604714107,0.08073804957540762,0.30143451964565376,0.0013311203601989738,0.12286210519240821,0.24200819450055291,0.000726496210832213,0.011735730499261196,0.3074938533319226,0.001776181472456488,0.06278712356848673,0.2978184541068005,0.0014169295289037979,0.1604915199960508,0.2978184541068005,0.000839121243331442,0.026149524330355545,0.30143451964565376,0.0016546626633893325,0.03668715435355282,0.23723929135208133,0.0012075044937981591,0.12451747474384811,0.23439332391965625,0.0006709679581788882,8.0,0.0,0.04458415023939637,0.12498269952573324,0.0792233391354812
0.318,0.0,0.0,-0.0021977725321514854,0.3074938533319226,0.0018599789432393586,0.08190355934202057,0.30143451964565376,0.001324178820421477,0.12480906439877033,0.24200819450055291,0.0007148765358488682,0.012012716681017435,0.3074938533319226,0.0017745487369959685,0.06392151753038085,0.2978184541068005,0.0014101879832298827,0.16303108166551905,0.2978184541068005,0.0008239616046644984,0.02664734000820945,0.30143451964565376,0.0016517099718917894,0.0373938754114939,0.23723929135208133,0.001203312821991171,0.12647934162683352,0.23439332391965625,0.0006592550950548488,8.0,0.0,0.04458147459755394,0.12498258379280248,0.07922800970846618
0.32,0.0,0.0,-0.0018860957758831498,0.3074938533319226,0.0018581497551844444,0.08307758475742111,0.30143451964565376,0.0013171857618217992,0.12676608563196973,0.24200819450055291,0.0007031947806106955,0.012294625146172177,0.3074938533319226,0.0017728868199054309,0.06506667287152995,0.2978184541068005,0.001403381619458518,0.16558321007665194,0.2978184541068005,0.0008087242346476889,0.027150871757575298,0.30143451964565376,0.001648723077824666,0.03810871640722088,0.23723929135208133,0.0011990724956435245,0.12845062474253016,0.23439332391965625,0.0006474838937569364,8.0,0.0,0.04457879895571151,0.12498246805987173,0.07923268028145115
0.322,0.0,0.0,-0.0015675491562535794,0.3074938533319226,0.0018562796946468346,0.08426005456091505,0.30143451964565376,0.0013101416093293959,0.1287328828323646,0.24200819450055291,0.0006914526532114992,0.012581514976138393,0.3074938533319226,0.0017711953691145023,0.06622254717814177,0.2978184541068005,0.0013965106874116234,0.16814751501888311,0.2978184541068005,0.0007934114641808915,0.027660135380550517,0.30143451964565376,0.0016457018873284707,0.038831687733038994,0.23723929135208133,0.0011947834496691626,0.1304310160074868,0.23439332391965625,0.0006356561950627566,8.0,0.0,0.044576123313869086,0.12498235232694098,0.07923735085443613
0.324,0.0,0.0,-0.0012420747663817765,0.3074938533319226,0.001854368414929057,0.08545089705393479,0.30143451964565376,0.0013030467905084321,0.1307091686094157,0.24200819450055291,0.0006796518700091299,0.012873445648501345,0.3074938533319226,0.001769474030134705,0.06738909725193185,0.2978184541068005,0.0013895754415719525,0.17072360462006064,0.2978184541068005,0.0007780256345275044,0.0281751468372883,0.30143451964565376,0.0016426463055906196,0.039562799311446475,0.23723929135208133,0.0011904456217142541,0.13242020610479915,0.23439332391965625,0.0006237738474730168,8.0,0.0,0.04457344767202666,0.12498223659401023,0.07924202142742111
0.326,0.0,0.0,-0.0009096145839811208,0.3074938533319226,0.001852415568589826,0.08665004010129781,0.30143451964565376,0.001295901735550314,0.13269465428834767,0.24200819450055291,0.0006677941553468233,0.013170477030096932,0.3074938533319226,0.0017677224461005274,0.0685662791025005,0.2978184541068005,0.001382576141129212,0.17331108541237567,0.2978184541068005,0.0007625690969204393,0.028695922245166476,0.30143451964565376,0.001639556236850193,0.04030206058071749,0.23723929135208133,0.0011860589522438092,0.13441788453803907,0.23439332391965625,0.0006118387068891426,8.0,0.0,0.04457077203018423,0.12498212086107947,0.07924669200040609
0.328,0.0,0.0,-0.0005701104799647591,0.3074938533319226,0.0018504208074954225,0.0878574111324803,0.30143451964565376,0.0012887068772661357,0.13468904995701983,0.24200819450055291,0.0006558812412732314,0.013472669370013342,0.3074938533319226,0.001765940257810954,0.06975404793977734,0.2978184541068005,0.0013755130500258,0.17590956239853978,0.2978184541068005,0.0007470442121665492,0.02922247787791762,0.30143451964565376,0.0016364315844029237,0.041049480480508556,0.23723929135208133,0.001181623384628183,0.13642373968537222,0.23439332391965625,0.0005998526362897031,8.0,0.0,0.044568096388341805,0.12498200512814872,0.07925136257339106
