t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma_close,input_sigma_diff,object_free_horizontal_y_axis_cylinder_radius2p5_x,object_free_horizontal_y_axis_cylinder_radius2p5_y,object_free_horizontal_y_axis_cylinder_radius2p5_z
0.0,24.0,37.52047936947895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.205,0.12
0.002,25.0,30.79687918455029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006557784897893838,0.0,0.0,2.2162583834885153e-05,0.0,0.0,9.686779956215172e-06,0.0,0.0,-0.0006508251661242703,0.0,0.0,1.1560419185803598e-05,0.0,0.0,1.903318881136709e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000335698313,0.20501816555441513,0.12002098102513016
0.004,20.0,26.204709499747562,7.149142963023809e-08,0.0061248563820801415,1.5312140955200354e-05,-2.8053656989453114e-08,0.0023816007098144618,5.954001774536155e-06,5.1239550304816773e-08,0.002334669972006696,5.836674930016741e-06,-0.002416024680803038,0.0060041627545576555,1.66498531108676e-05,4.075635385848663e-05,0.0023066628292272512,5.711250613480916e-06,4.1510502499473225e-05,0.0032540901520922536,8.111008430340096e-06,-0.0024188954788981697,0.005932135681971728,1.6457402120239998e-05,2.5380051880203724e-05,0.003189966535105855,7.946015289800128e-06,7.985157783871404e-05,0.003151699092905634,7.831664760235668e-06,-3.577594679144948e-08,0.0031590033908572746,7.897508477143187e-06,9.338086454060109e-08,0.005873241190335512,1.468310297583878e-05,1.5111959665884069e-07,0.005757505777069328,1.4393764442673319e-05,1.5523710927493455e-09,0.003096753510237395,7.741883775593489e-06,3.554249580711956e-09,0.0030596042691224236,7.649010672806059e-06,1.7521036617142086e-07,0.005688437648260847,1.4221094120652119e-05,0.13714285714285718,0.0,0.07500000255019064,0.20507038146303821,0.12008103434059503
0.006,23.0,20.686507641329417,3.5745560330904067e-07,0.012249712764160283,3.062410318182663e-05,-1.4026591856094472e-07,0.0047632014196289235,1.1908073683214783e-05,2.561957395160513e-07,0.004669339944013392,1.167322176115772e-05,-0.005030677314351621,0.012008325509115311,3.606087547479587e-05,6.938753871322455e-05,0.0046133256584545024,1.1431423261490042e-05,9.5079178830239e-05,0.006508180304184507,1.6166674504212585e-05,-0.0050386914329666275,0.011864271363943456,3.570791710710407e-05,3.3358694042666235e-05,0.00637993307021171,1.5886382545828765e-05,0.00017590586068945448,0.006303398185811268,1.5558866519931386e-05,-1.7887751477036265e-07,0.006318006781714549,1.5795106394153352e-05,4.669022291177671e-07,0.011746482380671023,2.9365972499516206e-05,7.555931980059846e-07,0.011515011554138655,2.8787151086354992e-05,7.762239415153147e-09,0.00619350702047479,1.5483763670259243e-05,1.7772804939343108e-08,0.006119208538244847,1.529801245998817e-05,8.760453850395666e-07,0.011376875296521694,2.8441750215388806e-05,0.27428571428571435,0.0,0.07500000881391806,0.20515065362447885,0.12017256591956416
0.008,23.0,16.09823212920157,1.0008676561415955e-06,0.018374569146240423,4.5935529226592786e-05,-3.92732266878566e-07,0.007144802129443384,1.7862355988404864e-05,7.173376082967137e-07,0.007004009916020087,1.7509384300701428e-05,-0.008280190558798504,0.018012488263672966,5.760791394506147e-05,7.83274091881632e-05,0.006919988487681753,1.712650237242132e-05,0.00015295860341757645,0.00976227045627676,2.41679781936163e-05,-0.008298758077861151,0.01779640704591518,5.708774619720452e-05,2.9159995618687574e-05,0.009569899605317563,2.3841352278187243e-05,0.0002844589278350266,0.009455097278716901,2.319797854506862e-05,-5.008455016630147e-07,0.009477010172571822,2.3692972625216484e-05,1.3073153549395511e-06,0.01761972357100653,4.404814167194353e-05,2.115636071079938e-06,0.01727251733120798,4.317940434502493e-05,2.1736266910755374e-08,0.009290260530712184,2.322563192118192e-05,4.977195031017203e-08,0.00917881280736727,2.2946987586405826e-05,2.452893560113546e-06,0.01706531294478254,4.266109224849375e-05,0.4114285714285715,0.0,0.07500001374810927,0.20525428926482953,0.12028959558537536
0.01,21.0,11.994208241507282,2.1446903648841154e-06,0.024499425528320566,6.124606165166106e-05,-8.415292538333519e-07,0.009526402839257847,2.3816988928811816e-05,1.5371181019003215e-06,0.009338679888026785,2.3344906376046224e-05,-0.012013216364443798,0.024016651018230622,8.074210394257282e-05,0.00010050355389209801,0.009226651316909005,2.2870809769302102e-05,0.0002125134771702714,0.013016360608369014,3.2158505012378595e-05,-0.012038953071135852,0.023728542727886912,8.006825201437015e-05,3.2147087261440934e-05,0.01275986614042342,3.182676536201183e-05,0.0003974232238464088,0.012606796371622537,3.0805843609468774e-05,-1.0732029522451826e-06,0.012636013563429098,3.15912860223269e-05,2.801354754903369e-06,0.023492964761342047,5.872914361496777e-05,4.53342520174689e-06,0.02303002310827731,5.756976868051557e-05,4.658418714144224e-08,0.01238701404094958,3.096748076170667e-05,1.066804254713177e-07,0.012238417076489694,3.0595918261348464e-05,5.256091830139848e-06,0.02275375059304339,5.6878244248708186e-05,0.5485714285714287,0.0,0.07500002258674558,0.20537610187944907,0.12042619219197875
0.012,21.0,8.478070304569956,3.9318679695735105e-06,0.0306242819104007,7.655534305008953e-05,-1.5427050376000947e-06,0.011908003549072305,2.9772112695815345e-05,2.8179660238224098e-06,0.011673349860033478,2.9179531854828942e-05,-0.016086980417528575,0.03002081377278827,0.00010508507534308018,0.00012219534308934322,0.011533314146136254,2.858202648061039e-05,0.0002793264365143398,0.016270450760461262,4.014484320822747e-05,-0.016123113579768707,0.029660678409858636,0.00010424907870248622,4.269563683460496e-05,0.01594983267552927,3.979421397066957e-05,0.0005172816208407081,0.015758495464528167,3.840268060170439e-05,-1.9674462829948537e-06,0.01579501695428637,3.9490225393096544e-05,5.135729820209609e-06,0.02936620595167755,7.340851149230661e-05,8.311080156462353e-06,0.02878752888534663,7.195748865036221e-05,8.542034111129519e-08,0.015483767551186972,3.8709302417499576e-05,1.9564565197881498e-07,0.015298021345612114,3.824478666296661e-05,9.63589979040331e-06,0.028442188241304227,7.109233037368523e-05,0.6857142857142857,0.0,0.07500004433086944,0.20551193074898272,0.12057750711645898
0.014,19.0,5.541934806171797,6.505319996266201e-06,0.036749138292480846,9.186301606127817e-05,-2.5522699215295935e-06,0.014289604258886769,3.572786740981092e-05,4.6622779913226015e-06,0.014008019832040175,3.501300466504088e-05,-0.020396088735212845,0.03602497652734593,0.00013027989236218628,0.0001622277266033718,0.013839976975363506,3.429445408068541e-05,0.00036248479649345365,0.01952454091255352,4.8113036190097954e-05,-0.02043334350145873,0.03559281409183036,0.00012928981917899768,5.949870563543274e-05,0.019139799210635126,4.774275893450131e-05,0.0006376852832322019,0.018910194557433802,4.598228234148274e-05,-3.2550364083004897e-06,0.018954020345143645,4.73899694785666e-05,8.497116448035529e-06,0.03523944714201306,8.808577853048214e-05,1.3750643947271095e-05,0.03454503466241596,8.634180895564874e-05,1.4136521311067573e-07,0.018580521061424368,4.645108910270814e-05,3.23839957279644e-07,0.01835762561473454,4.589357492270641e-05,1.5942473919106864e-05,0.03413062588956508,8.53024749744367e-05,0.822857142857143,0.0,0.07500007096481891,0.2056578367708058,0.1207391794997175
0.016,20.0,3.1194422555752555,1.000793508132961e-05,0.042873994674560975,0.00010716872338641177,-3.926186896310114e-06,0.016671204968701225,4.168439309655689e-05,7.17241039356519e-06,0.016342689804046868,4.084506881513886e-05,-0.024843508496054423,0.04202913928190358,0.00015606307004279105,0.00022023880836373997,0.016146639804590752,3.996103019496845e-05,0.0004527771008025811,0.02277863106464577,5.604036567038079e-05,-0.024869091539265406,0.04152494977380209,0.00015489573318815204,7.26497412392679e-05,0.022329765745740977,5.567566760026386e-05,0.0007569995711842822,0.022061893650339434,5.3560520917768084e-05,-5.007389868846609e-06,0.022113023736000915,5.529069693102304e-05,1.3072148670692991e-05,0.04111268833234857,0.00010276047803975134,2.1154063901340478e-05,0.04030254043948528,0.00010072197448884502,2.1754696658859482e-07,0.02167727457166176,5.419283301612162e-05,4.984667958555471e-07,0.02141722988385696,5.35422651097492e-05,2.4525841810861158e-05,0.03981906353782592,9.950780265976702e-05,0.96,0.0,0.0750000935966626,0.20581058498811503,0.12090763686307292
0.018000000000000002,20.0,1.1159593949652946,1.4582564797729785e-05,0.04899885105664113,0.0001224721078038995,-5.7203621863314204e-06,0.019052805678515694,4.764182966353001e-05,1.0450671353125902e-05,0.01867735977605357,4.667546841415001e-05,-0.029344875278808233,0.048033302036461244,0.0001821920263312892,0.0002808614323752561,0.01845330263381801,4.5582659563635673e-05,0.0005359083323173573,0.02603272121673803,6.394986028983863e-05,-0.029350184888543178,0.047457085455773824,0.0001808154424875981,7.397390720700753e-05,0.02551973228084684,6.361770634901893e-05,0.0008648385911219898,0.025213592743245073,6.114148293015198e-05,-7.295869962798039e-06,0.025272027126858197,6.319258629181761e-05,1.9047410286693128e-05,0.04698592952268409,0.00011743214343503351,3.0823172536322157e-05,0.04606004621655462,0.00011509723038163322,3.17102980061374e-07,0.02477402808189916,6.193452633733143e-05,7.267669665497479e-07,0.02447683415297939,6.119083921545883e-05,3.5735876419314586e-05,0.04550750118608678,0.00011370743836068979,1.0971428571428574,0.0,0.07500011709464342,0.20596744253902605,0.12107991043804824
