t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff,object_horizontal_cylinder_radius4x_x,object_horizontal_cylinder_radius4x_y,object_horizontal_cylinder_radius4x_z
0.148,40.0,15764.296037724976,-1.684463097210062,0.24451575087835553,0.011573949689774132,0.7838035980360513,0.09507796583712416,-0.004181510143199274,0.6780213976132664,0.09320440278870477,-0.003470535019493649,1.5631973323583401,0.2396974349671063,-0.007866904497816157,-0.39539307670003904,0.09208630513555663,0.003143711969970358,-0.9045168081609206,0.12990938029055787,0.006258751311805845,1.5570083320510246,0.23682197917871498,-0.007845436437897327,-0.08298814211104755,0.12734944526867897,0.0015241610279438352,-1.3444053891338477,0.12582173722459206,0.008809530550512727,-1.6861442115671548,0.1261133384943802,0.010873636952412032,0.785933670755393,0.2344708006454254,-0.0033592195733964827,0.6902875849614027,0.22985042594393945,-0.0027229203607334507,0.0003533248079968807,0.12362820654150845,0.0007397478991037211,0.0009431622074032946,0.1221451391813717,0.0007274892587079339,0.029064042856263402,0.2270930967391634,0.001194983691140458,5.474999999999999,0.0,0.07499784280673606,0.13060296345077796,0.017155845009433048
0.15,45.0,16407.891927904686,-1.6843544316856156,0.2478652817123056,0.011593970273534206,0.7755849102381558,0.09638040372530396,-0.004124539165864484,0.6842634492404464,0.09448117542964594,-0.003501241333101723,1.5741075260756852,0.242980961473505,-0.007921298225309011,-0.35782584574347986,0.09334776137029029,0.002932445028421976,-0.8954896600336352,0.13168896084248333,0.006217234614020423,1.5680531349448312,0.2400661158797933,-0.007901653297027389,-0.03814872888890735,0.129093958217565,0.0012724926019716753,-1.3459475844460391,0.12754532266602484,0.008831704270799235,-1.6859797956386566,0.12784091847375528,0.01088391078024546,0.7776745485655334,0.23768272942139013,-0.0032895056480040175,0.696613323885072,0.23299906191577424,-0.002743731138273771,0.0003703732920365379,0.12532174361741955,0.000749810512856536,0.0009912490879049939,0.12381836026604802,0.0007372511883518684,0.030227726401739555,0.23020396107805605,0.0012068395093307559,5.549999999999999,0.0,0.0749952451754145,0.13045091120021068,0.016964651105416843
0.152,41.0,15897.699157714653,-1.684185546171038,0.2512148125462557,0.011613415465391227,0.767346623026321,0.09768284161348374,-0.004067412411748033,0.690356797213431,0.0957579480705871,-0.0035310330070191555,1.5832025125229476,0.24626448797990375,-0.007967058228574688,-0.3188814053578243,0.09460921760502394,0.002714610380091023,-0.8860886256880742,0.13346854139440878,0.006173749208568263,1.5774781883897555,0.24331025258087158,-0.007948457294183758,0.007874854933718957,0.13083847116645103,0.0010139232003321503,-1.347050952793706,0.1292689081074576,0.00885129895532098,-1.6856831847906244,0.12956849845313034,0.010893289764550724,0.7694301175137693,0.24089465819735487,-0.003220679342209071,0.7026940106256335,0.23614769788760903,-0.002762793755984778,0.0003880526390068215,0.12701528069333062,0.0007598694444077645,0.001041245105458714,0.12549158135072436,0.0007470019935769162,0.031420456973517155,0.2333148254169487,0.001218522594091255,5.624999999999999,0.0,0.07499889433496665,0.1303029154997629,0.01677415884447053
0.154,42.0,15999.605329052074,-1.6839185236497007,0.2545643433802058,0.011632499337307462,0.7591938156534709,0.09898527950166353,-0.004010168061147944,0.6961834825441354,0.09703472071152827,-0.0035599324590114166,1.5905324697189922,0.24954801448630246,-0.008001926988219872,-0.2786004970489556,0.09587067383975759,0.0024885124751854912,-0.8763195385573312,0.13524812194633423,0.00612802048580645,1.5851479198679064,0.24655438928194987,-0.007985542794646833,0.05518131212672226,0.13258298411533703,0.0007482487750897085,-1.3476966023477577,0.13099249354889037,0.008868260678055578,-1.685386908058771,0.13129607843250543,0.01090187557933878,0.7612425594059778,0.2441065869733196,-0.003151941183242699,0.7085995754511957,0.23929633385944382,-0.002780386060597138,0.0004063803691537894,0.1287088177692417,0.0007699245907814093,0.0010932063829770433,0.12716480243540068,0.0007567413439796517,0.03264248764860893,0.23642568975584136,0.0012300313966939452,5.699999999999999,0.0,0.07499831712548986,0.1301545529859283,0.016597114677884228
0.156,41.0,15846.060588925096,-1.6836044268733565,0.25791387421415585,0.01165099438718314,0.7512509710608963,0.10028771738984331,-0.003953436589581766,0.7017419728356661,0.09831149335246943,-0.003587231935149996,1.5963541908739312,0.25283154099270116,-0.008026205572357746,-0.23718105897170505,0.09713213007449124,0.002254395762740681,-0.8662129969910747,0.13702770249825968,0.0060800834463335465,1.5913047480092672,0.24979852598302818,-0.00801209636330927,0.10357942134185211,0.13432749706422306,0.00047487710962500483,-1.3479097420349015,0.13271607899032314,0.008882476088028486,-1.6850614158935089,0.13302365841188052,0.010910463398823908,0.7531748510603232,0.24731851574928435,-0.003083544261940161,0.7142825608676311,0.2424449698312786,-0.0027969276337195025,0.00042537436500080964,0.13040235484515278,0.0007799758468559939,0.0011471901030808346,0.128838023520077,0.0007664689028225997,0.033894066417000074,0.239536554094734,0.0012413643986767505,5.7749999999999995,0.0,0.07498994035076152,0.13000928845661147,0.016433533024704496
0.158,42.0,15987.254218486332,-1.6832812930157253,0.26126340504810597,0.011669206991528775,0.7434256388844815,0.1015901552780231,-0.0038979648946972398,0.7071166199305778,0.0995882659934106,-0.003612922241053533,1.6008939180217867,0.2561150674990999,-0.008041434740248987,-0.19479826065149283,0.0983935863092249,0.00201344787168558,-0.8557957609786749,0.13880728305018514,0.006030121680247559,1.596160046702921,0.25304266268410647,-0.008029572511950965,0.15290156960735898,0.1360720100131091,0.00019495553202754191,-1.347711929366795,0.13443966443175592,0.008894096438799945,-1.6846900874339215,0.13475123839125558,0.010918875925708586,0.745200676491114,0.2505304445252491,-0.0030158664392104448,0.7197844357123506,0.24559360580311343,-0.0028121337303871063,0.000445052876034173,0.13209589192106386,0.0007900231053363782,0.00120325451176194,0.13051124460475333,0.0007761843270100349,0.0351754361398941,0.24264741843362667,0.0012525201120997596,5.85,0.0,0.07498747993439525,0.12986274173339105,0.01627524106414925
0.16,40.0,15708.348455507343,-1.682905512921879,0.26461293588205603,0.01168736537338669,0.7354758793729794,0.10289259316620289,-0.0038431982743096717,0.7124303967114062,0.10086503863435176,-0.003637509487777357,1.6043564867816107,0.25939859400549864,-0.008048971944097729,-0.15161149293846393,0.09965504254395856,0.0017667198191727083,-0.845091825250821,0.1405868636021106,0.005978295747484714,1.5999094076083487,0.2562867993851848,-0.008039239483906419,0.20299209467473284,0.1378165229619951,-9.051027987218336e-05,-1.3471228693615807,0.13616324987318867,0.008903251075439902,-1.6842067671434784,0.13647881837063067,0.010927013434827312,0.736995200127126,0.2537423733012138,-0.0029487498191394013,0.7252734166505352,0.24874224177494822,-0.0028262531636244147,0.00046543452337625583,0.13378942899697494,0.0008000662567256446,0.0012614589216732375,0.13218446568942968,0.0007858872670660063,0.03648683450891736,0.24575828277251932,0.0012634970797957513,5.925,0.0,0.07498911854559365,0.12971265082800096,0.01611964938275231
0.162,42.0,15958.393846856708,-1.682488842576875,0.2679624667160061,0.011705207877827311,0.72753691320832,0.10419503105438266,-0.0037876850899115806,0.7176260904438809,0.10214181127529291,-0.00366173151261668,1.6069031198304577,0.2626821205118973,-0.008050046197618281,-0.10774727626864714,0.1009164987786922,0.0015151679503029368,-0.8341198580788238,0.14236644415403604,0.005924749616429142,1.6027350182434565,0.25953093608626304,-0.008042270829132513,0.2537055695041152,0.1395610359108811,-0.00038058635258311047,-1.3461607427359172,0.13788683531462145,0.008910058228057212,-1.6837207679729609,0.13820639835000573,0.010934478992960905,0.7288731154925419,0.2569543020771785,-0.0028802453882996854,0.73063072674756,0.251890877746783,-0.0028402952334225136,0.00048653830444565966,0.13548296607288599,0.0008101051892970585,0.0013218637150438353,0.13385768677410598,0.0007955773671145965,0.03782849400628995,0.24886914711141195,0.0012742938756149674,5.999999999999999,0.0,0.07499498885284805,0.12956990399102225,0.015961684112594625
0.164,42.0,15944.709130235016,-1.6820656366210143,0.27131199754995616,0.011722805040760986,0.7195167971671287,0.10549746894256244,-0.003732236665594546,0.7227517743695784,0.10341858391623407,-0.0036852450391658812,1.6086742305396877,0.26596564701829606,-0.00804562483687297,-0.06331661388295859,0.10217795501342586,0.001259551387692438,-0.8228959232835397,0.1441460247059615,0.005869595296708712,1.6047959595853585,0.2627750727873413,-0.008039759672736691,0.30491430191271646,0.14130554885976712,-0.0006744001238660885,-1.3448411016881474,0.1396104207560542,0.008914626980951829,-1.6832976013826426,0.1399339783293808,0.01094192847781405,0.7209227328213992,0.2601662308531433,-0.0028122413078363914,0.7358137750848077,0.25503951371861777,-0.0028535472781736535,0.0005083835976037404,0.13717650314879706,0.0008201397890661084,0.001384530346217448,0.1355309078587823,0.0008052542648624309,0.03920064186597018,0.25198001145030463,0.001284909104664088,6.074999999999999,0.0,0.07499519274400757,0.12942285702656178,0.015818100840789513
0.166,42.0,15901.116648460793,-1.6817343152631694,0.27466152838390623,0.011740362990029523,0.7116642386734426,0.10679990683074223,-0.0036763013420183185,0.727765924162241,0.10469535655717524,-0.003708338506874419,1.6098147501641606,0.2692491735246948,-0.008036550342089959,-0.01843429633114175,0.10343941124815952,0.0010005361507867086,-0.8114364889730917,0.14592560525788695,0.005812929171248559,1.6061998585492743,0.2660192094884196,-0.008032660500581634,0.3565299076318828,0.14305006180865312,-0.00097118544062438,-1.343173480136314,0.14133400619748698,0.008917050647313808,-1.6828501789963413,0.14166155830875587,0.010949754958148391,0.7129812473089715,0.263378159629108,-0.0027452674391537472,0.7408536858074338,0.25818814969045256,-0.002865753752366131,0.0005309901667869269,0.13887004022470814,0.0008301699397626264,0.0014495213438120355,0.13720412894345863,0.0008149175915834471,0.04060350003577991,0.25509087578919726,0.0012953414035393625,6.1499999999999995,0.0,0.07498949200948567,0.12927591092081003,0.015681183918805207
0.168,41.0,15792.23155683153,-1.681391623693381,0.27801105921785635,0.011758472246886155,0.7039537742349717,0.10810234471892202,-0.003621371363727124,0.732608552279787,0.10597212919811641,-0.0037307627697847475,1.6103850622033127,0.2725327000310935,-0.008023692300798402,0.02684944066889574,0.10470086748289317,0.0007388109828842095,-0.7997480633538443,0.1477051858098124,0.005754850048697425,1.607069762117589,0.26926334618949793,-0.008021619074158657,0.40845250909121217,0.14479457475753915,-0.001270411997246062,-1.341169428293287,0.14305759163891976,0.008917386430651403,-1.6824947577200478,0.14338913828813094,0.010957435903706833,0.7052324401916753,0.26659008840507276,-0.0026783469534233926,0.7457709359825074,0.26133678566228735,-0.002877101400870879,0.000554378166124216,0.14056357730061922,0.0008401955228029938,0.0015169003124988981,0.13887735002813498,0.0008245669721059376,0.04203728514051762,0.25820174012808994,0.0013055894405538603,6.225,0.0,0.07498468769330194,0.12912009888419104,0.015539879124783544
0.17,42.0,15878.617185582329,-1.6810645616963158,0.2813605900518064,0.011776513282471125,0.696486727134427,0.1094047826071018,-0.0035672939497672193,0.7372590050592129,0.10724890183905757,-0.003752157902644377,1.6104981038468542,0.2758162265374922,-0.008007413013994923,0.07244390782206683,0.10596232371762682,0.0004746772982923864,-0.7878432395255209,0.14948476636173785,0.005695396978293492,1.6074728148587036,0.2725074828905762,-0.008007373675362075,0.46062475530971686,0.14653908770642515,-0.0015714805283087222,-1.3388338597904612,0.14478117708035254,0.008915703632241838,-1.682190108193791,0.14511671826750602,0.010965668855925322,0.6977097517380659,0.26980201718103747,-0.002612582538063827,0.7505353559186599,0.26448542163412214,-0.0028877130860903116,0.0005785681445392183,0.1422571143765303,0.0008502164172624365,0.0015867319343995235,0.1405505711128113,0.0008342020248018745,0.043502208446066,0.26131260446698257,0.0013156519159587896,6.3,0.0,0.07498438710805304,0.12896818660985823,0.015414260763930335
0.17200000000000001,41.0,15759.868377416346,-1.6808203514029896,0.2847101208857565,0.011794648095492435,0.6893249994183416,0.11070722049528159,-0.0035146770398348727,0.7417291575326411,0.10852567447999874,-0.003772399983475285,1.6102263032917505,0.27909975304389095,-0.00798839010481778,0.11828935027612852,0.10722377995236047,0.00020867923278176186,-0.7757298567171087,0.1512643469136633,0.005634645518635106,1.6074731158495505,0.2757516195916545,-0.007990327171602295,0.5129918665274235,0.14828360065531118,-0.0018740469279264343,-1.3361715012200261,0.1465047625217853,0.008912031733873478,-1.6818743523865853,0.14684429824688108,0.010974206438644033,0.6904146566591758,0.27301394595700224,-0.0025481748346863823,0.7550925442727143,0.26763405760595693,-0.002897407789876218,0.0006035810503361154,0.14395065145244137,0.000860232499847413,0.001659081970098585,0.14222379219748763,0.0008438223615785287,0.04499847582450068,0.26442346880587525,0.0013255275621588554,6.375,0.0,0.07498248028138765,0.12881847998303847,0.015300020028604332
0.17400000000000002,40.0,15638.859138979149,-1.6805936682046214,0.2880596517197066,0.011813280018736178,0.6824588108413606,0.11200965838346137,-0.0034638920462092817,0.7460024259438621,0.1098024471209399,-0.0037915602624702073,1.6096314919114398,0.2823832795502897,-0.007967058142448765,0.16433406400869274,0.10848523618709413,-5.882468453420636e-05,-0.7634145130325476,0.15304392746558876,0.0055726427050961855,1.607153527777022,0.27899575629273277,-0.007970864157340907,0.5654851153297505,0.1500281136041972,-0.0021777825175393574,-1.3331895365248514,0.14822834796321807,0.008906399095099465,-1.6815961182053956,0.14857187822625617,0.01098267738367705,0.6834490625170987,0.27622587473296695,-0.002485132691557253,0.7594537639731143,0.2707826935777917,-0.0029058591041695356,0.0006294382357688763,0.14564418852835245,0.0008702436448680981,0.0017340172592715903,0.14389701328216395,0.0008534275878723922,0.04652628772020646,0.2675343331447679,0.0013352151439216032,6.45,0.0,0.07498049202130896,0.12866792580864578,0.015191219660157382
0.176,41.0,15756.851162498326,-1.6803663095548884,0.29140918255365666,0.01183201710454967,0.6758206239190578,0.11331209627164117,-0.0034148802874183165,0.7501022644648423,0.11107921976188107,-0.0038095392370918863,1.6087980161468893,0.28566680605668837,-0.007943788115128508,0.2105091074936044,0.10974669242182779,-0.00032752422952118975,-0.7509064761466478,0.1548235080175142,0.005509428126300371,1.60657469587396,0.2822398929938111,-0.007949481808699265,0.6180527969441729,0.1517726265530832,-0.002482274932660004,-1.3298926007215244,0.14995193340465085,0.008898848819577013,-1.6813666289966749,0.15029945820563123,0.010991373458466161,0.6767826070416717,0.2794378035089317,-0.002424067554049002,0.763671312678608,0.2739313295496265,-0.0029131346065409264,0.0006561614615930687,0.14733772560426353,0.0008802497242109679,0.0018116057209257895,0.14557023436684027,0.0008630173026454122,0.048085839117007215,0.27064519748366056,0.0013447134585807246,6.525,0.0,0.0749787898346882,0.12851983212321372,0.015093196772952152
0.178,41.0,15743.24355804304,-1.6801927112704582,0.29475871338760673,0.011850750137654971,0.6693354744663864,0.11461453415982094,-0.0033672365385554216,0.7541023827546838,0.11235599240282221,-0.0038264776323721204,1.6077756104811158,0.2889503325630871,-0.007919086101502814,0.2567720552158036,0.11100814865656143,-0.0005970057530222579,-0.738210995359848,0.15660308856943966,0.005445057388296526,1.605790414571704,0.28548402969488934,-0.007926543997074424,0.670648635810414,0.1535171395019692,-0.002787213944653222,-1.3262846656252973,0.1516755188460836,0.008889408717405648,-1.681160091587987,0.1520270381850063,0.011000362003090087,0.6702455783513842,0.28264973228489637,-0.002364797248540652,0.7677791348133278,0.2770799655214613,-0.00291954808294288,0.0006837729015995885,0.1490312626801746,0.0008902506073114893,0.001891916353253048,0.1472434554515166,0.0008725910983835449,0.049677319506315445,0.2737560618225532,0.001354021336233276,6.6,0.0,0.07497789071173401,0.12837852942669295,0.015012232246926277
0.18,41.0,15727.334888189469,-1.6800675428565353,0.29810824422155674,0.01186980573295209,0.6631030760033927,0.11591697204800071,-0.0033205110145103148,0.7579845348358591,0.11363276504376336,-0.0038428177062655223,1.6065775994373355,0.2922338590694858,-0.007893250508469781,0.3031083048579173,0.11226960489129507,-0.0008670147019470512,-0.7253290551018122,0.1583826691213651,0.005379561986887279,1.6048407135812996,0.2887281663959676,-0.007902373489054417,0.7232368991915302,0.15526165245085521,-0.0030923219001573526,-1.3223681390507227,0.15339910428751635,0.008878102619476882,-1.6809773146386409,0.15375461816438135,0.01100948825851421,0.6638586752600523,0.2858616610608611,-0.0023063035037431388,0.77175190236893,0.28022860149329604,-0.002925303199920191,0.0007122951471296156,0.15072479975608566,0.0009002461611269163,0.001975019233093499,0.1489166765361929,0.000882148561097639,0.051300912856307376,0.2768669261614458,0.0013631376399307824,6.674999999999999,0.0,0.07497684625265422,0.12823280207561746,0.014931181316756536
0.182,41.0,15735.069005805912,-1.6799541883248916,0.30145777505550686,0.011889151907472252,0.6569695923041076,0.11721940993618049,-0.0032753019964032733,0.7617647861223871,0.11490953768470452,-0.003858449982906928,1.6052352159110537,0.2955173855758845,-0.007866361283168706,0.3494896161381668,0.11353106112602873,-0.0011374634623913314,-0.7122638030488994,0.16016224967329054,0.005312947828650616,1.603774615989295,0.2919723030970459,-0.007877210462905522,0.7757755389487457,0.15700616539974124,-0.003397384402750734,-1.3181468142684956,0.15512268972894913,0.008864944972678031,-1.6808663107933193,0.15548219814375644,0.011018757076694384,0.6576620881195795,0.28907358983682585,-0.0022487105125393587,0.7756329129688776,0.2833772374651308,-0.002930247989422795,0.0007417512115700949,0.15241833683199674,0.0009102362501092027,0.002060985515008896,0.15058989762086922,0.0008916892703266543,0.052956797582129046,0.27997779050033844,0.0013720612658641863,6.749999999999999,0.0,0.07497586642589382,0.12808543436751935,0.01485329593639247
0.184,41.0,15739.885048367996,-1.6798931152600212,0.3048073058894569,0.011908568965286092,0.6509226685342671,0.11852184782436027,-0.0032306864668784838,0.7654821996444204,0.11618631032564569,-0.003873470854780448,1.6038210828936752,0.2988009120822832,-0.007838605822972623,0.3958564161113306,0.11479251736076239,-0.0014081825926644264,-0.6990234433265415,0.161941830225216,0.005245233799644693,1.602590377813851,0.2952164397981242,-0.007851349057147024,0.8282599534365845,0.15875067834862724,-0.003702149163600711,-1.313617870265994,0.15684627517038188,0.008849958536633265,-1.680720116440384,0.1572097781231315,0.011028456533498704,0.6514408089914325,0.29228551861279056,-0.0021922594170407338,0.7794448735957809,0.2865258734369656,-0.002934642237191472,0.0007721645348290265,0.15411187390790781,0.0009202207361780262,0.002149887429964685,0.15226311870554557,0.0009012127991432201,0.05464514651713888,0.2830886548392311,0.0013807911435426126,6.824999999999999,0.0,0.07497412166863482,0.12793665868325693,0.014781350017770516
0.186,44.0,16134.665940003184,-1.6797515066808257,0.308156836723407,0.01192829971190057,0.6447339877673107,0.11982428571254006,-0.0031865902969303622,0.7691649288433968,0.11746308296658686,-0.003888114700067001,1.6023558493314778,0.30208443858868195,-0.0078104198658299605,0.44218871111822955,0.11605397359549603,-0.0016788146550950076,-0.6856100095620885,0.16372141077714145,0.005176469124622098,1.6013255361892402,0.2984605764992025,-0.007824778807887891,0.8806572050717143,0.16049519129751327,-0.004006588572834428,-1.3087840045510306,0.15856986061181466,0.008833126385266852,-1.6805079078585041,0.1589373581025066,0.011037944847257343,0.6451320412074156,0.29549744738875533,-0.002135660169616063,0.7832107314481587,0.28967450940880046,-0.0029386221851218823,0.0008035589877898385,0.1558054109838189,0.0009301994786939391,0.002241798283619927,0.1539363397902219,0.0009107187141615432,0.0563661268851919,0.28619951917812375,0.0013893262359659093,6.8999999999999995,0.0,0.07497777618258795,0.1277915942317342,0.01469528388024704
0.188,40.0,15583.562765453029,-1.6795774610008247,0.3115063675573571,0.011947547245429097,0.6383781261918026,0.12112672360071985,-0.0031416435849995453,0.7728701706713575,0.11873985560752802,-0.0039025504394152133,1.600901340008624,0.3053679650950807,-0.0077819273054183825,0.48843555588833,0.11731542983022969,-0.0019492396877279993,-0.6720306736097834,0.1655009913290669,0.005106666005346933,1.600038379962463,0.3017047132002808,-0.0077977249379337565,0.9329194306176406,0.16223970424639927,-0.0043105050049518905,-1.3036508736017711,0.16029344605324744,0.00881446470362567,-1.6802271525553527,0.16066493808188165,0.011047037075642314,0.6385635576304894,0.29870937616472004,-0.0020785359902561738,0.7870168125571018,0.29282314538063525,-0.0029423255164051404,0.0008359588767441013,0.15749894805972997,0.0009401723344316409,0.0023367924542243104,0.15560956087489822,0.0009202065755476698,0.05811990027397059,0.28931038351701643,0.0013976655397909472,6.975,0.0,0.07497436406852727,0.12764185438684114,0.014609017551810334
0.19,41.0,15694.643487599273,-1.6793786986251402,0.3148558983913072,0.011966600156352793,0.6320179403042648,0.12242916148889964,-0.003095693788217418,0.7765025524435284,0.12001662824846919,-0.00391712125453733,1.5994190832624167,0.30865149160147937,-0.007753499090442869,0.5346217476081256,0.11857688606496335,-0.0022191520189402,-0.6582803557521705,0.16728057188099235,0.005035867472944654,1.598739772303173,0.30494884990135906,-0.007770537180366623,0.9850335094256562,0.1639842171952853,-0.004613611280534132,-1.2982178376656226,0.16201703149468022,0.00879400743057871,-1.6800967259962358,0.16239251806125674,0.011055718023699656,0.6322424332566353,0.3019213049406848,-0.0020198535161388277,0.7907628025592096,0.29597178135247004,-0.0029462701872277905,0.000869388947801833,0.15919248513564105,0.0009501391575533817,0.002434945390121582,0.15728278195957454,0.0009296759370321015,0.05990662260936713,0.29242124785590906,0.0014058080854916308,7.05,0.0,0.07498152345028061,0.12749728897481505,0.014519912498087996
0.192,41.0,15687.611335189265,-1.6792249732927378,0.31820542922525724,0.011985504767102384,0.6257890253908661,0.12373159937707942,-0.003049718045563112,0.7800662952673887,0.12129340088941035,-0.003931254909324709,1.597956808908709,0.3119350181078781,-0.007724904390927231,0.5807072851308114,0.119838342299697,-0.0024887004318505717,-0.6443647031107268,0.1690601524329178,0.00496404304911053,1.5973907811972063,0.3081929866024374,-0.007743280714204415,1.0370220792843037,0.16572873014417133,-0.004915828675688909,-1.2924772835544742,0.16374061693611297,0.008771750727610413,-1.680012524532777,0.1641200980406318,0.011065300944221207,0.6261811602986036,0.3051332337166495,-0.0019626551972399147,0.7943732448398826,0.29912041732430483,-0.0029498543114094286,0.0009038743912786313,0.16088602221155213,0.0009600997995825017,0.0025363336068588583,0.15895600304425087,0.0009391263459247757,0.061726444130921695,0.29553211219480174,0.0014137529375126078,7.125,0.0,0.07498129591606226,0.12734795140762786,0.014445981989628261
0.194,42.0,15809.980926615955,-1.6792244046848046,0.3215549600592073,0.012004679600111671,0.6199260281823371,0.1250340372652592,-0.0030045299287536414,0.7835623069940099,0.1225701735303515,-0.003944976730422223,1.5965289502073778,0.3152185446142768,-0.0076964295857665935,0.6266773544552878,0.12109979853443065,-0.0027576449195782842,-0.6302853333255456,0.17083973298484326,0.00489122661657342,1.5959773779169446,0.31143712330351564,-0.0077157219473621445,1.0888895470656261,0.16747324309305733,-0.005217293017147478,-1.2864249798219758,0.16546420237754575,0.00874764891559212,-1.6799212219761785,0.16584767802000686,0.011075161215316704,0.6202119501305491,0.30834516249261423,-0.0019070159868359363,0.7978571080426653,0.30226905329613957,-0.0029526251492624583,0.0009394408460588562,0.1625795592874632,0.0009700541093771076,0.002641034683901357,0.1606292241289272,0.0009485573431324099,0.06357950936832105,0.29864297653369437,0.001421499194416636,7.199999999999999,0.0,0.07497476839790065,0.1272014364899659,0.014375739248060593
0.196,43.0,15884.892070160453,-1.6792542942740887,0.32490449089315737,0.012024773373467773,0.6142477440242354,0.126336475153439,-0.002961537318173389,0.7869594964396325,0.12384694617129266,-0.003958292164936303,1.5950764120458722,0.3185020711206755,-0.007668161274520214,0.6725718966315268,0.1223612547691643,-0.0030258965981167416,-0.6160345020549367,0.1726193135367687,0.0048174278811738865,1.5945876469120446,0.31468126000459395,-0.007687776707474105,1.140568711024195,0.16921775604194333,-0.005518030746142097,-1.2800719937467635,0.1671877878189785,0.008721676605845725,-1.6799350216984823,0.16757525799938194,0.011084978879853363,0.6144629015242136,0.31155709126857895,-0.001851929153171821,0.8012776029985325,0.30541768926797436,-0.002954636512648146,0.0009761144039340768,0.16427309636337428,0.0009800019331038926,0.0027491272609522187,0.1623024452136035,0.0009579684631782129,0.06546595711896175,0.301753840872587,0.0014290459890255957,7.2749999999999995,0.0,0.07497426121185903,0.12705166938597037,0.014314822814373278
0.198,41.0,15670.23468437837,-1.6793346406062732,0.3282540217271075,0.012045049896007179,0.6087290616285966,0.12763891304161876,-0.0029196529858957,0.7902816231017796,0.12512371881223383,-0.003971014665764392,1.5936236101767394,0.32178559762707426,-0.007639744886512788,0.7183687402988637,0.12362271100389796,-0.003293695113765773,-0.6016151893228375,0.17439889408869416,0.004742600376861785,1.5932408810879788,0.3179253967056722,-0.007659973501238235,1.192041083979271,0.17096226899082936,-0.005817638652200195,-1.273419400050123,0.16891137326041128,0.008693900202043048,-1.6799636551334107,0.169302837978757,0.011095427158063435,0.6086935531021469,0.3147690200445437,-0.0017981632888780191,0.8046845124579283,0.30856632523980915,-0.00295626766655234,0.0010139216139159828,0.16596663343928536,0.0009899431142121077,0.0028606910338771795,0.16397566629827984,0.0009673592342239657,0.06738592042658181,0.3048647052114797,0.0014363924885551077,7.35,0.0,0.07497516541784831,0.1268985404626241,0.014259744517868671
0.2,43.0,15906.52709758542,-1.6794366226196549,0.33160355256105756,0.012065629159003985,0.6032273848203275,0.12894135092979855,-0.0028787262641927886,0.7935437299328503,0.126400491453175,-0.003983286789891628,1.592160092518796,0.325069124133473,-0.007611326916259599,0.7640714253030488,0.12488416723863162,-0.003560907438361392,-0.5870258223352494,0.17617847464061961,0.004666761983780743,1.5919438647844206,0.32116953340675053,-0.007632428086087369,1.243297304499059,0.17270678193971536,-0.006116005812237334,-1.2664666270666607,0.17063495870184406,0.008664326152511804,-1.6800782166502022,0.1710304179581321,0.011105964438549257,0.6031405253352322,0.3179809488205084,-0.0017442756256898309,0.8080676831562509,0.311714961211644,-0.002957817307477706,0.0010528894865229506,0.16766017051519644,0.000999877493407683,0.002975806750233971,0.16564888738295616,0.000976729178094474,0.06933952656096466,0.3079755695503723,0.001443537894742743,7.425,0.0,0.07498131706852602,0.12674821919654705,0.014205643776705119
0.202,43.0,15887.793885551515,-1.6796153535625344,0.3349530833950076,0.012086338236087974,0.5978448813620892,0.13024378881797835,-0.0028379015760140944,0.7967454215252989,0.12767726409411617,-0.003995198795032405,1.5907224421644839,0.3283526506398717,-0.0075828446512735456,0.8096490917136643,0.12614562347336528,-0.003827554810978102,-0.5722711713870802,0.17795805519254507,0.004589903265166766,1.5906381749240956,0.32441367010782884,-0.007605181168059551,1.2943726211647384,0.1744512948886014,-0.006413076057662745,-1.2592028494130134,0.17235854414327684,0.008632951027259625,-1.6802195735492576,0.17275799793750718,0.011117017287526256,0.5977214153071904,0.3211928775964732,-0.0016916858864325542,0.8113786217752659,0.3148635971834788,-0.002959224515836633,0.0010930454980394428,0.16935370759110752,0.0010098049086275074,0.0030945562044064267,0.16732210846763249,0.000986077810304391,0.07132689699871882,0.311086433889265,0.001450481443969802,7.5,0.0,0.07498309339169104,0.12659417268846254,0.01415924488154205
