t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma_close,input_sigma_roll_adapt,object_adaptive_cylinder_x,object_adaptive_cylinder_y,object_adaptive_cylinder_z
0.252,0.0,0.0,0.004930738175439553,0.29211916066532645,0.0017239873413675425,0.03668790730388378,0.2863627936633711,0.0015030899813938594,0.06239725414804674,0.22990778477552526,0.001013270434577629,0.0043292421829169165,0.29211916066532645,0.0017275187135345862,0.031248215992905747,0.2829275314014605,0.0015144426606796427,0.083713655173582,0.2829275314014605,0.001206235643304237,0.012493843646392725,0.2863627936633711,0.0016450204779704007,0.01736419344621436,0.22537732678447725,0.0012506256970082963,0.06504528758352497,0.22267365772367342,0.0009542600109654967,7.6,0.0,0.05110632807512002,0.1250084754613582,0.07851450147230024
0.254,0.0,0.0,0.005076841030304604,0.29211916066532645,0.0017231305349393216,0.037540238947001134,0.2863627936633711,0.001498049318156924,0.06378259701017416,0.2299077847755253,0.0010050631837648714,0.00446224917168995,0.29211916066532645,0.0017267395108944573,0.031987091414893906,0.28292753140146054,0.001510075892451329,0.08556196151632442,0.28292753140146054,0.0011952832573672715,0.012799995519459232,0.2863627936633711,0.0016432137001018703,0.017795903349274243,0.22537732678447728,0.0012480788000295774,0.06647787833139782,0.22267365772367345,0.0009457702208408908,7.6000000000000005,0.0,0.05108999202351025,0.125008547551255,0.0785147353124988
0.256,0.0,0.0,0.00522629208579476,0.2921191606653264,0.0017222539178101308,0.03840473418771066,0.28636279366337103,0.0014929353282982193,0.0651852066520724,0.22990778477552523,0.0009967511265921065,0.0045984373566156644,0.2921191606653264,0.0017259414689618185,0.032737026339065375,0.28292753140146043,0.0015056426399193991,0.08743289096835732,0.28292753140146043,0.0011841934193108162,0.01311117942154974,0.28636279366337103,0.001641376788863471,0.0182348573565329,0.22537732678447722,0.0012454885406112178,0.06792786782387421,0.2226736577236734,0.0009371746763536535,7.599999999999999,0.0,0.05107365597190048,0.1250086196411518,0.07851496915269737
0.258,0.0,0.0,0.005379138349832143,0.29211916066532645,0.0017213572114771901,0.03928133465080427,0.2863627936633711,0.0014877483568539625,0.06660487966094666,0.22990778477552526,0.0009883354687407172,0.004737848592976243,0.29211916066532645,0.001725124339852265,0.03349799907849072,0.2829275314014605,0.0015011430303743707,0.08932615450281972,0.2829275314014605,0.001172967842598619,0.013427405313142973,0.2863627936633711,0.001639509685450928,0.018681072490286003,0.22537732678447725,0.0012428548165676662,0.06939502637604891,0.22267365772367342,0.0009284747393987952,7.6,0.0,0.05105731992029071,0.12500869173104862,0.07851520299289594
0.26,0.0,0.0,0.00553542741438106,0.29211916066532645,0.0017204401338929657,0.04016998109421617,0.2863627936633711,0.001482488754075401,0.06804141019064885,0.22990778477552526,0.0009798174306874716,0.004880525272849419,0.29211916066532645,0.0017242878724341012,0.034269987467264874,0.2829275314014605,0.0014965771939378187,0.0912414596921513,0.2829275314014605,0.0011616082613918445,0.013748683314490594,0.2863627936633711,0.0016376123301013689,0.019134565752097175,0.22537732678447725,0.0012401775257651474,0.07087912164091095,0.22267365772367342,0.0009196717880857471,7.6,0.0,0.05104098386868094,0.12500876382094542,0.0785154368330945
0.262,0.0,0.0,0.005695207448602245,0.29211916066532645,0.0017195023995056724,0.0410706134113939,0.2863627936633711,0.0014771568754149297,0.06949458999460946,0.22990778477552526,0.0009711982475092585,0.005026510320622194,0.29211916066532645,0.001723431812354862,0.03505296885332423,0.2829275314014605,0.0014919452636051737,0.09317851075753608,0.2829275314014605,0.001150116430255855,0.014075023705609731,0.2863627936633711,0.001635684662093283,0.019595354110586338,0.22537732678447725,0.0012374565661942805,0.07237991865010551,0.22267365772367342,0.0009107672164965748,7.6,0.0,0.05102464781707117,0.12500883591084222,0.07851567067329307
0.264,0.0,0.0,0.005858527191911546,0.2921191606653264,0.0017185437193003449,0.04198317063372674,0.28636279366337103,0.001471753081511863,0.07096420845915088,0.22990778477552523,0.0009624791686854945,0.005175847188437006,0.2921191606653264,0.0017225559020682254,0.035846920091215685,0.28292753140146043,0.0014872473752888173,0.09513700861891028,0.28292753140146043,0.001138494123863546,0.01440643692626065,0.28636279366337103,0.0016337266197465677,0.02006345448911227,0.22537732678447722,0.0012346918360433454,0.07389717985515253,0.2226736577236734,0.0009017624344414073,7.599999999999999,0.0,0.051008311765461396,0.12500890800073902,0.07851590451349164
0.266,0.0,0.0,0.006025435946943556,0.29211916066532645,0.0017175638008404895,0.042907590933032334,0.2863627936633711,0.001466277738177866,0.07245005263717687,0.22990778477552526,0.0009536614578982463,0.005328579851570289,0.29211916066532645,0.0017216598808613367,0.03665181753482079,0.2829275314014605,0.001482483667861469,0.0971166509455254,0.2829275314014605,0.0011267431366953013,0.014742933575908933,0.2863627936633711,0.0016317381404226626,0.020538883753352978,0.22537732678447725,0.00123188323377219,0.07543066516911412,0.22267365772367342,0.0008926588672111253,7.6,0.0,0.050991975713851626,0.12500898009063582,0.0785161383536902
0.268,0.0,0.0,0.0061959835724206625,0.29211916066532645,0.0017165623483102975,0.04384381162410233,0.2863627936633711,0.0014607312163820326,0.07395190728223221,0.2299077847755253,0.0009447463928300905,0.005484752803743343,0.29211916066532645,0.001720743484882537,0.03746763703003784,0.28292753140146054,0.0014776542831998387,0.09911713220705756,0.28292753140146054,0.0011148652827356108,0.015084524413671543,0.2863627936633711,0.001629719160524773,0.021021658698787495,0.22537732678447728,0.0012290306581867459,0.07698013200870338,0.22267365772367345,0.000883457955327356,7.6000000000000005,0.0,0.050975639662241855,0.12500905218053263,0.07851637219388877
0.27,0.0,0.0,0.006370220475928041,0.29211916066532645,0.0017155390625574346,0.044791769167307816,0.2863627936633711,0.0014551138922356125,0.07546955488292705,0.22990778477552526,0.0009357352649597583,0.005644411052365457,0.29211916066532645,0.0017198064471694989,0.0382943539074251,0.2829275314014605,0.001472759366228536,0.10113814372525386,0.2829275314014605,0.0011028623951664176,0.015431220358246123,0.2863627936633711,0.0016276696154981973,0.021511796038082776,0.22537732678447725,0.0012261340085141384,0.07854533533682649,0.22267365772367342,0.0008741611542898203,7.6,0.0,0.050959303610632084,0.12500912427042943,0.07851660603408733
0.272,0.0,0.0,0.006548197606595074,0.29211916066532645,0.0017144936411363904,0.04575139917126549,0.2863627936633711,0.0014494261469763796,0.0770027756977199,0.22990778477552526,0.0009266293793555893,0.0058076001137092065,0.29211916066532645,0.001718848497677766,0.039131942974808195,0.2829275314014605,0.0014677990649642125,0.10317937372610671,0.2829275314014605,0.0010907363260572397,0.01578303248782289,0.2863627936633711,0.0016255894398307497,0.022009312388389372,0.22537732678447725,0.0012231931844783669,0.08012602770555048,0.22267365772367342,0.0008647699343210815,7.6,0.0,0.05094296755902231,0.12500919636032623,0.0785168398742859
0.274,0.0,0.0,0.006729966447683732,0.29211916066532645,0.0017134257783523882,0.046722636395565245,0.2863627936633711,0.0014436683669526336,0.07855134779005368,0.22990778477552526,0.0009174300544668321,0.005974366008017854,0.29211916066532645,0.0017178693633097034,0.039980378509854815,0.2829275314014605,0.0014627735305599136,0.10524050739254671,0.2829275314014605,0.0010784889460521228,0.01613997203997848,0.2863627936633711,0.0016234785670532893,0.022514224258549622,0.22537732678447725,0.0012202080863765272,0.08172195929948861,0.22267365772367342,0.0008552857801087376,7.6,0.0,0.05092663150741254,0.12500926845022303,0.07851707371448446
0.276,0.0,0.0,0.006915579009084422,0.29211916066532645,0.0017123351653058562,0.047705414753560056,0.2863627936633711,0.0014378409436068352,0.08011504706383867,0.22990778477552526,0.0009081386219128295,0.006144755254544779,0.29211916066532645,0.0017168687679438514,0.04083963425261975,0.2829275314014605,0.001457682917349634,0.10732122691764474,0.2829275314014605,0.0010661221440534828,0.016502050411551103,0.2863627936633711,0.0016213369297403558,0.023026548036222127,0.22537732678447725,0.0012171786151555658,0.08333287797959527,0.22267365772367342,0.0008457101905451089,7.6,0.0,0.05091029545580277,0.12500934054011983,0.07851730755468303
0.278,0.0,0.0,0.00710508781971985,0.29211916066532645,0.0017112214899374523,0.048699667315219,0.2863627936633711,0.0014319442734588663,0.0816936472992765,0.22990778477552526,0.0008987564262701197,0.006318814866524862,0.29211916066532645,0.0017158464324646902,0.041709683398063614,0.2829275314014605,0.0014525273828930444,0.10942121155831369,0.2829275314014605,0.0010536378269028945,0.016869279158496283,0.2863627936633711,0.0016191644595109197,0.023546299974926285,0.22537732678447725,0.0012141046724895308,0.08495852932736243,0.22267365772367342,0.0008360446784644689,7.6,0.0,0.050893959404193,0.12500941263001664,0.0785175413948816
0.28,0.0,0.0,0.007298545919857413,0.29211916066532645,0.0017100844370736396,0.04970532631004423,0.2863627936633711,0.0014259787580889127,0.08328692018901922,0.22990778477552526,0.0008892848248574926,0.0064965923460777435,0.29211916066532645,0.0017148020747928096,0.042590498588548256,0.2829275314014605,0.0014473070880203812,0.11154013768950037,0.2829275314014605,0.0010410379190588807,0.01724166999572262,0.2863627936633711,0.001616961087029249,0.024073496181010724,0.22537732678447725,0.0012109861608573058,0.08659865668940941,0.22267365772367342,0.000826290770377866,7.6,0.0,0.05087762335258323,0.12500948471991344,0.07851777523508016
0.28200000000000003,0.0,0.0,0.007496006853330693,0.29211916066532645,0.0017089236884728143,0.05072232313005267,0.2863627936633711,0.0014199448041199612,0.08489463537465718,0.22990778477552526,0.0008797251875190361,0.006678135679042881,0.29211916066532645,0.0017137354099154923,0.043482051906312214,0.2829275314014605,0.0014420221968774736,0.11367767885885789,0.2829275314014605,0.0010283243622717607,0.017619234796906816,0.2863627936633711,0.0016147267420058907,0.024608152600549466,0.22537732678447725,0.001207822983620799,0.0882530012224576,0.22267365772367342,0.000816450006205584,7.6,0.0,0.05086128730097346,0.12500955680981024,0.07851800907527873
0.28400000000000003,0.0,0.0,0.007697524659670577,0.29211916066532645,0.0017077389228719747,0.05175058833282336,0.2863627936633711,0.0014138428231999104,0.08651656048352976,0.22990778477552526,0.0008700788964052085,0.006863493329746323,0.29211916066532645,0.0017126461499177013,0.044384314865929336,0.2829275314014605,0.0014366728769708897,0.11583350584188877,0.2829275314014605,0.0010154991152556156,0.018001985594287336,0.2863627936633711,0.0016124613531987857,0.025150285006169726,0.22537732678447725,0.0012046150451035667,0.08992130193868203,0.22267365772367342,0.000806523939007295,7.6,0.0,0.05084495124936369,0.12500962889970704,0.0785182429154773
0.28600000000000003,0.0,0.0,0.007903153866146583,0.29211916066532645,0.0017065298160339353,0.05279005164461111,0.2863627936633711,0.0014076732319832864,0.08815246116585272,0.2299077847755253,0.0008603473457519732,0.007052714235699122,0.29211916066532645,0.0017115340040134808,0.045297258406753915,0.28292753140146054,0.0014312592992131873,0.11800728669754891,0.28292753140146054,0.0010025641533574305,0.018389934578436015,0.2863627936633711,0.0016101648484145026,0.025699908983815245,0.22537732678447728,0.0012013622506698454,0.09160329575143122,0.22267365772367345,0.0007965141347099485,7.6000000000000005,0.0,0.05082861519775392,0.12500970098960384,0.07851847675567586
0.28800000000000003,0.0,0.0,0.00811294947971895,0.2921191606653264,0.001705296040795079,0.05384064196352749,0.28636279366337103,0.0014014364521125595,0.08980210113215582,0.22990778477552523,0.0008505319416580351,0.007245847802227297,0.2921191606653264,0.0017103986785777636,0.04622085288535557,0.28292753140146043,0.001425781637968239,0.12019868682430258,0.28292753140146043,0.0009895214682234693,0.01878309409800691,0.28636279366337103,0.0016078371545096102,0.0262570399194491,0.22537732678447722,0.0011980645068039718,0.09329871752130693,0.2226736577236734,0.000786422171833453,7.599999999999999,0.0,0.05081227914614415,0.12500977307950065,0.07851871059587442
0.29,0.0,0.0,0.00832696697890207,0.29211916066532645,0.0017040372671136448,0.054902287362789744,0.2863627936633711,0.0013951329101990616,0.09146524219102459,0.22990778477552526,0.0008406341018602167,0.007442943897033269,0.29211916066532645,0.001709239877178595,0.04715506806794719,0.2829275314014605,0.0014202400710966296,0.12240736901661846,0.2829275314014605,0.0009763730674629476,0.019181476659461752,0.2863627936633711,0.0016054781973921853,0.02682169298569993,0.22537732678447725,0.001194721721190169,0.09500730010259527,0.22267365772367342,0.000776249641214199,7.6,0.0,0.050795943094534377,0.12500984516939745,0.07851894443607299
0.292,0.0,0.0,0.008545262305539848,0.2921191606653264,0.001702753162118546,0.05597491509403866,0.28636279366337103,0.0013887630378034879,0.09314164428713978,0.22990778477552523,0.0008306552555070039,0.00764405284468868,0.2921191606653264,0.001708057300609759,0.04809987312280924,0.28292753140146043,0.0014146347800010795,0.12463299352189655,0.28292753140146043,0.0009631209743090518,0.01958509492677127,0.28636279366337103,0.0016030879020234557,0.027393883128455608,0.22537732678447722,0.0011913338027926639,0.0967287743900406,0.2226736577236734,0.0007659981457264689,7.599999999999999,0.0,0.050779607042924606,0.12500991725929425,0.07851917827627156
0.294,0.0,0.0,0.008767891856493565,0.29211916066532645,0.0017014433901587195,0.057058451590726034,0.2863627936633711,0.0013823272714159945,0.09483106553960824,0.22990778477552526,0.0008205968429303129,0.007849225421058514,0.29211916066532645,0.0017068506469238268,0.04905523661271383,0.2829275314014605,0.0014089659496719074,0.126875218097816,0.2829275314014605,0.0009497672272773837,0.019993961721091684,0.2863627936633711,0.0016006661924195989,0.027973625053408332,0.22537732678447725,0.0011879006619361298,0.09846286936595357,0.22267365772367342,0.000755669300001797,7.6,0.0,0.050763270991314835,0.12500998934919105,0.07851941211647012
0.296,0.0,0.0,0.00899491247524287,0.29211916066532645,0.0017001076128529973,0.058152822471572635,0.2863627936633711,0.0013758260524358702,0.09653326228057861,0.22990778477552526,0.0008104603154155021,0.00805851284765643,0.29211916066532645,0.0017056196114656075,0.05002112648735184,0.2829275314014605,0.00140323376873248,0.12913369807009342,0.2829275314014605,0.000936313879821867,0.020408090020415708,0.2863627936633711,0.0015982129916536764,0.0285609332125552,0.22537732678447725,0.0011844222103864134,0.10020931214764452,0.22267365772367342,0.0007452647301463192,7.6,0.0,0.050746934939705064,0.12501006143908786,0.07851964595666869
0.298,0.0,0.0,0.009226381443400477,0.29211916066532645,0.0016987454891405015,0.059257952544097464,0.2863627936633711,0.0013692598271507906,0.09824798909413554,0.22990778477552526,0.0008002471349696798,0.008271966785931218,0.29211916066532645,0.0017043638869060204,0.050997510075766486,0.2829275314014605,0.0013974384294846518,0.13140808639064172,0.2829275314014605,0.0009227629999882024,0.020827492959197332,0.2863627936633711,0.0015957282218577323,0.02915582179065831,0.22537732678447725,0.0011808983614315324,0.10196782803517357,0.22267365772367342,0.0007347860734561735,7.6,0.0,0.050730598888095293,0.12501013352898466,0.07851987979686725
0.3,0.0,0.0,0.009462356472141206,0.29211916066532645,0.0016973566753315558,0.060373765808219036,0.2863627936633711,0.0013626290467156417,0.09997499885546575,0.22990778477552526,0.0007899587740883384,0.008489639331484299,0.29211916066532645,0.0017030831632763714,0.051984354078796806,0.2829275314014605,0.001391580127954164,0.1336980336961187,0.2829275314014605,0.0009091166700649126,0.021252183827949685,0.2863627936633711,0.0015932118042250424,0.029758304691668486,0.22537732678447725,0.0011773290299629136,0.10373814055940857,0.22267365772367342,0.0007242349781309992,7.6,0.0,0.05071426283648552,0.12501020561888146,0.07852011363706582
0.302,0.0,0.0,0.009702895693545974,0.29211916066532645,0.0016959408251591113,0.06150018545992961,0.2863627936633711,0.0013559341671309122,0.10171404277028956,0.22990778477552526,0.0007795967155203572,0.008711583008218162,0.29211916066532645,0.001701777128003053,0.052981624561534345,0.2829275314014605,0.001385659063935982,0.1360031883668554,0.2829275314014605,0.0008953769862320507,0.021682176072815258,0.2863627936633711,0.0015906636590125283,0.030368395525116686,0.22537732678447725,0.0011737141325568526,0.1055199715303819,0.22267365772367342,0.0007136131029855891,7.6,0.0,0.05069792678487575,0.12501027770877826,0.07852034747726439
0.304,0.0,0.0,0.009948057651861372,0.29211916066532645,0.0016944975898306829,0.06263713389504301,0.2863627936633711,0.0013491756492206488,0.10346487041455103,0.22990778477552526,0.0007691624520314142,0.008937850762415671,0.29211916066532645,0.0017004454659426498,0.05398928694579657,0.2829275314014605,0.0013796754410395568,0.1383231965861534,0.2829275314014605,0.0008815460582076305,0.0221174832951078,0.2863627936633711,0.001588083705543335,0.030986107592477285,0.22537732678447725,0.0011700535875561633,0.10731304108593735,0.22267365772367342,0.0007029221171597492,7.6,0.0,0.05068159073326598,0.12501034979867506,0.07852058131746295
0.306,0.0,0.0,0.010197901294675472,0.29211916066532645,0.0016930266180807906,0.06378453271301698,0.2863627936633711,0.0013423539586099687,0.10522722977436033,0.22990778477552526,0.0007586574861658452,0.009168495956750133,0.29211916066532645,0.0016990878594174649,0.05500730600262039,0.2829275314014605,0.0013736294667339834,0.1406577023999409,0.2829275314014605,0.0008676260088918425,0.022558119250825136,0.2863627936633711,0.0015854718622095795,0.031611453873507306,0.22537732678447725,0.0011663473151519999,0.10911706774065803,0.22267365772367342,0.0006921636998264164,7.6,0.0,0.05066525468165621,0.12501042188857187,0.07852081515766152
0.308,0.0,0.0,0.010452485964010497,0.29211916066532645,0.0016915275562239059,0.0649423027208507,0.2863627936633711,0.0013354695657021246,0.10700086728618145,0.22990778477552526,0.0007480833300069896,0.009403572364226042,0.29211916066532645,0.001697703988251458,0.05603564584477927,0.2829275314014605,0.0013675213523930405,0.1430063477767764,0.2829275314014605,0.0008536189740091175,0.023004097850132244,0.2863627936633711,0.0015828280464752758,0.032244447012565805,0.22537732678447725,0.0011625952374658198,0.11093176843506615,0.22267365772367342,0.0006813395398980924,7.6,0.0,0.05064891863004644,0.12501049397846867,0.07852104899786008
0.31,0.0,0.0,0.010711871387333026,0.29211916066532645,0.0016900000482078957,0.06611036393705833,0.2863627936633711,0.0013285229456551223,0.10878552787725866,0.22990778477552526,0.0007374415049360628,0.009643134162050423,0.29211916066532645,0.0016962935298066024,0.057074269919327396,0.2829275314014605,0.0013613513133400874,0.14536877266819,0.2829275314014605,0.0008395271017481046,0.02345543315681379,0.2863627936633711,0.001580152174879433,0.03288509930491754,0.22537732678447725,0.0011587972786314688,0.1127568585850858,0.22267365772367342,0.0006704513357316436,7.6,0.0,0.05063258257843667,0.12501056606836547,0.07852128283805865
0.312,0.0,0.0,0.01097611766848238,0.29211916066532645,0.0016884437356679606,0.06728863559571932,0.2863627936633711,0.0013215145783578765,0.11058095500627484,0.22990778477552526,0.0007267335413895996,0.00988723592543465,0.29211916066532645,0.0016948561590196562,0.05812314100017434,0.2829275314014605,0.0013551195688927984,0.14774461506935113,0.2829275314014605,0.0008253525523996229,0.02391213938769549,0.2863627936633711,0.0015774441630393436,0.03353342268302514,0.22537732678447725,0.0011549533648773584,0.11459205213175948,0.22267365772367342,0.0006595007948315257,7.6,0.0,0.0506162465268269,0.12501063815826227,0.07852151667825721
0.314,0.0,0.0,0.011245285278517871,0.29211916066532645,0.0016868582579810643,0.06847703615060634,0.2863627936633711,0.0013144449484059106,0.112386890704235,0.2299077847755253,0.0007159609786155027,0.010135932621326693,0.29211916066532645,0.0016933915484393508,0.059182221180693745,0.28292753140146054,0.0013488263424077172,0.15013351108005202,0.28292753140146054,0.0008110974979926564,0.024374230912033498,0.2863627936633711,0.0015747039256540536,0.03418942870283403,0.22537732678447728,0.001151063424608713,0.11643706159120915,0.22267365772367345,0.0006484896335514839,7.6000000000000005,0.0,0.05059991047521713,0.12501071024815907,0.07852175051845578
0.316,0.0,0.0,0.011519435046485605,0.29211916066532645,0.0016852432523208516,0.06967548327939133,0.2863627936633711,0.0013073145450765884,0.11420307561556811,0.22990778477552526,0.0007051253644277415,0.01038927960207366,0.29211916066532645,0.0016918993682639987,0.06025147186636951,0.2829275314014605,0.0013424718613246004,0.15253509496599627,0.2829275314014605,0.0007967641219284508,0.024841722250871147,0.2863627936633711,0.0015719313765080254,0.034853128530054206,0.22537732678447725,0.0011471273884898594,0.11829159810483268,0.22267365772367342,0.0006374195767947857,7.6,0.0,0.05058357442360736,0.12501078233805588,0.07852198435865435
0.318,0.0,0.0,0.011798628150105493,0.29211916066532645,0.001683598353713045,0.07088389388793075,0.2863627936633711,0.0013001238623038785,0.11602924903944026,0.22990778477552526,0.0006942282549597428,0.010647332599014566,0.29211916066532645,0.0016903792863795168,0.061330853767482985,0.2829275314014605,0.0013360563572105458,0.15494899922038147,0.2829275314014605,0.0007823546186127853,0.02531462807636227,0.2863627936633711,0.0015691264284749995,0.03552453292644322,0.22537732678447725,0.0011431451895265383,0.12015537148972641,0.22267365772367342,0.0006262923577130445,7.6,0.0,0.050567238371997586,0.12501085442795268,0.07852221819885291
0.32,0.0,0.0,0.012082926106379207,0.29211916066532645,0.0016819231950913256,0.0721021841146305,0.2863627936633711,0.0012928733986526419,0.11786514897127254,0.22990778477552526,0.00068327121441651,0.010910147716003247,0.29211916066532645,0.0016888309683978713,0.06242032689184466,0.2829275314014605,0.001329580065803865,0.15737485462576492,0.2829275314014605,0.0007678711930864742,0.02579296321106041,0.2863627936633711,0.001566288993522053,0.03620365223609453,0.22537732678447725,0.0011391167631482043,0.12202809028932443,0.22267365772367342,0.0006151097174036821,7.6,0.0,0.050550902320387815,0.12501092651784948,0.07852245203905148
0.322,0.0,0.0,0.012372390762119767,0.29211916066532645,0.0016802174073536832,0.07333026933489138,0.2863627936633711,0.0012855636572924435,0.11971051214445634,0.22990778477552526,0.0006722558148255164,0.011177781422861298,0.29211916066532645,0.0016872540776959393,0.0635198505375739,0.2829275314014605,0.001323043227057695,0.15981229031620167,0.2829275314014605,0.0007533160606541734,0.02627674262717317,0.2863627936633711,0.001563418982713864,0.036890496371735554,0.22537732678447725,0.0011350420472902964,0.1239094618242454,0.22267365772367342,0.000603873404606094,7.6,0.0,0.050534566268778044,0.12501099860774628,0.07852268587925004
0.324,0.0,0.0,0.012667084284403479,0.2921191606653264,0.0016784806194192398,0.07456806416563577,0.28636279366337103,0.0012781951459708777,0.12156507407225947,0.22990778477552523,0.0006611836357864134,0.01145029054876098,0.2921191606653264,0.0016856482754547906,0.06462938328593026,0.28292753140146043,0.0013164460851833191,0.1622609338396436,0.28292753140146043,0.0007386914465115525,0.026765981445780955,0.28636279366337103,0.0015605163062171873,0.03758507480103961,0.22537732678447722,0.0011309209824764501,0.12579919224333738,0.2226736577236734,0.000592585175396568,7.599999999999999,0.0,0.050518230217168274,0.12501107069764308,0.07852291971944861
0.326,0.0,0.0,0.01296706915094494,0.29211916066532645,0.0016767124582855377,0.0758154824699162,0.2863627936633711,0.001270768376986412,0.12342856908991579,0.22990778477552526,0.0006500562642195948,0.011727732275537977,0.29211916066532645,0.001684013220699393,0.06574888299419983,0.2829275314014605,0.0013097888886931814,0.1647204112205888,0.2829275314014605,0.0007239995853709013,0.027260694936019406,0.2863627936633711,0.0015575808733055408,0.03828739653295607,0.22537732678447725,0.0011267535119006257,0.12769698657491133,0.22267365772367342,0.0005812467928820162,7.6,0.0,0.0505018941655585,0.1250111427875399,0.07852315355964717
0.328,0.0,0.0,0.013272408140395865,0.29211916066532645,0.0016749125490862892,0.07707243736160663,0.2863627936633711,0.0012632838671607293,0.12530073039689155,0.22990778477552526,0.0006388752941136568,0.012010164130933948,0.29211916066532645,0.0016823485703387308,0.06687830678864022,0.2829275314014605,0.001303071890443564,0.1671903470229698,0.2829275314014605,0.0007092427210852301,0.027760898514224763,0.2863627936633711,0.0015546125923641102,0.03899747010406297,0.22537732678447725,0.0011225395815091272,0.12960254877815378,0.22267365772367342,0.0005698600268925726,7.6,0.0,0.05048555811394873,0.1250112148774367,0.07852338739984574
0.33,0.0,0.0,0.013583164322568446,0.29211916066532645,0.0016730805151495835,0.07833884121017694,0.2863627936633711,0.0012557421378105867,0.12718129009932133,0.22990778477552526,0.0006276423262718023,0.012297643981768752,0.29211916066532645,0.001680653979206355,0.0680176110574877,0.2829275314014605,0.0012962953476769218,0.1696703644132698,0.2829275314014605,0.0006944231062709441,0.028266607743041437,0.2863627936633711,0.001551611370894878,0.039715303564946465,0.22537732678447725,0.0011182791400824858,0.13151558179470935,0.22267365772367342,0.0005584266536731179,7.6,0.0,0.05046922206233896,0.1250112869673335,0.0785236212400443
0.332,0.0,0.0,0.013899401048584037,0.29211916066532645,0.001671215978056548,0.07961460564555153,0.2863627936633711,0.001248143714719165,0.12906997925260658,0.22990778477552526,0.0006163589680572236,0.012590230027042288,0.29211916066532645,0.0016789291001013463,0.06916675144403003,0.2829275314014605,0.0012894595220638366,0.1721600852238555,0.2829275314014605,0.0006795430019291441,0.028777838330491044,0.2863627936633711,0.0015485771155219778,0.04044090446661125,0.22537732678447725,0.0011139721393171847,0.13343578760042338,0.22267365772367342,0.0005469484555737844,7.6,0.0,0.05045288601072919,0.1250113590572303,0.07852385508024287
0.334,0.0,0.0,0.01422118194094788,0.29211916066532645,0.0016693185577004543,0.08089964156305257,0.2863627936633711,0.0012404891281069174,0.13096652790416943,0.22990778477552526,0.0006050268331375121,0.012887980790965857,0.29211916066532645,0.001677173583829705,0.07032568283974845,0.2829275314014605,0.0012825646797445828,0.1746591300165156,0.2829275314014605,0.0006646046770656299,0.02929460612900218,0.2863627936633711,0.0015455097319972803,0.041174279846926426,0.22537732678447725,0.001109618533907196,0.13536286725723537,0.22267365772367342,0.0005354272207395002,7.6,0.0,0.05043654995911942,0.1250114311471271,0.07852408892044144
0.336,0.0,0.0,0.014548570883550686,0.29211916066532645,0.0016673878723462714,0.08219385912842848,0.2863627936633711,0.001232778912601911,0.13287066513635493,0.2299077847755253,0.0005936475412281351,0.013190955115922966,0.29211916066532645,0.0016753870792461634,0.0714943593775325,0.28292753140146054,0.0012756110913702727,0.1771671181461933,0.28292753140146054,0.0006496104083096697,0.029816927134400185,0.2863627936633711,0.0015424091252062132,0.04191543621711102,0.22537732678447728,0.0011052182816253051,0.13729652096521344,0.22267365772367345,0.0005238647427986285,7.6000000000000005,0.0,0.05042021390750965,0.1250115032370239,0.07852432276064
0.338,0.0,0.0,0.01488163201159782,0.2921191606653264,0.0016654235386906544,0.0834971677829685,0.28636279366337103,0.0012250136072096554,0.1347821191094745,0.22990778477552523,0.0005822227178350219,0.013499212155359479,0.2921191606653264,0.0016735692332964208,0.07267273442497105,0.28292753140146043,0.0012685990321435676,0.17968366782490205,0.28292753140146043,0.0006345624795316029,0.030344817484856162,0.28636279366337103,0.0015392751991738249,0.04266437954826346,0.22537732678447722,0.0011007713434041972,0.13923644811472047,0.2226736577236734,0.0005122628205507597,7.599999999999999,0.0,0.05040387785589988,0.1250115753269207,0.07852455660083857
0.34,0.0,0.0,0.015220429701466896,0.29211916066532645,0.0016634251719223718,0.0848094762487038,0.2863627936633711,0.0012171937552824155,0.13670061710498335,0.22990778477552526,0.0005707539939963047,0.013812811366603067,0.29211916066532645,0.0016717196910598017,0.0738607605777232,0.2829275314014605,0.0012615287818589366,0.18220839618581286,0.2829275314014605,0.0006194631814593506,0.030878293459794544,0.2863627936633711,0.0015361078570710895,0.043421115257939395,0.22537732678447725,0.0010962776834172827,0.1411823473387021,0.22267365772367342,0.0005006232576537178,7.6,0.0,0.05038754180429011,0.1250116474168175,0.07852479044103713
