t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff,object_horizontal_cylinder_x,object_horizontal_cylinder_y,object_horizontal_cylinder_z
0.0,16.0,107.39595792928714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.135,0.07
0.002,15.0,90.0992547960429,0.00016992180992418654,0.0,0.0,-0.00013024843574269894,0.0,0.0,-1.9836687090743843e-05,0.0,0.0,0.0001929977288050892,0.0,0.0,-0.00014793658500228353,0.0,0.0,-2.2530571901403055e-05,0.0,0.0,0.0001813012671978158,0.0,0.0,-0.00013897101532606173,0.0,0.0,-2.1165125935877125e-05,0.0,0.0,0.00017664787308472937,0.0,0.0,-0.00013540409648664964,0.0,0.0,-2.0621888299039785e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07499999765033113,0.1349981302675521,0.06992175216155548
0.004,21.0,73.16497007875222,0.0006408296194983897,0.0033495308339500764,1.9077654144155337e-05,-0.0004911671381338055,0.0013024378881797834,8.596117943534895e-06,-7.473399498268975e-05,0.0012767726409411615,7.779655968191432e-06,0.0007079699209807808,0.003283526506398717,1.854317266556177e-05,-0.000542646101516769,0.0012614562347336526,8.456356918415618e-06,-8.25267513977195e-05,0.0017795805519254507,1.0812666742961122e-05,0.0007036447648268088,0.003244136701078288,1.8377012603282835e-05,-0.0005393042055580469,0.001744512948886014,1.1300903785272453e-05,-8.203942334182861e-05,0.0017235854414327683,1.0468503404211872e-05,0.0006735452570845903,0.0017275799793750716,9.305592637742054e-06,-0.0005161926046916687,0.003211928775964732,2.008399723470829e-05,-7.84386318569505e-05,0.0031486359718347874,1.9015547160802964e-05,2.0374870592335223e-09,0.0016935370759110751,1.0161222455466452e-05,4.664952574684429e-09,0.0016732210846763249,1.003932650805795e-05,2.2996360559998973e-07,0.0031108643388926497,1.8665186033355897e-05,0.075,0.0,0.07499999730167232,0.13499217509526076,0.06969861866647153
0.006,16.0,49.7680719406293,0.0013672267102893554,0.006699061667900153,3.634939229041058e-05,-0.0010477877466860252,0.002604875776359567,1.8576257486960233e-05,-0.00015923062375709313,0.002553545281882323,1.5769675661190077e-05,0.0014895812907777023,0.006567053012797434,3.515449855089992e-05,-0.0011416471236072884,0.0025229124694673053,1.8393351425904444e-05,-0.00017328848199320328,0.0035591611038509013,2.1850127131491724e-05,0.0015149783908137843,0.006488273402156576,3.470777182397861e-05,-0.0011609808979814971,0.003489025897772028,2.416998061998045e-05,-0.00017634148676552074,0.0034471708828655366,2.117526183724419e-05,0.0014139528556058284,0.0034551599587501433,1.668968820999332e-05,-0.001083344951151019,0.006423857551929464,4.1640300939726793e-05,-0.00016411269091570947,0.006297271943669575,3.825426345315915e-05,1.01886447430979e-08,0.0033870741518221502,2.0322432686010545e-05,2.3329667536139504e-08,0.0033464421693526498,2.007862502640045e-05,1.1497977236747048e-06,0.006221728677785299,3.73289922850782e-05,0.15,0.0,0.0749999721187515,0.1349822700848236,0.06935751932867523
0.008,15.0,38.894138000712836,0.002280583566741856,0.010048592501850228,5.2088194749365235e-05,-0.0017474659296130746,0.00390731366453935,2.973060846735225e-05,-0.0002651820110880905,0.0038303179228234845,2.3937291279483465e-05,0.0025023764873492354,0.00985057951919615,5.016598937051068e-05,-0.0019176744795590867,0.0037843687042009577,2.9556094966849478e-05,-0.000290442430195877,0.005338741655776352,3.307218082661733e-05,0.002497701093272841,0.009732410103234864,4.9304590274526477e-05,-0.0019137142106646133,0.005233538846658042,3.836711846783723e-05,-0.0002901440551866251,0.005170756324298305,3.208258686638295e-05,0.002378360228886489,0.005182739938125214,2.2612722495116316e-05,-0.001821686453250805,0.009635786327894195,6.431478767427129e-05,-0.00027499312969531597,0.009445907915504361,5.766012363852043e-05,2.85344944123706e-08,0.005080611227733225,3.0483606234530894e-05,6.534857254549443e-08,0.005019663254028975,3.011783954616863e-05,3.219328045717814e-06,0.009332593016677949,5.598865931372565e-05,0.22499999999999998,0.0,0.07499994571116067,0.13496811549782628,0.06892515835877243
0.01,18.0,24.867318086798274,0.003345118098517315,0.013398123335800306,6.67052386143507e-05,-0.002562642280815301,0.005209751552719134,4.1743304893993255e-05,-0.00038827101535887144,0.005107090563764646,3.223363544911642e-05,0.0036618958515848496,0.013134106025594868,6.37903772294738e-05,-0.002805881507118654,0.005045824938934611,4.1780996510962184e-05,-0.0004238995668185317,0.007118322207701803,4.445258782738608e-05,0.0036159146713315004,0.012976546804313153,6.287307426624187e-05,-0.0027698268241728536,0.006978051795544056,5.335059603725202e-05,-0.0004190625422225698,0.006894341765731073,4.310691492550619e-05,0.003515962446136379,0.0069103199175002865,2.7191758131682786e-05,-0.00269203699939232,0.012847715103858928,8.80164093426584e-05,-0.0004047805016169137,0.01259454388733915,7.72172221022068e-05,6.116573305686706e-08,0.0067741483036443005,4.064471861489933e-05,1.401153269529394e-07,0.0066928843387052996,4.0156913940796524e-05,6.898217842060203e-06,0.012443457355570599,7.464142816514928e-05,0.3,0.0,0.07499989633099848,0.13495050172352582,0.06842426964922592
0.012,17.0,12.815988374398154,0.0045068973143359385,0.01674765416975038,8.041521642739839e-05,-0.003451831676773204,0.006512189440898916,5.444899033028531e-05,-0.000522065008763777,0.006383863204705807,4.063280532038807e-05,0.004931461828667317,0.016417632531993583,7.65344200824524e-05,-0.003778033242137594,0.006307281173668263,5.4678976084721506e-05,-0.000569152863612601,0.008897902759627253,5.593081395867471e-05,0.004841481075546846,0.01622068350539144,7.562861300435964e-05,-0.003707578182753664,0.008722564744430068,6.895434941161754e-05,-0.0005596214591327994,0.00861792720716384,5.422193849631847e-05,0.0047421104478470935,0.008637899896875358,3.0731624704433874e-05,-0.00362925938076639,0.016059643879823657,0.00011251008527529586,-0.0005432285358493097,0.015743179859173936,9.688776216474512e-05,1.121875712208698e-07,0.008467685379555374,5.0805745282933904e-05,2.5708242601667753e-07,0.008366105423381624,5.019579184832802e-05,1.2645886779125647e-05,0.015554321694463247,9.328454085972712e-05,0.37499999999999994,0.0,0.07499983967808839,0.13493149866523294,0.06787652138851015
0.014,15.0,3.4885145427684527,0.005722839184559812,0.020097185003700457,9.354172613618711e-05,-0.0043818571694761235,0.0078146273290787,6.759875403511142e-05,-0.0006614006683682144,0.007660635845646969,4.909620512646448e-05,0.006261131734357573,0.0197011590383923,8.86181832583499e-05,-0.004795717090907802,0.0075687374084019154,6.808062390323707e-05,-0.0007201494349473097,0.010677483311552704,6.747981705099183e-05,0.006126981101103236,0.019464820206469727,8.77400347855373e-05,-0.004690439250433264,0.010467077693316083,8.504793525641848e-05,-0.0007060969728748736,0.01034151264859661,6.540680464637646e-05,0.006011161985720301,0.010365479876250428,3.374021657042001e-05,-0.004598106089870074,0.01927157265578839,0.0001374049922193287,-0.0006846474489435706,0.018891815831008723,0.0001166102662011482,1.8572457108119357e-07,0.01016122245546645,6.096666160737138e-05,4.257807890887484e-07,0.01003932650805795,6.0234416553791595e-05,2.0921429775078608e-05,0.018665186033355898,0.00011191524087946064,0.44999999999999996,0.0,0.07499979744190333,0.13491304047600405,0.0673024904367782
0.016,15.0,0.48428988837182313,0.006959150604947553,0.023446715837650532,0.00010634325991854432,-0.005326656329356144,0.009117065217258483,8.099353432040764e-05,-0.0008022006562153318,0.00893740848658813,5.759285492973807e-05,0.007602410864267159,0.022984685544791016,0.00010034132286260068,-0.005821624027726036,0.008830193643135567,8.175546440426021e-05,-0.0008710072856571511,0.012457063863478153,7.906327979055277e-05,0.007429688276860872,0.022708956907548015,9.949185483866867e-05,-0.005685471860524012,0.012211590642202095,0.00010141217935581217,-0.0008533148658241988,0.012065098090029376,7.66271703774255e-05,0.007292771186785429,0.012093059855625499,3.649138721943119e-05,-0.005575049710981342,0.02248350143175312,0.00016248964512973916,-0.0008251347268586021,0.02204045180284351,0.00013635059551072247,2.8592548473820795e-07,0.011854759531377523,7.112744284083865e-05,6.558393253590556e-07,0.011712547592734273,7.027273087167111e-05,3.2183535909212874e-05,0.021776050372248546,0.0001305307736548408,0.5249999999999999,0.0,0.07499974909397035,0.134897375795075,0.06671718286865572
0.018000000000000002,2.0,0.20790713718285667,0.008196004904274558,0.02679624667160061,0.00011902257639991834,-0.006270869546524527,0.010419503105438268,9.447695660876647e-05,-0.0009420189155674973,0.010214181127529292,6.609829070246774e-05,0.008944092624227113,0.026268212051189736,0.00011199480712153547,-0.006847024416320801,0.010091649877869221,9.547964343357154e-05,-0.0010201983606289498,0.014236644415403605,9.064591020636454e-05,0.0087325615312182,0.025953093608626306,0.00011114043199059261,-0.006679423382463267,0.013956103591088112,0.00011784945270967274,-0.0009991003526396021,0.013788683531462146,8.785199038371808e-05,0.008572769549903414,0.013820639835000573,3.916721188929086e-05,-0.006548961080404108,0.025695430207717855,0.0001876228795121952,-0.0009626772625128131,0.0251890877746783,0.0001560853350092214,4.16968092779326e-07,0.013548296607288601,8.128806409082318e-05,9.57004470754025e-07,0.013385768677410599,8.031067702851144e-05,4.689040740042067e-05,0.024886914711141198,0.0001491283870513919,0.6,0.0,0.07499971125909459,0.134884471526138,0.06612926403981506
