t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff,object_horizontal_cylinder_x,object_horizontal_cylinder_y,object_horizontal_cylinder_z
0.0,23.0,24.418936978783474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.155,0.09
0.002,22.0,19.77178727847606,-1.6079537641891534e-05,0.0,0.0,1.2325284359816787e-05,0.0,0.0,1.8771266410371273e-06,0.0,0.0,-1.7447786660790823e-05,0.0,0.0,1.3374074356674024e-05,0.0,0.0,2.0368561520586114e-06,0.0,0.0,-1.738269835714768e-05,0.0,0.0,1.3324182881638117e-05,0.0,0.0,2.029257737754849e-06,0.0,0.0,-1.586382981483791e-05,0.0,0.0,1.215994003423787e-05,0.0,0.0,1.8519448903002075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07499999999083908,0.15500761837603133,0.0900419713330875
0.004,25.0,16.01658545082276,-6.040104637998901e-05,0.0033495308339500764,2.019366222955181e-05,4.6333101531192875e-05,0.0013024378881797834,7.7406756229198e-06,7.129589587969947e-06,0.0012767726409411615,7.649373085800747e-06,-6.614309415732773e-05,0.003283526506398717,1.9805845758357047e-05,5.0718987251926624e-05,0.0012614562347336526,7.488492962261871e-06,7.845369229884162e-06,0.0017795805519254507,1.0665262174640352e-05,-6.648542083632428e-05,0.003244136701078288,1.9569116396612616e-05,5.1008405958753345e-05,0.001744512948886014,1.0387132596026255e-05,7.867624152562948e-06,0.0017235854414327683,1.032933710217008e-05,-5.928238753482756e-05,0.0017275799793750716,1.0460662855139458e-05,4.552710111121917e-05,0.003211928775964732,1.9198613015582965e-05,7.113652013825539e-06,0.0031486359718347874,1.8880704161666922e-05,2.0374870592335257e-09,0.0016935370759110751,1.0161222455466452e-05,4.664952574684446e-09,0.0016732210846763249,1.003932650805795e-05,2.2996360559998978e-07,0.0031108643388926497,1.8665186033355897e-05,0.075,0.0,0.07500000721551765,0.155029344660676,0.0901616998183113
0.006,23.0,12.247079263152164,-0.00013129244258266618,0.006699061667900153,4.0556776285680854e-05,0.00010080971345534574,0.002604875776359567,1.5351256048970247e-05,1.571919723129882e-05,0.002553545281882323,1.527849415376612e-05,-0.00014171611212449996,0.006567053012797434,3.979917664172857e-05,0.00010872201365159577,0.0025229124694673053,1.4833160893292274e-05,1.7163345248098676e-05,0.0035591611038509013,2.1307894407726102e-05,-0.0001408380512303229,0.006488273402156576,3.9328552937957404e-05,0.00010818403559234856,0.003489025897772028,2.0628104950879648e-05,1.697230570472265e-05,0.0034471708828655366,2.0635819552277843e-05,-0.00012540006420981147,0.0034551599587501433,2.1086654077709825e-05,9.655048346811262e-05,0.006423857551929464,3.826998270490947e-05,1.5604578648786942e-05,0.006297271943669575,3.77409497499345e-05,1.01886447430979e-08,0.0033870741518221502,2.0322432686010545e-05,2.3329667536139524e-08,0.0033464421693526498,2.007862502640045e-05,1.1497977236747048e-06,0.006221728677785299,3.73289922850782e-05,0.15,0.0,0.07500001045961496,0.1550622524523333,0.09034233237089502
0.008,23.0,8.943927326150213,-0.00022515906605288176,0.010048592501850228,6.107930966659737e-05,0.00017306563812835173,0.00390731366453935,2.2839023706504024e-05,2.738383821531182e-05,0.0038303179228234845,2.2887592353553113e-05,-0.00023980854250537438,0.00985057951919615,5.99537737879239e-05,0.00018407708608636364,0.0037843687042009577,2.2053880143296173e-05,2.9730471509001122e-05,0.005338741655776352,3.1929469863169516e-05,-0.00023587098772990107,0.009732410103234864,5.923948892679112e-05,0.00018143708892772145,0.005233538846658042,3.075212886639416e-05,2.9022910004581313e-05,0.005170756324298305,3.0922704111561495e-05,-0.0002107762549778705,0.005182739938125214,3.184884001401016e-05,0.0001627618370110008,0.009635786327894195,5.72354150665565e-05,2.730981135942688e-05,0.009445907915504361,5.658182002113345e-05,2.8534494412370573e-08,0.005080611227733225,3.0483606234530894e-05,6.534857254549435e-08,0.005019663254028975,3.011783954616863e-05,3.219328045717814e-06,0.009332593016677949,5.598865931372565e-05,0.22499999999999998,0.0,0.07500001305490103,0.15510372985224813,0.09057012909755326
0.01,25.0,6.484645948121392,-0.0003365247386022276,0.013398123335800306,8.173969441111913e-05,0.0002589673201883791,0.005209751552719134,3.0220115487544694e-05,4.1642197954214874e-05,0.005107090563764646,3.0478240353296004e-05,-0.000355733349058395,0.013134106025594868,8.024348740860146e-05,0.0002732243219599203,0.005045824938934611,2.9170487117089483e-05,4.524846689008638e-05,0.007118322207701803,4.253155041715681e-05,-0.00034817867557227606,0.012976546804313153,7.927450675225832e-05,0.0002682441320781539,0.006978051795544056,4.0779688239698004e-05,4.383532778388259e-05,0.006894341765731073,4.119191313435895e-05,-0.0003131147904320864,0.0069103199175002865,4.272657703486894e-05,0.00024256857810303308,0.012847715103858928,7.610971960108757e-05,4.234833794453586e-05,0.01259454388733915,7.540340445587833e-05,6.1165733056867e-08,0.0067741483036443005,4.064471861489933e-05,1.401153269529392e-07,0.0066928843387052996,4.0156913940796524e-05,6.898217842060203e-06,0.012443457355570599,7.464142816514928e-05,0.3,0.0,0.07500001772718308,0.1551514924741344,0.0908332100425126
0.012,25.0,4.371349654160948,-0.0004610071243569213,0.01674765416975038,0.00010250507345011567,0.0003552181446116272,0.006512189440898916,3.7519332724263225e-05,5.814098769410406e-05,0.006383863204705807,3.805332604050955e-05,-0.0004852124409984743,0.016417632531993583,0.00010064019528631186,0.00037291582087497545,0.006307281173668263,3.620434111025005e-05,6.346706689612145e-05,0.008897902759627253,5.311592575642299e-05,-0.00047408949057460386,0.01622068350539144,9.94131730857823e-05,0.00036587636803424425,0.008722564744430068,5.072592367411148e-05,6.119466854546433e-05,0.00861792720716384,5.144455127627975e-05,-0.0004304683292980005,0.008637899896875358,5.3706088123844665e-05,0.0003346441581800946,0.016059643879823657,9.490245181032375e-05,6.088005166276995e-05,0.015743179859173936,9.420498912737641e-05,1.1218757122086972e-07,0.008467685379555374,5.0805745282933904e-05,2.5708242601667727e-07,0.008366105423381624,5.019579184832802e-05,1.2645886779125647e-05,0.015554321694463247,9.328454085972712e-05,0.37499999999999994,0.0,0.07500002193227062,0.15520360144876946,0.0911215158060774
0.014,24.0,2.4234512085293467,-0.0005949616829937643,0.020097185003700457,0.00012334915276834425,0.0004590858905489765,0.0078146273290787,4.475645510680243e-05,7.661325680787014e-05,0.007660635845646969,4.561496914771719e-05,-0.000624307330931635,0.0197011590383923,0.00012111822887634464,0.00048016285797083236,0.0075687374084019154,4.317492952516164e-05,8.417579709860086e-05,0.010677483311552704,6.368409746793949e-05,-0.0006097279377138126,0.019464820206469727,0.00011963345818226598,0.00047144758023379027,0.010467077693316083,6.0607207951691034e-05,8.086241799321603e-05,0.01034151264859661,6.168190788030687e-05,-0.0005594501693904582,0.010365479876250428,6.477568923329057e-05,0.0004365575430953629,0.01927157265578839,0.00011362157098564977,8.289689612271564e-05,0.018891815831008723,0.00011298561467607572,1.8572457108119346e-07,0.01016122245546645,6.096666160737138e-05,4.2578078908874814e-07,0.01003932650805795,6.0234416553791595e-05,2.0921429775078608e-05,0.018665186033355898,0.00011191524087946064,0.44999999999999996,0.0,0.07500002766622127,0.15525859677458273,0.09142692978354348
0.016,23.0,0.9391889357895722,-0.0007343830313874508,0.023446715837650532,0.00014425006512386578,0.0005675609056085902,0.009117065217258483,5.194787596025704e-05,9.675003299550575e-05,0.00893740848658813,5.316477137868156e-05,-0.0007688328333879519,0.022984685544791016,0.0001416539572543359,0.0005917867897914825,0.008830193643135567,5.010018471098841e-05,0.00010713540402358947,0.012457063863478153,7.423732839827731e-05,-0.0007509116363874222,0.022708956907548015,0.000139912109071571,0.0005818354546173092,0.012211590642202095,7.044085837180984e-05,0.0001025643036400882,0.012065098090029376,7.190541403221697e-05,-0.0006961046416450851,0.012093059855625499,7.591506015009574e-05,0.0005454405900865673,0.02248350143175312,0.00013228166333194652,0.00010832436242723287,0.02204045180284351,0.00013174532944032477,2.8592548473820784e-07,0.011854759531377523,7.112744284083865e-05,6.558393253590555e-07,0.011712547592734273,7.027273087167111e-05,3.2183535909212874e-05,0.021776050372248546,0.0001305307736548408,0.5249999999999999,0.0,0.07500003404802484,0.15531503046192294,0.09174212018326199
0.018000000000000002,24.0,0.014329152912299394,-0.0008754053438520807,0.02679624667160061,0.00016518377821792837,0.0006777399609317903,0.010419503105438268,5.9111653198978065e-05,0.00011825863806114337,0.010214181127529292,6.070458656720272e-05,-0.000914854677280164,0.026268212051189736,0.00016222226930746615,0.0007048007983034529,0.010091649877869221,5.699917852846643e-05,0.00013213582310169755,0.014236644415403605,8.477705406828009e-05,-0.0008937591107436317,0.025953093608626306,0.00016022403147008236,0.0006941477671006436,0.013956103591088112,8.024560881882481e-05,0.000126061134695842,0.013788683531462146,8.211671536693236e-05,-0.000836503343440587,0.013820639835000573,8.710046685987395e-05,0.0006584453504413902,0.025695430207717855,0.00015089993770578774,0.00013709096069430124,0.0251890877746783,0.00015048458047350638,4.169680927793259e-07,0.013548296607288601,8.128806409082318e-05,9.570044707540252e-07,0.013385768677410599,8.031067702851144e-05,4.689040740042067e-05,0.024886914711141198,0.0001491283870513919,0.6,0.0,0.075000040920491,0.15537179728098202,0.09206117224783929
