t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_uniform_close,input_uniform_diff,object_adaptive_sphere_x,object_adaptive_sphere_y,object_adaptive_sphere_z
0.35000000000000003,2.0,119.999997024811,0.03744340263418509,1.3333333333333333,0.007780816223886996,0.34054074477078333,1.3333333333333333,0.0059901085313492745,0.7869532256019093,1.3333333333333333,0.003344788956366473,0.03745927145043506,1.3333333333333333,0.00778072096060094,0.34053332497365096,1.3333333333333333,0.00599015372657098,0.7869502385142718,1.3333333333333333,0.003344806730119917,0.051823203953021466,1.3333333333333333,0.007696546865894895,0.3284067199650288,1.3333333333333333,0.006061280959123771,0.7859567269759955,1.3333333333333333,0.003350606353421642,12.0,0.0,0.05000000013201012,0.1250404255741418,0.07943156863529037
0.352,2.0,119.99999746983622,0.03837475248384343,1.3333333333333333,0.0077753395841948895,0.3461487899149008,1.3333333333333333,0.0059567555313753,0.7980868381102176,1.3333333333333333,0.003278280646388544,0.03839061151338922,1.3333333333333333,0.007775244371297388,0.34614148466829575,1.3333333333333333,0.005956800050158094,0.7980838264623381,1.3333333333333333,0.0032782985689143685,0.0530957671075028,1.3333333333333333,0.0076890607762818705,0.3337380392702106,1.3333333333333333,0.006029559680209826,0.7970627881612419,1.3333333333333333,0.0032842596381440266,12.0,0.0,0.05000000012140156,0.12504103102197944,0.07945477904647878
0.354,2.0,119.99999792726754,0.03932497251357403,1.3333333333333333,0.007769751485096939,0.3518057807078469,1.3333333333333333,0.005923107260510595,0.8092676646992971,1.3333333333333333,0.0032114789713386938,0.03934082037666136,1.3333333333333333,0.007769656330919665,0.3517985918023048,1.3333333333333333,0.005923151091990225,0.80926462873569,1.3333333333333333,0.0032114970412259708,0.0543935914029051,1.3333333333333333,0.0076814253973549835,0.3391134760282807,1.3333333333333333,0.005997571764378736,0.8082154335859484,1.3333333333333333,0.0032176232710325486,12.0,0.0,0.05000000011163565,0.12504162849349248,0.07947846075178881
0.356,2.0,119.99999839736626,0.040294359703220504,1.3333333333333333,0.007764050164918555,0.35751144587727474,1.3333333333333333,0.005889165315752918,0.8204940189324671,1.3333333333333333,0.003144394011804217,0.040310195029222534,1.3333333333333333,0.007763955077740031,0.35750437508276944,1.3333333333333333,0.005889208449186171,0.8204909589070298,1.3333333333333333,0.0031444122275858595,0.05571706051484085,1.3333333333333333,0.00767363845158257,0.3445327027990106,1.3333333333333333,0.005965319143830316,0.8194129657294271,1.3333333333333333,0.0031507073984843093,12.0,0.0,0.0500000001026466,0.12504221693790404,0.07950262118545261
0.358,2.0,119.99999888039457,0.04128321440026926,1.3333333333333333,0.007758233841780676,0.36326550900013455,1.3333333333333333,0.0058549313247363505,0.8317642083089475,1.3333333333333333,0.003077035886405197,0.04129903582795609,1.3333333333333333,0.007758138829824664,0.36325855806569396,1.3333333333333333,0.005854973749503383,0.8317611244849803,1.3333333333333333,0.0030770542465578207,0.05706656219882242,1.3333333333333333,0.0076656976369109545,0.3499953866982847,1.3333333333333333,0.005932803783205936,0.8306536808926622,1.3333333333333333,0.0030835222056234367,12.0,0.0,0.05000000009437363,0.12504279525473033,0.07952726786541164
0.36,2.0,119.99999937661879,0.04229184031930769,1.3333333333333333,0.007752300713598384,0.3690676884589645,1.3333333333333333,0.005820406945999192,0.8430765345394049,1.3333333333333333,0.0030094147501463146,0.04230764649711503,1.3333333333333333,0.007752205785032263,0.369060859112291,1.3333333333333333,0.005820448651605836,0.8430734271896274,1.3333333333333333,0.003009433253090118,0.05844248828210896,1.3333333333333333,0.007657600626807065,0.35550118936215747,1.3333333333333333,0.005900027679810291,0.8419358694754489,1.3333333333333333,0.003016077914644026,12.0,0.0,0.050000000086760574,0.12504336229204935,0.079552408393198
0.362,2.0,119.99999988630587,0.04332054454067614,1.3333333333333333,0.007746248958084153,0.37491769739915864,1.3333333333333333,0.005785593869246213,0.8544292938223016,1.3333333333333333,0.0029415407927635704,0.04333633412697304,1.3333333333333333,0.00774615412101731,0.3749109913462541,1.3333333333333333,0.005785634845326254,0.8544261632288663,1.3333333333333333,0.002941559436862235,0.05984523465446274,1.3333333333333333,0.007649345070307345,0.36104976691196555,1.3333333333333333,0.005866992863827055,0.8532578162544566,1.3333333333333333,0.0029483847831473066,12.0,0.0,0.05000000007975558,0.12504391684472443,0.07957805045378646
0.364,2.0,120.00000040972695,0.04436963750828018,1.3333333333333333,0.007740076732755943,0.38081524368724956,1.3333333333333333,0.0057504938156050485,0.8658207771210049,1.3333333333333333,0.00287342423706619,0.044385409171635595,1.3333333333333333,0.007739981995238162,0.3808086626120455,1.3333333333333333,0.005750534051922476,0.8658176235755074,1.3333333333333333,0.0028734430206268017,0.06127520125777482,1.3333333333333333,0.007640928592073224,0.3666407699205315,1.3333333333333333,0.005833701398528206,0.8646178006621765,1.3333333333333333,0.0028804531024732597,12.0,0.0,0.05000000007331079,0.12504445765258165,0.07960420181541573
0.366,2.0,120.00000094715371,0.04543943302652935,1.3333333333333333,0.007733782174950318,0.38676002987024266,1.3333333333333333,0.005715108537876502,0.8772492704416138,1.3333333333333333,0.0028050753372739702,0.04545518544597754,1.3333333333333333,0.0077336875449701865,0.38675357543423516,1.3333333333333333,0.005715148024327727,0.8772460942450994,1.3333333333333333,0.0028050942585469553,0.0627327920745196,1.3333333333333333,0.007632348792453351,0.3722738433794934,1.3333333333333333,0.00580015538047681,0.8760140970667134,1.3333333333333333,0.0028122931960269403,12.0,0.0,0.05000000006738201,0.1250449833985406,0.07963087032937792
0.368,2.0,120.00000149886165,0.04653024825636875,1.3333333333333333,0.007727363401840824,0.3927517531360385,1.3333333333333333,0.005679439820778544,0.8887130551114591,1.3333333333333333,0.0027365043773503166,0.04654598012167341,1.3333333333333333,0.007727268887324135,0.39274542697792875,1.3333333333333333,0.005679478547394589,0.8887098565744258,1.3333333333333333,0.0027365234345294036,0.06421841511499712,1.3333333333333333,0.007623603247552882,0.37794862666779566,1.3333333333333333,0.005766356939723039,0.8874449750523841,1.3333333333333333,0.002743915417599719,12.0,0.0,0.05000000006192848,0.1250454927066976,0.07965806392977468
0.37,2.0,120.0000020651271,0.04764240371036941,1.3333333333333333,0.007720818510461787,0.39879010527497916,1.3333333333333333,0.005643489481183769,0.9002104080582349,1.3333333333333333,0.0026677216693312446,0.0476581137222864,1.3333333333333333,0.007720724119269959,0.39878390901031907,1.3333333333333333,0.005643527438132428,0.9002071875006339,1.3333333333333333,0.002667740860553445,0.0657324824033217,1.3333333333333333,0.007614689509310017,0.3836647535213772,1.3333333333333333,0.005732308239993226,0.8989086997010827,1.3333333333333333,0.0026753301496856953,12.0,0.0,0.05000000005691258,0.12504598414036108,0.07968579063323894
0.372,2.0,120.0000026462285,0.048776223246843435,1.3333333333333333,0.007714145577737784,0.4048747726425539,1.3333333333333333,0.0056072593683501246,0.9117396020897193,1.3333333333333333,0.00259873755165059,0.04879191011738202,1.3333333333333333,0.007714051317666281,0.40486870786339746,1.3333333333333333,0.005607296545938085,0.911736359840951,1.3333333333333333,0.0025987568749961964,0.06727540996211502,1.3333333333333333,0.0076056051055800695,0.3894218520040896,1.3333333333333333,0.005698011478871737,0.910403531874375,1.3333333333333333,0.0026065478017935034,12.0,0.0,0.05000000005229963,0.12504645620003788,0.07971405853862058
0.374,2.0,120.00000324244672,0.049932034062949625,1.3333333333333333,0.00770734266051894,0.41100543612329915,1.3333333333333333,0.005570751364144677,0.9232989061740412,1.3333333333333333,0.002529562387461684,0.04994769651563206,1.3333333333333333,0.007707248539295708,0.4109995043978595,1.3333333333333333,0.005570787752819615,0.9232956425729485,1.3333333333333333,0.0025295818409542935,0.06884761779586147,1.3333333333333333,0.007596347540227309,0.39521954447988095,1.3333333333333333,0.005663468887975463,0.9219277284962829,1.3333333333333333,0.0025375788087537497,12.0,0.0,0.05000000004805764,0.12504690732137028,0.07974287582663481
0.376,2.0,120.00000385406335,0.051110166686755026,1.3333333333333333,0.007700407795622302,0.4171817710959272,1.3333333333333333,0.005533967383260205,0.9348865857204522,1.3333333333333333,0.0024602065629557523,0.05112580345687443,1.3333333333333333,0.007700313820906208,0.4171759739682396,1.3333333333333333,0.005534002973612843,0.9348833011153097,1.3333333333333333,0.0024602261445623086,0.07044952987288321,1.3333333333333333,0.007586914293224831,0.4010574475862784,1.3333333333333333,0.005628682733120714,0.9334795428367224,1.3333333333333333,0.002468433629022302,12.0,0.0,0.0500000000441571,0.1250473358730228,0.07977225075947167
0.378,2.0,120.00000448136285,0.05231095496821797,1.3333333333333335,0.007693338999879471,0.42340344739971736,1.3333333333333335,0.005496909373424438,0.9465009028605614,1.3333333333333335,0.0023906804856772875,0.052326564803094354,1.3333333333333335,0.007693245179258754,0.42339778638930825,1.3333333333333335,0.005496944156190563,0.9464975976090613,1.3333333333333335,0.002390700193308143,0.07208157410589189,1.3333333333333335,0.007577302820762703,0.40693517220920267,1.3333333333333335,0.00559365531448233,0.9450572247955551,1.3333333333333335,0.0023991227429796666,12.000000000000002,0.0,0.05000000004057083,0.12504774015451842,0.0798021916803653
0.38,2.0,120.00000512462978,0.053534736069057676,1.3333333333333333,0.007686134270190693,0.42967012930220294,1.3333333333333333,0.005459579315601696,0.9581401167299909,1.3333333333333333,0.0023209945828366312,0.053550317728291975,1.3333333333333333,0.0076860406111814335,0.4296646059037653,1.3333333333333333,0.00545961328166415,0.9581367911992255,1.3333333333333333,0.002321014414345632,0.0737441823310741,1.3333333333333333,0.007567510555364649,0.4128523234591473,1.3333333333333333,0.005558388966744783,0.9566590211872184,1.3333333333333333,0.002329656651226669,12.0,0.0,0.05000000003727378,0.12504811839402305,0.07983270701312119
0.382,2.0,120.00000578415052,0.05478185045147562,1.3333333333333333,0.007678791583585654,0.4359814754681867,1.3333333333333333,0.005421979224186782,0.9698024837504129,1.3333333333333333,0.0022511592996200544,0.05479740270720169,1.3333333333333333,0.007678698093630249,0.4359760911512618,1.3333333333333333,0.005422012364577408,0.9697991383168533,1.3333333333333333,0.002251179252804647,0.07543779028566687,1.3333333333333333,0.007557534906013555,0.41880850064875574,1.3333333333333333,0.005522886059245116,0.9682831760258958,1.3333333333333333,0.0022600458728766894,12.0,0.0,0.05000000003424285,0.12504846874607847,0.07986380526160004
0.384,2.0,120.000006460213,0.056052641865693614,1.3333333333333333,0.007671308897291146,0.4423371389301169,1.3333333333333333,0.005384111147190879,0.9814862579119257,1.3333333333333333,0.002181185097497522,0.056068163502827985,1.3333333333333333,0.007671215583756789,0.4423318951387825,1.3333333333333333,0.005384143453092429,0.9814828929613969,1.3333333333333333,0.00218120517009888,0.07716283758397961,1.3333333333333333,0.007547373258285998,0.424803297271827,1.3333333333333333,0.0054871489961074655,0.9799279308111908,1.3333333333333333,0.002190300943844625,12.0,0.0,0.05000000003145677,0.1250487892892824,0.07989549500915667
0.386,2.0,120.00000715310507,0.05734745733627349,1.333333333333333,0.007663684148805836,0.4487367670598551,1.333333333333333,0.005345977166419297,0.9931896910557287,1.333333333333333,0.002111082452528444,0.05736294715276282,1.333333333333333,0.00766359101898303,0.44873166521242075,1.333333333333333,0.0053460086291673035,0.9931863069833816,1.333333333333333,0.002111102642231617,0.07891976769181878,1.333333333333333,0.00753702297449612,0.4308363009837814,1.333333333333333,0.005451180216369036,0.9915915248142683,1.333333333333333,0.0021204324151328537,11.999999999999998,0.0,0.05000000002889595,0.12504907802391554,0.07992778491803207
0.388,2.0,120.00000786311668,0.0586666471471832,1.3333333333333333,0.007655915255982359,0.4551800015418673,1.3333333333333333,0.005307579397640869,1.0049110331570574,1.3333333333333333,0.002040861853665627,0.058682103954249235,1.3333333333333333,0.0076558223170834225,0.45517504303057615,1.3333333333333333,0.005307610008725475,1.004907630367336,1.3333333333333333,0.00204088215809971,0.08070902789927106,1.3333333333333333,0.007526481393849088,0.436907093583618,1.3333333333333333,0.005414982194097311,1.0032721953644261,1.3333333333333333,0.00205045085111439,12.0,0.0,0.050000000026542334,0.12504933286951506,0.07996068372869712
0.39,2.0,120.00000859053766,0.060010564825574014,1.3333333333333333,0.0076480001171169,0.46166647834786717,1.3333333333333333,0.005268919990748797,1.0166485326083357,1.3333333333333333,0.001970533801057655,0.060025987447956,1.3333333333333333,0.0076479073762745035,0.4616616645386052,1.3333333333333333,0.005268949741816543,1.0166451115149424,1.3333333333333333,0.001970554217795983,0.08253106929180092,1.3333333333333333,0.007515745832604373,0.44301525099739214,1.3333333333333333,0.0053785574384982915,1.014968178136063,1.3333333333333333,0.0019803668278134427,12.0,0.0,0.05000000002437931,0.12504955166239376,0.07999420025914633
0.392,2.0,120.00000933565858,0.061379567124233626,1.3333333333333335,0.007639936611046557,0.4681958277129424,1.3333333333333335,0.005230001129912797,1.0284004365025095,1.3333333333333335,0.001900108804349987,0.06139495440042805,1.3333333333333335,0.007639844075312265,0.46819115994495447,1.3333333333333335,0.00523003001276837,1.0283969975283647,1.3333333333333335,0.0019001293309103464,0.08438634671961841,1.3333333333333335,0.007504813584249196,0.44916034326324394,1.3333333333333335,0.005341908494015648,1.026677707436005,1.3333333333333335,0.0019101909311836224,12.000000000000002,0.0,0.05000000002239155,0.12504973215310483,0.08002834340413956
0.394,2.0,120.00001009877025,0.06277401400267979,1.3333333333333333,0.007631722597254598,0.4747676741131908,1.3333333333333333,0.005190825033722346,1.04016499091652,1.3333333333333333,0.001829597380984943,0.06278936478517731,1.3333333333333333,0.0076316302735974315,0.4747631536988047,1.3333333333333333,0.0051908530403302735,1.0401615344937196,1.3333333333333333,0.0018296180148298115,0.08627531876527286,1.3333333333333333,0.007493681919682289,0.4553419345180059,1.3333333333333333,0.005305037940420536,1.0383990164911552,1.3333333333333333,0.00183993375538397,12.0,0.0,0.05000000002056499,0.1250498720038514,0.08006312213439015
0.396,2.0,120.00001088016415,0.06419426860685937,1.3333333333333333,0.007623355915983921,0.4813816362448962,1.3333333333333333,0.005151393955320855,1.051940441194879,1.3333333333333333,0.0017590100545008794,0.06420958176237875,1.3333333333333333,0.007623263811288935,0.4813772644692535,1.3333333333333333,0.005151421077807172,1.0519369677646475,1.3333333333333333,0.001759030793037682,0.08819844770942806,1.3333333333333333,0.0074823480874083624,0.46155958298541755,1.3333333333333333,0.005267948392891964,1.0501303377364357,1.3333333333333333,0.0017696059010530686,12.0,0.0,0.050000000018886645,0.1250499687858406,0.08009854549569773
0.398,2.0,120.00001168013101,0.06564069724741738,1.3333333333333333,0.007614834388358844,0.48803732700526914,1.3333333333333333,0.005111710182530623,1.0637250322333065,1.3333333333333333,0.001688357352830726,0.06565597165713646,1.3333333333333333,0.007614742509425728,0.4880331051260644,1.3333333333333333,0.005111736413184478,1.063721542245947,1.3333333333333333,0.0016883781934121146,0.0901561994947747,1.3333333333333333,0.0074708093137434315,0.4678128409659751,1.3333333333333333,0.005230642502087495,1.0618699031029806,1.3333333333333333,0.0016992179735813853,12.0,0.0,0.05000000001734457,0.12505001997658208,0.08013462260802356
0.4,2.0,120.00001249896196,0.06711366937650116,1.3333333333333333,0.007606155816515496,0.49473435347478006,1.3333333333333333,0.005071776037968385,1.075517008762395,1.3333333333333333,0.0016176498066001607,0.06712890393628464,1.3333333333333333,0.00760606417005718,0.4947302827220074,1.3333333333333333,0.005071801369243613,1.0755135026772342,1.3333333333333333,0.001617670746524318,0.09214904368803588,1.3333333333333333,0.007459062803031352,0.47410125482844223,1.3333333333333333,0.005193122954204149,1.0736159443065503,1.3333333333333333,0.001628780581382116,12.0,0.0,0.050000000015927804,0.12505002295713,0.08017136266450686
0.402,2.0,120.00001333694708,0.0686135575630646,1.3333333333333333,0.007597317983740993,0.5014723169011093,1.3333333333333333,0.005031593879151319,1.08731461563126,1.3333333333333333,0.001546897947425629,0.06862875118368832,1.3333333333333333,0.007597226576382292,0.5014683984768172,1.3333333333333333,0.005031618303667955,1.087311093916591,1.3333333333333333,0.0015469189839365943,0.09417745344002142,1.3333333333333333,0.007447105737871784,0.48042436500304836,1.3333333333333333,0.0051553924710293466,1.0853666931361328,1.3333333333333333,0.001558304334160698,12.0,0.0,0.05000000001462621,0.12504997500926882,0.08020877493041982
0.404,2.0,120.00001419437726,0.07014073746663739,1.3333333333333333,0.007588318654621612,0.5082508126847389,1.3333333333333333,0.004991166098593344,1.0991160980911407,1.3333333333333333,0.001476112306212439,0.0701558890740094,1.3333333333333333,0.00758822749289787,0.5082470477627933,1.3333333333333333,0.004991189609139096,1.0991125612241617,1.3333333333333333,0.001476133436500453,0.09624190544368708,1.3333333333333333,0.0074349352793598705,0.4867817059763992,1.3333333333333333,0.005117453809981709,1.0971203817426944,1.3333333333333333,0.0014877998411832029,12.0,0.0,0.05000000001343051,0.1250498733126424,0.08024686874205979
0.406,2.0,120.00001507154123,0.07169558780952504,1.3333333333333333,0.007579155575200175,0.5150694303662101,1.3333333333333333,0.004950495123891566,1.1109197020789139,1.3333333333333333,0.001405303411453155,0.07171069634490289,1.3333333333333333,0.007579064665555943,0.515065820092065,1.3333333333333333,0.00495051771342324,1.1109161505456626,1.3333333333333333,0.0014053246326550296,0.09834287989015475,1.3333333333333333,0.0074225485673378765,0.4931728062881245,1.3333333333333333,0.005079309764141604,1.1088752429280522,1.3333333333333333,0.001417277709543833,12.0,0.0,0.05000000001233212,0.1250497149418261,0.08028565350557626
0.40800000000000003,2.0,120.00001596872745,0.07327849034740475,1.3333333333333333,0.007569826473142849,0.5219277536150676,1.3333333333333333,0.004909583417802739,1.1227236745004852,1.3333333333333333,0.0013344817875265162,0.07329355476760929,1.3333333333333333,0.007569735821930583,0.5219242991055454,1.3333333333333333,0.004909605079447609,1.12272010879577,1.3333333333333333,0.0013345030967260238,0.10048086042265018,1.3333333333333333,0.007409942720659072,0.49959718852928603,1.3333333333333333,0.005040963162271253,1.1206295104338275,1.3333333333333333,0.0013467485424316866,12.0,0.0,0.05000000001132318,0.12504949686334207,0.08032513869573091
0.41000000000000003,2.0,120.00001688622373,0.07488982983828348,1.3333333333333333,0.007560329057915571,0.5288253602205145,1.3333333333333333,0.004868433478309594,1.1345262635140188,1.3333333333333333,0.0012636579529970886,0.07490484911590871,1.3333333333333333,0.007560238671394344,0.5288220625635934,1.3333333333333333,0.0048684542053667275,1.1345226841413465,1.3333333333333333,0.0012636793472253788,0.10265633408831469,1.3333333333333333,0.007397114837464099,0.5060543693425693,1.3333333333333333,0.005002416868824283,1.1323814192304553,1.3333333333333333,0.0012762229373970344,12.0,0.0,0.05000000001039645,0.1250492159326171,0.08036533385458847
0.41200000000000003,2.0,120.00001782431548,0.07652999400978389,1.3333333333333333,0.0075506610209702995,0.5357618220837965,1.3333333333333333,0.004827047838676913,1.146325718812973,1.3333333333333333,0.0011928424189158872,0.07654496713340288,1.3333333333333333,0.007550570905304547,0.5357586823384077,1.3333333333333333,0.004827067624618439,1.1463221262844723,1.3333333333333333,0.0011928638951519206,0.104869791287848,1.3333333333333333,0.007384061995470112,0.5125438594242802,1.3333333333333333,0.004963673783944584,1.14412920580621,1.3333333333333333,0.0012057114846172677,12.0,0.0,0.05000000000954527,0.12504886889088382,0.0804062485901364
0.41400000000000003,2.0,120.00001878328771,0.07819937352472489,1.3333333333333333,0.007540820035941296,0.5427367052123365,1.3333333333333333,0.00478542906749722,1.1581202919089033,1.3333333333333333,0.0011220456871221618,0.07821429949909173,1.3333333333333333,0.007540730197199583,0.5427337244081695,1.3333333333333333,0.004785447905969554,1.158116686745245,1.3333333333333333,0.001122067242293166,0.10712172572293946,1.3333333333333333,0.007370781252272912,0.5190651635281687,1.3333333333333333,0.004924736843454318,1.1558711084562192,1.3333333333333333,0.0011352247651627394,12.0,0.0,0.050000000008763514,0.12504845236202405,0.08044789257483137
0.41600000000000004,2.0,120.00001976342308,0.07989836194496353,1.333333333333333,0.007530803758851649,0.549749569715637,1.333333333333333,0.004743579768725979,1.1699082364140003,1.333333333333333,0.0010512782485465784,0.07991323979121098,1.333333333333333,0.0075307142030054475,0.549746748852954,1.333333333333333,0.004743597653550981,1.1699046191443139,1.333333333333333,0.001051299879528528,0.10941263434144541,1.333333333333333,0.007357269645662361,0.5256177804710992,1.333333333333333,0.004885609018830986,1.1676053675714304,1.333333333333333,0.001064773349262683,11.999999999999998,0.0,0.050000000008045546,0.12504796284935588,0.08049027554407019
0.418,2.0,120.00002076500263,0.0816273556934654,1.3333333333333333,0.007520609828330218,0.5567999698029695,1.3333333333333333,0.004701502581706178,1.1816878083233255,1.3333333333333333,0.0009805505815159976,0.08164218444929829,1.3333333333333333,0.007520520561252734,0.556797309852429,1.3333333333333333,0.004701519506882275,1.1816841794851118,1.3333333333333333,0.0009805722851341163,0.11174301728027083,1.3333333333333333,0.007343524193951327,0.5322012031405874,1.3333333333333333,0.0048462933171734045,1.179330225927501,1.3333333333333333,0.000994367794571417,12.0,0.0,0.05000000000738619,0.1250473967323633,0.0805334072945832
0.42,2.0,120.00002178830542,0.08338675401457132,1.3333333333333333,0.007510235865839207,0.5638874537828655,1.3333333333333333,0.004659200181182183,1.1934572662967118,1.3333333333333333,0.0009098731500600464,0.08340153273445544,1.3333333333333333,0.00751014689330421,0.563884955685355,1.3333333333333333,0.004659216140885426,1.193453626435752,1.3333333333333333,0.0009098949230893286,0.11411337780591395,1.3333333333333333,0.007329541896318374,0.5388149185042221,1.3333333333333333,0.004806792781156475,1.1910439289735768,1.3333333333333333,0.0009240186444349941,12.0,0.0,0.05000000000678069,0.12504675026336923,0.0805772976827478
0.422,2.0,120.00002283360806,0.0851769589324284,1.3333333333333333,0.007499679475912571,0.5710115640644264,1.3333333333333333,0.004616675277302806,1.2052148719402935,1.3333333333333333,0.0008392564022197289,0.08519168668777485,1.3333333333333333,0.007499590803593267,0.571009228730904,1.3333333333333333,0.0046166902658878696,1.2052112216105557,1.3333333333333333,0.0008392782413854874,0.116524222252633,1.3333333333333333,0.007315319733164516,0.5454584076209904,1.3333333333333333,0.004767110488974667,1.2027447251209304,1.3333333333333333,0.0008537364261585387,12.0,0.0,0.05000000000622466,0.12504601956415234,0.08062195662281994
0.424,2.0,120.00002390118486,0.08699837520755406,1.3333333333333333,0.007488938246405429,0.5781718371604655,1.3333333333333333,0.004573930615613441,1.216958890087634,1.3333333333333333,0.0007687107683582384,0.08701305108689895,1.3333333333333333,0.00748884987987335,0.5781696654718111,1.3333333333333333,0.004573944627614576,1.2169552298511743,1.3333333333333333,0.0007687326703366652,0.11897605995819496,1.3333333333333333,0.007300854666484202,0.5521311456545217,1.3333333333333333,0.004727249554274057,1.214430866031424,1.3333333333333333,0.0007835316492744169,12.0,0.0,0.05000000000571408,0.1250452006225075,0.08066739408508136
0.426,2.0,120.00002499130787,0.08885141029150244,1.3333333333333333,0.007478009748754675,0.5853678036924961,1.3333333333333333,0.004530968977037207,1.2286875890804154,1.3333333333333333,0.0006982466594741954,0.08886603340068173,1.3333333333333333,0.007477921693478606,0.5853657964993723,1.3333333333333333,0.004530982007169133,1.228683919507277,1.3333333333333333,0.0006982686208929536,0.12146940319716677,1.3333333333333333,0.007286143640250829,0.5588326018882693,1.3333333333333333,0.004687213126072869,1.226100606905768,1.3333333333333333,0.0007134148038114554,12.0,0.0,0.05000000000524526,0.1250442892887508,0.08071362009390015
0.428,2.0,120.0000261042455,0.09073647427960282,1.3333333333333333,0.007466891538250985,0.5925989883975774,1.3333333333333333,0.004487793177845023,1.2403992410486577,1.3333333333333333,0.0006278744655175071,0.09075104374192232,1.3333333333333333,0.00746680379959591,0.592597146520299,1.3333333333333333,0.004487805221003766,1.240395562716766,1.3333333333333333,0.0006278964829563379,0.12400476711170987,1.3333333333333333,0.007271183580816999,0.5655622397426419,1.3333333333333333,0.004647004388670384,1.2377522067715439,1.3333333333333333,0.0006433963585653912,12.0,0.0,0.05000000000481478,0.1250432812721693,0.08076064472570237
0.43,2.0,120.00002724026412,0.09265397986174068,1.3333333333333333,0.007455581154322382,0.5998649101370299,1.3333333333333333,0.004444406069614535,1.252092122190436,1.3333333333333333,0.0005576045537080532,0.09266849481814096,1.3333333333333333,0.0074554937375484655,0.5998632343654442,1.3333333333333333,0.004444417120878205,1.25208843568549,1.3333333333333333,0.0005576266236994036,0.12658266963984027,1.3333333333333333,0.00725597139732974,0.5723195167941005,1.3333333333333333,0.004606626561544149,1.2493839287709572,1.3333333333333333,0.0005734867593707364,12.0,0.0,0.05000000000441954,0.12504217213741622,0.08080847810685257
0.432,2.0,120.00002839962596,0.09460434227115244,1.3333333333333333,0.0074440761208295556,0.6071650819070296,1.3333333333333333,0.00440081053917782,1.2637645130510609,1.3333333333333333,0.0004874472668573837,0.09461880188036859,1.3333333333333333,0.007443989031091155,0.6071635730004054,1.3333333333333333,0.004400820593807335,1.2637608189664213,1.3333333333333333,0.0004874693858870596,0.1292036314411166,1.3333333333333333,0.007240503982160958,0.5791038847962362,1.3333333333333333,0.004566082899235396,1.2609940404482933,1.3333333333333333,0.0005036964273742566,12.0,0.0,0.050000000004056654,0.12504095730085243,0.08085713041144049
0.434,2.0,120.00002958259074,0.09658797923120588,1.3333333333333333,0.007432373946373085,0.6144990108510903,1.3333333333333333,0.004357009508557822,1.2754146988016912,1.3333333333333333,0.0004174129216936344,0.09660238266992194,1.3333333333333333,0.007432287188717788,0.614497669538017,1.3333333333333333,0.004357018561997567,1.2754109977382657,1.3333333333333333,0.00041743508620147154,0.13186817581971957,1.3333333333333333,0.0072247782113533,0.5859147897028375,1.3333333333333333,0.004525376691222583,1.2725808140370418,1.3333333333333333,0.00043403575731023957,12.0,0.0,0.050000000003723476,0.12503963202683455,0.08090661185897181
0.436,2.0,120.00003078941432,0.09860531090013867,1.3333333333333335,0.007420472124612765,0.6218661982744419,1.3333333333333335,0.0043130059348934595,1.2870409695173475,1.3333333333333335,0.00034751180718985353,0.09861965736313673,1.3333333333333335,0.00742038570398047,0.6218650252527388,1.3333333333333335,0.004313013982771899,1.2870372620834716,1.3333333333333335,0.0003475340135704066,0.13457682864488746,1.3333333333333335,0.0072087909450816836,0.5927516716929632,1.3333333333333335,0.0044845112617829756,1.2841425267466593,1.3333333333333335,0.00036451511577775,12.000000000000002,0.0,0.0500000000034176,0.12503819142395098,0.08095693271196056
0.438,2.0,120.00003202034972,0.10065675981372864,1.3333333333333333,0.007408368134599168,0.6292661396603111,1.3333333333333333,0.004268802810353348,1.2986416204542925,1.3333333333333333,0.0002777541828959147,0.10067104851403244,1.3333333333333333,0.007408282055821179,0.6292651355969455,1.3333333333333333,0.0042688098484835665,1.2986379072656078,1.3333333333333333,0.0002777764274991701,0.13733011826867259,1.3333333333333333,0.007192539028130675,0.5996139651980285,1.3333333333333333,0.0044434899698422205,1.2956774610489394,1.3333333333333333,0.00029514483952004377,12.0,0.0,0.050000000003136785,0.1250366304412066,0.08100810327342041
0.44,2.0,120.00003327564433,0.10274275082586991,1.3333333333333333,0.007396059441117628,0.6366983246881093,1.3333333333333333,0.004224403162038133,1.3102149523267494,1.3333333333333333,0.0002081502772742443,0.10275698099488295,1.3333333333333333,0.007395973708915805,0.6366974902191259,1.3333333333333333,0.004224409186418326,1.3102112340060785,1.3333333333333333,0.0002081725564063528,0.14012857544098542,1.3333333333333333,0.007176019290387964,0.6065010989309171,1.3333333333333333,0.004402316208811829,1.3071839049639595,1.3333333333333333,0.00022593523370636293,12.0,0.0,0.05000000000287899,0.1250349438641572,0.08106013388425293
