t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff,object_horizontal_cylinder_x,object_horizontal_cylinder_y,object_horizontal_cylinder_z
0.0,24.0,2568.3532710223703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.15,0.08
0.002,22.0,1771.8433936245758,0.004914220146841338,0.0,0.0,-0.0037668462666174962,0.0,0.0,-0.0005736869401119204,0.0,0.0,0.0075100263302100585,0.0,0.0,-0.005756579894732318,0.0,0.0,-0.0008767232177388711,0.0,0.0,0.0070485320983196004,0.0,0.0,-0.005402836064227489,0.0,0.0,-0.0008228480170460556,0.0,0.0,0.006496768132858112,0.0,0.0,-0.004979898221429482,0.0,0.0,-0.0007584349557143147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07499968605400915,0.14997486916466796,0.08008682685147706
0.004,19.0,301.5504999160248,0.020499012353941578,0.0033495308339500764,-9.38813587734757e-06,-0.015712552922921605,0.0013024378881797834,3.0415704928783677e-05,-0.0023930909310414072,0.0012767726409411615,1.1102757486318492e-05,0.023797499362448682,0.003283526506398717,-2.535899894286805e-05,-0.018240761446822407,0.0012614562347336526,4.2108216776795825e-05,-0.002778169735030415,0.0017795805519254507,1.5937822617985933e-05,0.0214785771073294,0.003244136701078288,-2.2826372383447874e-05,-0.01646328374558129,0.001744512948886014,4.288409407868102e-05,-0.0025074556983646704,0.0017235854414327683,1.5278600750872942e-05,0.022919998419354964,0.0017275799793750716,-2.8615128920898242e-05,-0.017568103764594854,0.003211928775964732,4.915096198436529e-05,-0.0026756542970604908,0.0031486359718347874,2.3442425565294613e-05,2.0374870592335257e-09,0.0016935370759110751,1.0161222455466452e-05,4.664952574684446e-09,0.0016732210846763249,1.003932650805795e-05,2.2996360559998978e-07,0.0031108643388926497,1.8665186033355897e-05,0.075,0.0,0.07500107429628616,0.1498674865946416,0.08037723701842531
0.006,22.0,35.153793550518564,0.04046921547774468,0.006699061667900153,-8.279970411624855e-05,-0.03101798017821852,0.002604875776359567,0.00010990457219568703,-0.004724830298641373,0.002553545281882323,2.967981727754238e-05,0.041290037687227985,0.006567053012797434,-0.00010338267809790749,-0.031646730779916865,0.0025229124694673053,0.00012458204349773827,-0.004820580485494471,0.0035591611038509013,3.80239850332879e-05,0.03801412573990427,0.006488273402156576,-8.994182223103694e-05,-0.029135908260412458,0.003489025897772028,0.0001197138578601199,-0.004438089195224161,0.0034471708828655366,3.572775948738125e-05,0.04002391491106974,0.0034551599587501433,-0.00011678903076362892,-0.030676119770370755,0.006423857551929464,0.00014395176789914593,-0.004672345509922742,0.006297271943669575,5.383755744438039e-05,1.0188644743097905e-08,0.0033870741518221502,2.0322432686010545e-05,2.332966753613954e-08,0.0033464421693526498,2.007862502640045e-05,1.1497977236747048e-06,0.006221728677785299,3.73289922850782e-05,0.15,0.0,0.07499530632801579,0.1496492726830662,0.08087568348286803
0.008,19.0,17.595220395395337,0.060715059431740305,0.010048592501850228,-0.0001825237378553667,-0.04653071290779825,0.00390731366453935,0.00020955176305654724,-0.007089724710363614,0.0038303179228234845,5.1330889328789144e-05,0.058750919566997975,0.00985057951919615,-0.000188636749008191,-0.04502475392186329,0.0037843687042009577,0.00021258659690470694,-0.006859898860054382,0.005338741655776352,6.095593284762494e-05,0.0555197966252184,0.009732410103234864,-0.00016969029382001648,-0.04254864784216946,0.005233538846658042,0.000206216682642423,-0.006482559024582803,0.005170756324298305,5.765307311713479e-05,0.057596996470897825,0.005182739938125214,-0.00020904704983766716,-0.04413983287687889,0.009635786327894195,0.00024187143658958968,-0.006724038868000567,0.009445907915504361,8.470952055256262e-05,2.8534494412370613e-08,0.005080611227733225,3.0483606234530894e-05,6.534857254549453e-08,0.005019663254028975,3.011783954616863e-05,3.2193280457178145e-06,0.009332593016677949,5.598865931372565e-05,0.22499999999999998,0.0,0.07499365386105002,0.1494613568266856,0.0814609740542629
0.01,14.0,5.265537577170876,0.0810226752787536,0.013398123335800306,-0.00028390161657563997,-0.062084481525125815,0.005209751552719134,0.0003104427867631043,-0.009463430727458599,0.005107090563764646,7.318089164476956e-05,0.07639728945223773,0.013134106025594868,-0.0002737008812484187,-0.05853939919371249,0.005045824938934611,0.0003004234731647874,-0.008921839856657105,0.007118322207701803,8.386932640653711e-05,0.07325789113414745,0.012976546804313153,-0.0002552594989254315,-0.05613410998020897,0.006978051795544056,0.0002971601978262811,-0.008555155456634413,0.006894341765731073,8.026140474188326e-05,0.07528405028678997,0.0069103199175002865,-0.0003041200593203852,-0.05768500476711862,0.012847715103858928,0.00034192528788442694,-0.008789481199531067,0.01259454388733915,0.0001159114965320383,6.116573305686708e-08,0.0067741483036443005,4.064471861489933e-05,1.4011532695293965e-07,0.0066928843387052996,4.0156913940796524e-05,6.898217842060204e-06,0.012443457355570599,7.464142816514928e-05,0.3,0.0,0.07499052650768474,0.1492228957020664,0.082139043264388
0.012,18.0,3.541513036208079,0.10137281895623422,0.01674765416975038,-0.0003856501266540194,-0.07766216785049303,0.006512189440898916,0.0004115800257961484,-0.011844338497576946,0.006383863204705807,9.508376359298645e-05,0.09414163856911169,0.016417632531993583,-0.0003598779415214649,-0.07212171260902073,0.006307281173668263,0.00038908008220428454,-0.01099655155007111,0.008897902759627253,0.00010691845569770614,0.09101200471189552,0.01622068350539144,-0.00034222324577253606,-0.06972450587004256,0.008722564744430068,0.0003891400483478343,-0.010631003298439435,0.00861792720716384,0.00010303849598278952,0.09298377157931764,0.008637899896875358,-0.0003998769023394877,-0.0712319849864099,0.016059643879823657,0.00044246789188165364,-0.010857064261567507,0.015743179859173936,0.00014719596635223004,1.1218757122086983e-07,0.008467685379555374,5.0805745282933904e-05,2.57082426016678e-07,0.008366105423381624,5.019579184832802e-05,1.264588677912565e-05,0.015554321694463247,9.328454085972712e-05,0.37499999999999994,0.0,0.07498782534390201,0.14898538907487024,0.08284994461601937
0.014,13.0,0.8973356997151781,0.12173192940284044,0.020097185003700457,-0.0004876538037152026,-0.09323568986740173,0.0078146273290787,0.0005128607710774304,-0.014229160386366704,0.007660635845646969,0.0001170298460593435,0.11194410996871733,0.0197011590383923,-0.00044664287718431636,-0.08573925515863058,0.0075687374084019154,0.00047814270010453584,-0.013079747784389304,0.010677483311552704,0.0001300442091697429,0.10875608848893797,0.019464820206469727,-0.0004292831070325548,-0.08329794681384826,0.010467077693316083,0.0004811495013801519,-0.012707452793009773,0.01034151264859661,0.00012583509568221628,0.11063010523066122,0.010365479876250428,-0.0004957097502184032,-0.08472816724943617,0.01927157265578839,0.0005430213458531897,-0.012919281365558047,0.018891815831008723,0.0001784932805554574,1.8572457108119365e-07,0.01016122245546645,6.096666160737138e-05,4.2578078908874946e-07,0.01003932650805795,6.0234416553791595e-05,2.0921429775078615e-05,0.018665186033355898,0.00011191524087946064,0.44999999999999996,0.0,0.074986326896012,0.14874622864039838,0.0835705377394819
0.016,17.0,0.9460344220794445,0.14208915868813635,0.023446715837650532,-0.0005897112813911395,-0.10879438082304563,0.009117065217258483,0.0006141165305079613,-0.01661725685939248,0.00893740848658813,0.000138999413237729,0.12973956728448693,0.022984685544791016,-0.000533756546543558,-0.0993402330288104,0.008830193643135567,0.0005674166928105969,-0.01516417850301629,0.012457063863478153,0.00015322086988720475,0.12649476000349905,0.022708956907548015,-0.0005162827894883398,-0.0968560475511378,0.012211590642202095,0.0005730572247363021,-0.014785435379585252,0.012065098090029376,0.0001486353052982349,0.12824983237424478,0.012093059855625499,-0.0005912222722502143,-0.09819209601368838,0.02248350143175312,0.0006432700120871358,-0.014979468819061047,0.02204045180284351,0.00020975839901040934,2.859254847382081e-07,0.011854759531377523,7.112744284083865e-05,6.558393253590575e-07,0.011712547592734273,7.027273087167111e-05,3.218353590921288e-05,0.021776050372248546,0.0001305307736548408,0.5249999999999999,0.0,0.07498462093909966,0.14850756220621422,0.08429653719108043
0.018000000000000002,16.0,0.0009408767531237717,0.16243522164775887,0.02679624667160061,-0.0006917574720992145,-0.12432878037516876,0.010419503105438268,0.0007152833035709034,-0.01900816602082748,0.010214181127529292,0.00016098862792153065,0.14752042667390156,0.026268212051189736,-0.0006208281313997832,-0.1129169654323583,0.010091649877869221,0.0006565912974400777,-0.017249312669189273,0.014236644415403605,0.00017640493751051937,0.14421899794133858,0.025953093608626306,-0.0006032499983692365,-0.11038997979885844,0.013956103591088112,0.0006648729068533555,-0.016864284422349853,0.013788683531462146,0.0001714447134662844,0.14585436125805964,0.013820639835000573,-0.0006865751552354652,-0.1116305361207714,0.025695430207717855,0.0007433251573284374,-0.01703916684953212,0.0251890877746783,0.00024101133956243607,4.169680927793263e-07,0.013548296607288601,8.128806409082318e-05,9.570044707540277e-07,0.013385768677410599,8.031067702851144e-05,4.689040740042068e-05,0.024886914711141198,0.0001491283870513919,0.6,0.0,0.07498307384330946,0.1482675379906476,0.08502514886873552
