t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma,input_sigma_diff,object_gui_cylinder_x,object_gui_cylinder_y,object_gui_cylinder_z
0.022,11.0,2066.4169596970505,0.016158654436327916,0.030749385333192256,0.00019401647980803858,0.02332107794337504,0.030143451964565374,0.00010989456352395476,-0.01951025582065797,0.02420081945005529,0.0005017880263507567,0.016649533021655526,0.030749385333192256,0.00018959743640153522,0.01091508804266863,0.02978184541068005,0.0002447451752036177,-0.013562874426298468,0.02978184541068005,0.0005014738758946269,1.875235567316048e-05,0.030143451964565374,0.0003615548532950402,2.5195731216307256e-05,0.02372392913520813,0.00028446336963136495,0.00011324092328514663,0.023439332391965623,0.0002802657690433771,0.7999999999999999,0.0,0.046429297868203885,0.125034967469459,0.0904215242141686
0.024,13.0,2336.679416252705,0.018005820559629442,0.03382432386651148,0.00021198803316220272,0.025281781340262915,0.03315779716102191,0.0001180406306117624,-0.02133999728518541,0.026620901395060816,0.0005535738865886253,0.01812971647993287,0.03382432386651148,0.00020609749013827142,0.012660424114863102,0.03276002995174805,0.00026213930290895307,-0.015103343534414632,0.03276002995174805,0.0005558748525365583,2.4647451199628105e-05,0.03315779716102191,0.00039766853766418493,3.312042284261224e-05,0.026096322048728943,0.0003128535158101516,0.0001487835892871266,0.025783265631162185,0.00030804029649452445,0.8799999999999999,0.0,0.046609530954177976,0.1250406706516787,0.09046394411843794
0.026000000000000002,11.0,2068.608364546354,0.01961659509875715,0.036899262399830705,0.00022672130208241517,0.027568654364167854,0.03617214235747845,0.0001306843322065864,-0.023200150950458326,0.02904098334006635,0.0006045717675030211,0.019879082338810913,0.036899262399830705,0.00022523455103877404,0.014129560422923909,0.03573821449281606,0.0002769334845354355,-0.016625729291403525,0.03573821449281606,0.0006100986963267684,3.1663867326731524e-05,0.03617214235747845,0.0004337699388753458,4.255453381924454e-05,0.028468714962249758,0.0003412271344728858,0.0001910581513119673,0.02812719887035875,0.0003357409833728595,0.96,0.0,0.04678262047045187,0.12504495424171194,0.09050572566368716
0.028,11.0,2063.6164247754446,0.021293426463635575,0.03997420093314994,0.0002442912700127135,0.029737932162886477,0.039186487553934994,0.00013941399827720568,-0.02501877908648433,0.03146106528507188,0.0006559345948263625,0.021604909751270048,0.03997420093314994,0.00024114142313206834,0.015621953942316151,0.03871639903388407,0.0002950420633315219,-0.018132046877895804,0.03871639903388407,0.0006641055399034512,3.989939509649266e-05,0.039186487553934994,0.00046985788423929914,5.363045578914426e-05,0.030841107875770574,0.00036958264010341594,0.00024064102540474267,0.030471132109555314,0.0003633608874989202,1.04,0.0,0.04697481828530438,0.12504610849389375,0.09055143623497494
0.03,11.0,2062.98051271857,0.02312564589702859,0.043049139466469155,0.00026106855603400295,0.03168390861851801,0.04220083275039152,0.00014955480705006053,-0.02678641641384127,0.0338811472300774,0.0007067991157987409,0.023219387381425923,0.043049139466469155,0.0002573307565823893,0.017224002506463918,0.04169458357495207,0.00031287155559163107,-0.01962024178179749,0.04169458357495207,0.0007179195654341745,4.9451898630315225e-05,0.04220083275039152,0.0005059312002635404,6.64808688104975e-05,0.03321350078929138,0.0003979184440020269,0.00029810634083199915,0.03281506534875187,0.0003908930918801656,1.1199999999999999,0.0,0.04715239843130801,0.12505127025275323,0.09059597692522053
0.032,13.0,2338.1803169244145,0.02485192665566714,0.04612407799978838,0.00027598118523311754,0.03375016303346794,0.04521517794684806,0.0001623752319399606,-0.02854292524769435,0.03630122917508294,0.0007570517470670906,0.02497118860750508,0.04612407799978838,0.00027485628742034954,0.01867996656500471,0.04467276811602008,0.00032938518731467394,-0.021085438284804733,0.04467276811602008,0.0007715161187738109,6.041932128247098e-05,0.04521517794684806,0.000541988712578613,8.123876420906769e-05,0.0355858937028122,0.00042623295400802044,0.00036402575299705005,0.03515899858794844,0.00041833070696539726,1.2,0.0,0.047327879951042144,0.1250549016312339,0.09064008265954279
0.034,11.0,2061.383429379937,0.02660302632165219,0.04919901653310761,0.00029216507852928566,0.03574475383417188,0.0482295231433046,0.00017375232131803988,-0.03025645894580418,0.03872131112008847,0.0008071708364133939,0.02670468866192212,0.04919901653310761,0.0002907339351072304,0.020152576051001445,0.04765095265708808,0.0003476518331050005,-0.022529852505582933,0.04765095265708808,0.0008248366913027139,7.289969180886107e-05,0.0482295231433046,0.0005780292458642656,9.803746714207937e-05,0.03795828661633301,0.00045452457422548735,0.0004389682572059527,0.037502931827145,0.00044566687288977543,1.28,0.0,0.047499833313134385,0.12505929507431948,0.09068608443628542
0.036000000000000004,11.0,2066.822201627122,0.0284028982429419,0.05227395506642684,0.00030805114493729583,0.037642788141276196,0.05124386833976114,0.0001859893740670711,-0.03192530121150972,0.041141393065094,0.0008567742241307782,0.02844286916947896,0.05227395506642684,0.0003068311968540567,0.021616101457641725,0.05062913719815609,0.0003657187337658558,-0.023950780606155964,0.05062913719815609,0.0008779078764448682,8.699113055214546e-05,0.05124386833976114,0.0006140516237754274,0.00011701065885127842,0.04033067952985383,0.00048279170475254104,0.000523500003350807,0.039846865066341566,0.00047289476170962735,1.36,0.0,0.047663969133101836,0.12506249349811058,0.09073154002175142
0.038,11.0,2060.1513014190205,0.030312238992228752,0.05534889359974607,0.00032335194428165004,0.039358569759945033,0.05425821353621768,0.00019938510473929783,-0.03353571885276123,0.04356147501009953,0.000905841314659311,0.030127075193256164,0.05534889359974607,0.0003228722931632053,0.023134957558091456,0.0536073217392241,0.00038389464337898845,-0.02534977924793653,0.0536073217392241,0.0009306972281445607,0.00010279185564430297,0.05425821353621768,0.0006500546688679864,0.00013829239858295607,0.042703072443374644,0.0005110327414142804,0.000618184111576684,0.04219079830553813,0.0005000075796262478,1.4400000000000002,0.0,0.04782410168569461,0.12506707381430002,0.09077822865901793
0.04,12.0,2109.3029354310693,0.032424800807645496,0.05842383213306528,0.00033733911769003836,0.04078198830139019,0.05727255873267421,0.0002149678676727501,-0.03507831488066142,0.04598155695510505,0.0009542073096943953,0.03166555065476684,0.05842383213306528,0.00033956108327770943,0.024805145617113868,0.05658550628029209,0.00040140658466640756,-0.026727654579689127,0.05658550628029209,0.0009832234263387435,0.00012040018922765217,0.05727255873267421,0.0006860372025243588,0.00016201714515290118,0.045075465356895446,0.0005392460754997499,0.0007235804889981331,0.04453473154473468,0.0005269985691978959,1.5199999999999998,0.0,0.04796975407898579,0.12507224836638214,0.09082529553727832
0.042,13.0,2529.298410251077,0.034126308717405,0.06149877066638451,0.0003488876383048682,0.042791704958490766,0.06028690392913075,0.0002340589875328867,-0.0366840834291224,0.04840163890011058,0.001001759445369264,0.03363897225616844,0.06149877066638451,0.00035799864013941207,0.02600018627928359,0.0595636908213601,0.0004171025424509548,-0.028060195288321453,0.0595636908213601,0.0010354961448125906,0.00013991456369532855,0.06028690392913075,0.0007219980448788371,0.00018831977813443286,0.04744785827041626,0.0005674300935031604,0.0008402456475308392,0.04687866478393125,0.0005538610115391973,1.5999999999999999,0.0,0.048102762697073816,0.12507720541798212,0.09087141281761256
0.044,11.0,2058.880673799342,0.03614158024277264,0.06457370919970375,0.000365368805787585,0.04445902051312152,0.0633012491255873,0.00024611453000515833,-0.038249885370444284,0.05082172084511611,0.0010500696512908622,0.035343841078996255,0.06457370919970375,0.0003712168433224237,0.02746933553691813,0.06254187536242811,0.0004385002689977343,-0.029368979892991528,0.06254187536242811,0.0010872248478089948,0.00016143352795217663,0.0633012491255873,0.0007579360147427035,0.00021733561864786688,0.04982025118393708,0.0005955831768696318,0.0009687325229035877,0.04922259802312781,0.0005805882285071636,1.68,0.0,0.0482415919658828,0.12508099711586354,0.09091947891422995
0.046,11.0,2064.209990423835,0.037990269349570664,0.06764864773302295,0.00037808480988300375,0.046289359761810485,0.06631559432204381,0.00026227888570706754,-0.03978705832564525,0.05324180279012163,0.001097900257926791,0.03724150477114621,0.06764864773302295,0.0003876576798483204,0.028726623403460293,0.0655200599034961,0.00045660869239893566,-0.0306404075702094,0.0655200599034961,0.0011386684775578516,0.00018505575369697687,0.06631559432204381,0.0007938499295290998,0.00024920044972998067,0.052192644097457885,0.0006237037017457202,0.001109590294915273,0.05156653126232437,0.0006071735848730494,1.7599999999999998,0.0,0.04836537804428282,0.12508597669558727,0.09096673354726421
0.048,12.0,2280.8533419302,0.03992405540153552,0.07072358626634219,0.0003927998030012583,0.04798435542585579,0.06932993951850036,0.0002764869570802785,-0.041271066866424594,0.05566188473512717,0.001145387316729269,0.039080527131836906,0.07072358626634219,0.00040178497794235175,0.03004326811454716,0.06849824444456412,0.00047725945249324595,-0.0318830888501983,0.06849824444456412,0.0011896638241772823,0.00021088004172688593,0.06932993951850036,0.0008297386051776405,0.0002840505362622671,0.0545650370109787,0.0006517900387349847,0.0012633642090012212,0.053910464501520934,0.0006336104904792679,1.8399999999999999,0.0,0.048494841415965544,0.12509069313015336,0.09101579612753692
0.05,11.0,2057.8893277310453,0.04197203739845873,0.07379852479966141,0.0004064936327775107,0.049510703828679566,0.0723442847149569,0.0002923191514692133,-0.04269862945258125,0.0580819666801327,0.0011922364025586875,0.0408324106029634,0.07379852479966141,0.0004166159720138941,0.03144884057903481,0.07147642898563213,0.0004971979304530195,-0.0330962898366279,0.07147642898563213,0.001240314214029965,0.0002390053282649263,0.0723442847149569,0.0008656008560787602,0.0003220226444370024,0.056937429924499516,0.000679840552658847,0.001430595399172628,0.0562543977407175,0.0006598924023805953,1.92,0.0,0.04861763823025769,0.12509542367830795,0.0910650372091203
0.052000000000000005,13.0,2324.4868549545085,0.04398244607215775,0.07687346333298065,0.00041881711121426304,0.05105284614208715,0.07535862991141344,0.0003101751129928065,-0.04408491927567408,0.06050204862513823,0.001238408136932634,0.04264354124882017,0.07687346333298065,0.00043249263276020695,0.03278085980331783,0.07445461352670013,0.0005160692753719839,-0.03427070122714045,0.07445461352670013,0.0012906108403599366,0.00026953069131131584,0.07535862991141344,0.0009014354949977821,0.00036325406074040053,0.05930982283802033,0.000707853602323,0.0016118207123923972,0.058598330979914064,0.0006860128269688973,2.0,0.0,0.04872805106077433,0.12510089596536245,0.0911136253057707
0.054,13.0,2531.8260348516574,0.04588944062553793,0.07994840186629988,0.00043159146952970553,0.05271669717137651,0.07837297510786999,0.0003278415475893941,-0.045448825237359845,0.06292213057014376,0.0012840845981498142,0.04451209019393801,0.07994840186629988,0.0004476583274097565,0.03402177028924487,0.07743279806776814,0.0005358232591734037,-0.03539537923770682,0.07743279806776814,0.001340441991538903,0.0003025553570193813,0.07837297510786999,0.000937241332998704,0.00040788261043238756,0.06168221575154115,0.000735827540289609,0.0018075725344501529,0.06094226421911063,0.0007119653220806189,2.08,0.0,0.048832407001560274,0.125102643827166,0.09116275887023198
0.056,12.0,2277.8272011098056,0.047816992552001523,0.08302334039961909,0.0004456067972889739,0.05438144075221411,0.08138732030432651,0.00034404747759539996,-0.04679078644822169,0.06534221251514928,0.0013294924530301096,0.04634764311812949,0.08302334039961909,0.000462135002468173,0.035260809211646864,0.08041098260883613,0.0005566705478350951,-0.03646849697687626,0.08041098260883613,0.0013896763421585153,0.0003381787060967511,0.08138732030432651,0.0009730171793676855,0.0004560466755027964,0.06405460866506195,0.0007637607126555548,0.0020183786173986317,0.06328619745830719,0.0007377434990862845,2.1599999999999997,0.0,0.04893884957870457,0.12510450492886627,0.0912121185188301
0.058,11.0,2062.5951457190367,0.04982941658454473,0.08609827893293831,0.00045937543657124144,0.055915396212802795,0.08440166550078304,0.00036024269698282723,-0.048075988034199754,0.0677622944601548,0.0013746369709005178,0.04812567110363429,0.08609827893293831,0.00047700762977770584,0.036557755509280455,0.08338916714990414,0.0005775402952590873,-0.03750645633042216,0.08338916714990414,0.0014382919695213648,0.000376500280232471,0.08440166550078304,0.0010087618415362356,0.0005078852120840666,0.06642700157858276,0.0007916514588369596,0.0022447619086130993,0.06563013069750374,0.0007633410249612613,2.2399999999999998,0.0,0.049039985166828365,0.1251066740773384,0.09126138813219696
0.06,13.0,2532.03352460533,0.051860438364858194,0.08917321746625755,0.0004721256105805538,0.05740172859224706,0.08741601069723959,0.0003780073738132415,-0.04931175523668857,0.07018237640516034,0.0014191003732723212,0.049906568826571525,0.08917321746625755,0.0004925705563514791,0.03784342579738232,0.08636735169097215,0.0005977151541803003,-0.03850365282709619,0.08636735169097215,0.0014864856962567316,0.00041761978855063575,0.08741601069723959,0.0010444741250040853,0.0005635377673008247,0.06879939449210358,0.0008194981113602341,0.0024872403815348293,0.06797406393670032,0.0007887516243370467,2.32,0.0,0.04913815682840819,0.12510960890049133,0.09131064345377062
0.062,11.0,2055.753830146108,0.05372156527833203,0.09224815599957677,0.0004846526116166229,0.05905994236344842,0.09043035589369612,0.0003963435276173887,-0.050512489814932185,0.07260245835016588,0.0014629705630422533,0.05187570571687162,0.09224815599957677,0.0005080990460760629,0.038911917912108615,0.08934553623204015,0.0006180253252158941,-0.03944862137120179,0.08934553623204015,0.001534190268709636,0.0004616371140910741,0.09043035589369612,0.0010801528332617459,0.0006231444955370246,0.0711717874056244,0.0008472989956598829,0.0027463268681590693,0.07031799717589687,0.0008139690815323445,2.4,0.0,0.04921775779801638,0.1251121886001409,0.09136035339351523
0.064,12.0,2275.8699721069693,0.055681164309522836,0.095323094532896,0.0004992183510547677,0.060575929346562654,0.09344470109015267,0.00041261710472045095,-0.05165422967143618,0.0750225402951714,0.001506420361321243,0.05376589310361931,0.095323094532896,0.0005213686657922926,0.04006010752479377,0.09232372077310816,0.0006409416343319945,-0.040355020682830096,0.09232372077310816,0.0015812681057317192,0.0005086523203175693,0.09344470109015267,0.0011157967677127391,0.0006868461741016402,0.07354418031914521,0.0008750524298832983,0.003022528893327267,0.07266193041509345,0.0008389872425632126,2.48,0.0,0.049310197874468595,0.1251148027647465,0.0914107444232018
0.066,12.0,2278.5053502076653,0.05764672772637286,0.09839803306621522,0.0005126024250803086,0.062065479809428906,0.0964590462866092,0.0004305974032805586,-0.05274753867834254,0.07744262224017694,0.0015491622229393577,0.05566278686392002,0.09839803306621522,0.000535585679551151,0.04118912331168775,0.09530190531417616,0.0006629015734725888,-0.041215071878118126,0.09530190531417616,0.0016278831119640753,0.0005587656576540399,0.0964590462866092,0.0011514047275954997,0.0007547842182742287,0.07591657323266603,0.0009027567247027726,0.003316348510882676,0.07500586365429,0.0008638000171315529,2.56,0.0,0.049389753440879494,0.12511753751954793,0.09146107081978534
0.068,13.0,2528.279909982054,0.059549633119594506,0.10147297159953446,0.0005259149264779392,0.06360492283655211,0.09947339148306575,0.00044889494008364215,-0.05379520889134691,0.07986270418518246,0.0015913229143623,0.05763228496220381,0.10147297159953446,0.0005497222168273733,0.04222777763812566,0.09828008985524418,0.0006850915985226771,-0.04202497169901011,0.09828008985524418,0.0016739419408003475,0.0006120775700490462,0.09947339148306575,0.0011869755099049404,0.0008271006957120158,0.07828896614618684,0.0009304101831349514,0.003628282141747752,0.07734979689348656,0.0008884013805912466,2.64,0.0,0.04946823839003053,0.1251204559062365,0.09151148472192258
0.07,12.0,2274.0778489330155,0.06158124035698844,0.10454791013285368,0.0005399793241591101,0.06496916331861192,0.10248773667952228,0.000466593766115642,-0.054779325518222975,0.082282786130188,0.0016329359402584187,0.059482776636775044,0.10454791013285368,0.0005629875020477984,0.04339433799377439,0.10125827439631219,0.0007083659610982384,-0.04279690456147692,0.10125827439631219,0.0017193989531438675,0.0006686887015689285,0.10248773667952228,0.0012225079093136787,0.0009039383402005007,0.08066135905970766,0.0009580111003679477,0.0039588204139810726,0.07969373013268313,0.0009127853758912247,2.72,0.0,0.049544068981283364,0.12512304669961202,0.09156222718519219
0.07200000000000001,13.0,2531.154760010449,0.06348548832671345,0.10762284866617292,0.0005524992997102137,0.06646647590525899,0.10550208187597883,0.00048639502268840284,-0.05572496453526596,0.08470286807519353,0.0016737863231209983,0.06146417825274684,0.10762284866617292,0.0005776808643527745,0.04439900706998421,0.10423645893738019,0.0007301054513232697,-0.04350979926348543,0.10423645893738019,0.001764400361986285,0.000728699903019819,0.10550208187597883,0.001258000718092919,0.0009854405647299323,0.08303375197322847,0.0009855577635963357,0.00430844800487074,0.08203766337187969,0.0009369461154947835,2.8000000000000003,0.0,0.04961141816742058,0.12512555024582153,0.09161294754070197
0.074,12.0,2273.3846784813686,0.06554131845314588,0.11069778719949214,0.0005665475864733442,0.06776224666835926,0.10851642707243536,0.0005045994140061165,-0.05660327420266692,0.08712295002019906,0.0017141749746655804,0.06330061628519272,0.11069778719949214,0.0005908033073609435,0.045560373628018125,0.1072146434784482,0.000753787636901568,-0.04418389724370691,0.1072146434784482,0.0018086933129032037,0.0007922122385987094,0.10851642707243536,0.0012934527260329864,0.0010717514738803728,0.08540614488674929,0.0010130484518642323,0.00467764348512052,0.08438159661107626,0.0009608777832744663,2.8800000000000003,0.0,0.04967243135262454,0.1251276163781459,0.09166383388562685
0.076,13.0,2527.4151101182406,0.06751374463084239,0.11377272573281134,0.0005787768873559856,0.06913796808023097,0.11153077226889188,0.0005252223072063915,-0.057436508086977145,0.08954303196520456,0.001753755674014458,0.06522250022525578,0.11377272573281134,0.0006056653133714235,0.04661241617897296,0.11019282801951617,0.0007755894526979766,-0.04480029099899666,0.11019282801951617,0.001852520703158677,0.000859326992573687,0.11153077226889188,0.001328862720363518,0.0011630158754984406,0.08777853780027008,0.0010404814359166765,0.005066879165184145,0.0867255298502728,0.0009845746363818274,2.9599999999999995,0.0,0.04972038516919006,0.12512938951673172,0.09171461957117934
