t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma_close,input_sigma_diff,object_fixed_horizontal_cylinder_radius2p5_x,object_fixed_horizontal_cylinder_radius2p5_y,object_fixed_horizontal_cylinder_radius2p5_z
0.612,0.0,0.0,0.12555079760840568,0.48233244008881093,0.002151897409133588,-0.026287294565020037,0.18755105589788879,0.0012821272493842382,0.0784122167251808,0.18385526029552726,0.0006389467584191478,0.1195370437971235,0.47282781692141523,0.0021303842683641806,-0.037980085306066294,0.18164969780164597,0.0013161279594993843,0.13135476890046152,0.2562595994772649,0.0007598975220902685,0.10108026903601601,0.46715568495527343,0.0022057337527125486,0.007617233943966404,0.251209864639586,0.0014634594895117927,0.11599442156281395,0.2481963035663186,0.0008026526676406643,-0.0425734676582186,0.2487715170300103,0.0017456352522339403,0.16184478139555059,0.46251774373892135,0.0018182725692498902,0.24376716306110996,0.4534035799442094,0.0012781025555644782,0.009246908590262375,0.24386933893119478,0.0014090403699373083,0.026574728975835998,0.24094383619339077,0.0012897983064046933,0.2717672371383583,0.44796446480054153,0.001079106712278518,10.799999999999999,0.0,0.075,0.145,0.13
0.614,0.0,0.0,0.12743426034303804,0.48501206475597103,0.002156767602885392,-0.026432641127054665,0.18859300620843264,0.0012892818046407162,0.07946593821232839,0.18487667840828018,0.0006387867700985962,0.12132497708437111,0.4754546381265342,0.0021355055659764643,-0.03824985846289013,0.1826588627894329,0.0013238336885729955,0.13310849283560527,0.25768326391880525,0.0007579709701100623,0.10264122282079878,0.4697509943161361,0.0022120243516807205,0.007942503432078274,0.2526054749986948,0.0014699294463283703,0.11757700445551823,0.24957517191946482,0.0008014845021399053,-0.04297620310605892,0.2501535810135104,0.001756362292030374,0.16423573065151295,0.46508728675969313,0.0018194550321848552,0.24716896474058436,0.45592248872167723,0.0012729319539634036,0.009468753727348851,0.24522416859192367,0.001415863560009968,0.027182066366709952,0.24228241306113185,0.0012942461045117753,0.2754408814523763,0.45045315627165566,0.0010721155147997842,10.86,0.0,0.075,0.145,0.13
0.616,0.0,0.0,0.12933325101794557,0.487691689423131,0.002161544574480558,-0.026572724110745825,0.18963495651897644,0.0012964055858761868,0.08052523118666603,0.1858980965210331,0.0006385929498522282,0.12312756350618548,0.47808145933165314,0.002140538893483692,-0.038514121962710895,0.1836680277772198,0.0013315073174406597,0.13487105989475484,0.2591069283603456,0.000755990613148442,0.1042162748960865,0.4723463036769987,0.0022182304851371994,0.008275866300209152,0.2540010853578036,0.0014763514915543518,0.11916851334692358,0.25095404027261103,0.000800262214902557,-0.04337574614698413,0.25153564499701037,0.0017670710886184158,0.1666451132455043,0.46765682978046486,0.0018205265947737112,0.25059171062946817,0.458441397499145,0.0012676345965513638,0.009694873142949569,0.24657899825265248,0.0014226614671518218,0.02779955758727059,0.24362098992887288,0.0012986335413729777,0.2791340257287005,0.45294184774276974,0.0010650057977423608,10.919999999999998,0.0,0.075,0.145,0.13
0.618,0.0,0.0,0.13124775961508217,0.4903713140902911,0.0021662283784340732,-0.026707408478884552,0.19067690682952027,0.0013034977856415965,0.08159002787524462,0.18691951463378603,0.00063836570068272,0.12494479370106785,0.4807082805367721,0.00214548430218352,-0.03877271566113701,0.18467719276500674,0.0013391478883663058,0.13664234451430549,0.26053059280188595,0.0007539571974427867,0.10580544538949332,0.4749416130378613,0.002224352028850649,0.008617430724439726,0.2553966957169124,0.0014827249765002196,0.1207688528585517,0.25233290862575725,0.0007989863716730021,-0.043771943663236675,0.25291770898051047,0.0017777607307649676,0.16907287735284926,0.4702263728012367,0.0018214875573343945,0.25403521607646923,0.46096030627661283,0.001262211573882868,0.009925327794248885,0.24793382791338137,0.0014294337286225908,0.028427295844931783,0.24495956679661396,0.0013029600552560603,0.28284641367960833,0.4554305392138839,0.0010577790809111003,10.979999999999999,0.0,0.075,0.145,0.13
0.62,0.0,0.0,0.13317777519315,0.4930509387574512,0.0021708190748542145,-0.02683655875675816,0.1917188571400641,0.0013105575937136919,0.08266025991734892,0.18794093274653897,0.0006381054292277661,0.1267766575055082,0.4833351017418911,0.002150341848244939,-0.03902547892331305,0.18568635775279366,0.001346754440483584,0.13842221996937482,0.2619542572434263,0.0007518714763747249,0.10740875385578394,0.477536922398724,0.002230388862055384,0.008967304921716504,0.2567923060760212,0.001489049252109489,0.12237792654616977,0.25371177697890346,0.0007976575447221105,-0.04416464130756369,0.2542997729640105,0.001788430299763483,0.17151896938595002,0.4727959158220085,0.0018223382308149552,0.2574992935692265,0.4634792150540807,0.0012566639938656687,0.01016017913758935,0.24928865757411023,0.0014361799786791682,0.029065373910142196,0.246298143664355,0.0013072250869165395,0.28657778608050777,0.457919230684998,0.001050436902032338,11.04,0.0,0.075,0.145,0.13
0.622,0.0,0.0,0.13512328589667147,0.4957305634246113,0.0021753167293887678,-0.026960039057181605,0.19276080745060795,0.0013175841972441968,0.0837358583826873,0.18896235085929192,0.000637812545651658,0.12862314396395796,0.4859619229470101,0.0021551115926490114,-0.039272250655363376,0.1866955227405806,0.0013543260099833619,0.14021055840345992,0.2633779216849667,0.0007497342102935514,0.10902621928168715,0.48013223175958664,0.002236340867422816,0.009325597129448249,0.25818791643513006,0.0014953236690804813,0.12399563692197203,0.25509064533204967,0.0007962763127152794,-0.04455368351952454,0.2556818369475106,0.0017990788695304459,0.17398333400326826,0.4753654588427803,0.0018230789367409818,0.260983752765885,0.46599812383154854,0.0012509929815739322,0.010399489127069353,0.2506434872348391,0.0014428998485834985,0.029713884094003367,0.2476367205320961,0.0013114280797317235,0.29032788082049316,0.46040792215611215,0.0010429808164536263,11.1,0.0,0.075,0.145,0.13
0.624,0.0,0.0,0.13708427896516767,0.4984101880917714,0.0021797214131705996,-0.02707771310569219,0.19380275776115177,0.0013245767809100003,0.08481675378969673,0.18998376897204486,0.0006374874635361454,0.13048424133889502,0.4885887441521291,0.002159793601129027,-0.03951286933602373,0.18770468772836751,0.0013618616303023854,0.1420072308583143,0.26480158612650706,0.0007475461663382829,0.11065786009076276,0.4827275411204493,0.002242207931032573,0.009692415584998256,0.25958352679423885,0.0015015475779887437,0.12562188547694514,0.25646951368519594,0.0007948432605793435,-0.044938913542025026,0.25706390093101067,0.0018097055067032113,0.17646591411852405,0.4779350018635521,0.001823710007161703,0.2644884005271024,0.4685170326090164,0.0012451996790587886,0.010643320213050604,0.25199831689556795,0.0014495929666109918,0.030372918225850296,0.24897529739983715,0.0013155684798350027,0.2940964329534012,0.4628966136272263,0.0010354123968403987,11.16,0.0,0.075,0.145,0.13
0.626,0.0,0.0,0.13906074074244149,0.5010898127589314,0.0021840332027625825,-0.027189444265902574,0.19484470807169557,0.0013315345270643265,0.0859028761239586,0.19100518708479775,0.0006371305997706061,0.13235993712097852,0.49121556535724803,0.002164387944110118,-0.03974717304845422,0.18871385271615443,0.0013693603323130688,0.14381210730403798,0.2662252505680474,0.0007453081182583987,0.11230369414832038,0.48532285048131185,0.0022479899423432947,0.010067868505076768,0.26097913715334764,0.0015077203294100961,0.12725657270341234,0.2578483820383421,0.0007933589793683817,-0.045320173438076414,0.2584459649145107,0.0018203092707392145,0.17896665091011044,0.4805045448843238,0.0018242317845947984,0.2680130409484826,0.4710359413864842,0.001239285245156291,0.010891735340574858,0.2533531465562968,0.0014562589580594772,0.031042567630799975,0.2503138742675782,0.0013196457362503672,0.29788317474935777,0.46538530509834036,0.001027733232869635,11.219999999999999,0.0,0.075,0.145,0.13
0.628,0.0,0.0,0.14105265668596345,0.5037694374260915,0.0021882521801019003,-0.027295095565006908,0.19588665838223943,0.001338456615888852,0.086994154856721,0.1920266051975507,0.0006367423744415526,0.13425021803929124,0.493842386562367,0.0021688946966483312,-0.03997499951222695,0.18972301770394134,0.0013768211445143734,0.14562505666937434,0.26764891500958776,0.0007430208462332987,0.11396373876638899,0.4879181598421745,0.002253686794163125,0.010452064065037804,0.2623747475124565,0.001513841274044278,0.1288995981177515,0.2592272503914883,0.0007918240661284558,-0.04569730410777738,0.25982802889801077,0.0018308892140165233,0.18148548383072277,0.48307408790509565,0.0018246446219699114,0.2715574753934303,0.47355485016395205,0.0012332508552928166,0.011144797947689276,0.2547079762170257,0.001462897445258705,0.03172292310727342,0.25165245113531926,0.0013236593010271156,0.30168783574680474,0.4678739965694545,0.0010199449309205805,11.28,0.0,0.075,0.145,0.13
0.63,0.0,0.0,0.14306001137635832,0.5064490620932516,0.002192378432443729,-0.027394529719434964,0.19692860869278325,0.0013453422255467408,0.08809051896352338,0.19304802331030363,0.0006363232107214958,0.13615507007166747,0.496469207767486,0.002173313938369169,-0.040196186115481675,0.19073218269172829,0.0013842430932237315,0.14744594687220647,0.26907257945112817,0.000740685136690523,0.11563801070873582,0.4905134692030372,0.002259298382619889,0.010845110378084727,0.2637703578715653,0.001519909762839165,0.13055086028328222,0.2606061187446346,0.0007902391237612984,-0.04607014530551703,0.2612100928815108,0.0018414443819357294,0.18402235061720115,0.48564363092586743,0.001824948882570868,0.27512150252642154,0.4760737589414199,0.0012270977012879378,0.011402571963679897,0.25606280587775454,0.0014695080475803917,0.03241407490449672,0.25299102800306034,0.0013276086293747215,0.3055101428049972,0.47036268804056863,0.0010120491137625834,11.34,0.0,0.075,0.145,0.13
0.632,5.0,28.181819547105867,0.14494336854201442,0.5091286867604116,0.0021964120523043193,-0.027380747681143992,0.19797055900332705,0.001352190532336572,0.08920817619565409,0.19406944142305654,0.000635873534757199,0.13807447845510368,0.4990960289726049,0.002177645753405625,-0.040410569947242576,0.19174134767951517,0.0013916252027699812,0.14927464485024688,0.27049624389266846,0.000738301782122772,0.11732652619593356,0.49310877856389973,0.0022648246071309834,0.011247115474388898,0.26516596823067407,0.0015259251471155361,0.13221025683331697,0.26198498709778073,0.000788604760886991,-0.04643853565739706,0.26259215686501086,0.0018519738130231673,0.1865771873005851,0.4882131739466392,0.0018251449399766283,0.2787049183466857,0.47859266771888764,0.0012208269911547966,0.011665121807212636,0.2574176355384834,0.001476090381448821,0.03311611269998666,0.25432960487080136,0.0013314931797978279,0.30934982015696033,0.4728513795116827,0.001004047420240113,11.399999999999999,0.0,0.075,0.145,0.13
0.634,5.0,24.023682886848665,0.14646022775829529,0.5118083114275717,0.0022011896573133436,-0.02706776290659354,0.19901250931387088,0.0013583595419700892,0.09037537065477766,0.19509085953580949,0.0006352961000409324,0.14000842769625005,0.5017228501777239,0.002181890230335721,-0.04061798782988962,0.19275051266730212,0.0013989664956872681,0.15111101659191312,0.27191990833420887,0.000735871580903772,0.11902930091047437,0.4957040879247624,0.0022702653703729732,0.011658187280125808,0.2665615785897829,0.0015318867786923642,0.1338776844943712,0.26336385545092694,0.0007869215917056598,-0.04680231267887114,0.2639742208485109,0.001862476539035448,0.18914992821637872,0.490782716967411,0.0018252331780009554,0.2823075162222927,0.4811115764963555,0.0012144399488980189,0.011932512384381262,0.25877246519921226,0.001482644060351998,0.03382912557702647,0.25566818173854244,0.0013353124142313347,0.31320658946289553,0.47534007098279685,0.0009959415049550192,11.459999999999999,0.0,0.075,0.145,0.13
