t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma,input_sigma_diff,object_gui_cylinder_x,object_gui_cylinder_y,object_gui_cylinder_z
0.06,13.0,3567.049027471483,0.0618779508779341,0.08917321746625755,0.0003504379315149799,0.03860998305931716,0.08741601069723959,0.0006018364456366917,-0.04488454236806918,0.07018237640516034,0.0013674698274852297,0.061745312275327695,0.08917321746625755,0.00035547595119560493,0.08554529536103576,0.08636735169097215,3.473547755814343e-05,-0.06680648703478075,0.08636735169097215,0.0018205678342404787,0.00041761978855063564,0.08741601069723959,0.0010444741250040855,0.0005635377673008248,0.06879939449210358,0.0008194981113602341,0.0024872403815348293,0.06797406393670032,0.0007887516243370467,2.32,0.0,0.04894035801861209,0.12445101545914995,0.09663160614002154
0.062,14.0,3708.372806912057,0.06399863912730115,0.09224815599957677,0.000364442461459712,0.03958809871371193,0.09043035589369612,0.0006218444740125475,-0.04588287577826246,0.07260245835016588,0.0014098440086188209,0.06368159650560463,0.09224815599957677,0.00036603412469098887,0.08797161608903033,0.08934553623204015,4.5602890452052684e-05,-0.06826763338057175,0.08934553623204015,0.001873824279201851,0.000461637114091074,0.09043035589369612,0.0010801528332617459,0.0006231444955370247,0.0711717874056244,0.0008472989956598829,0.0027463268681590693,0.07031799717589687,0.0008139690815323445,2.4,0.0,0.04898256175559893,0.1244341647326395,0.09668686438504756
0.064,14.0,3702.9766990130347,0.06595762480102997,0.095323094532896,0.0003758934648671382,0.04085337251960413,0.09344470109015267,0.0006462792285172889,-0.04690817811386658,0.0750225402951714,0.0014508649928812063,0.06563254472080292,0.095323094532896,0.0003796979763274964,0.0902735255028946,0.09232372077310816,5.222525620893398e-05,-0.0696263945551452,0.09232372077310816,0.0019270962498441591,0.0005086523203175692,0.09344470109015267,0.0011157967677127391,0.0006868461741016403,0.07354418031914521,0.0008750524298832983,0.003022528893327267,0.07266193041509345,0.0008389872425632126,2.48,0.0,0.04901021661456485,0.12441143640851272,0.09673748587695799
0.066,14.0,3702.9770319117974,0.06786573888808224,0.09839803306621522,0.00038928489918222303,0.042127083906210866,0.0964590462866092,0.0006672680852040609,-0.047875475014025566,0.07744262224017694,0.0014922096042485223,0.06742992817479895,0.09839803306621522,0.00039318586014494767,0.09273833787370524,0.09530190531417616,6.034055773537883e-05,-0.07094099687948727,0.09530190531417616,0.0019791395984318566,0.0005587656576540398,0.0964590462866092,0.0011514047275954997,0.0007547842182742288,0.07591657323266603,0.0009027567247027726,0.003316348510882676,0.07500586365429,0.0008638000171315529,2.56,0.0,0.04904171442655847,0.12438625016867118,0.0967859280079664
0.068,14.0,3704.7075176725198,0.069715818972054,0.10147297159953446,0.0004032867925374266,0.04341010351403583,0.09947339148306575,0.0006881556909222586,-0.04878059567632043,0.07986270418518246,0.0015328581503904963,0.06909062973152069,0.10147297159953446,0.00040851652109682605,0.09535887469140483,0.09828008985524418,6.650102377846735e-05,-0.07221499807064605,0.09828008985524418,0.002030653040816778,0.0006120775700490461,0.09947339148306575,0.0011869755099049404,0.0008271006957120159,0.07828896614618684,0.0009304101831349514,0.003628282141747752,0.07734979689348656,0.0008884013805912466,2.64,0.0,0.049064276817458896,0.12435850696680295,0.09683160499478465
0.07,14.0,3703.233748076754,0.07129995122089235,0.10454791013285368,0.0004179850939295961,0.04511320184757841,0.10248773667952228,0.0007089315979858374,-0.04972396154975654,0.082282786130188,0.0015727605816781012,0.07082078917373834,0.10454791013285368,0.0004254873648159959,0.09775141621726366,0.10125827439631219,7.079279645888826e-05,-0.07335832640475215,0.10125827439631219,0.0020816792696034987,0.0006686887015689284,0.10248773667952228,0.0012225079093136787,0.0009039383402005008,0.08066135905970766,0.0009580111003679477,0.0039588204139810726,0.07969373013268313,0.0009127853758912247,2.72,0.0,0.049089057470017114,0.12432900100653244,0.09687447354870392
0.07200000000000001,14.0,3707.6227654967674,0.07291561986862917,0.10762284866617292,0.00043587476934336684,0.04669380709012368,0.10550208187597883,0.000724666560340805,-0.05058202554542852,0.08470286807519353,0.0016131219554994009,0.07234164637646204,0.10762284866617292,0.00044162471390921495,0.10041737329281397,0.10423645893738019,7.782051264139839e-05,-0.07448105118528565,0.10423645893738019,0.0021311374241055883,0.0007286999030198189,0.10550208187597883,0.001258000718092919,0.0009854405647299323,0.08303375197322847,0.0009855577635963357,0.00430844800487074,0.08203766337187969,0.0009369461154947835,2.8000000000000003,0.0,0.04911153740386506,0.12429793756059584,0.09691522752288943
0.074,15.0,4081.883645720141,0.07448524437257426,0.11069778719949214,0.0004533860079703556,0.04829359280102504,0.10851642707243536,0.0007418714397877401,-0.05138583793260408,0.08712295002019906,0.001652459706787531,0.07372535693519763,0.11069778719949214,0.0004602736898763612,0.10325014918283786,0.1072146434784482,8.156724222761069e-05,-0.07556471847906102,0.1072146434784482,0.0021803483359648062,0.0007922122385987093,0.10851642707243536,0.0012934527260329864,0.0010717514738803728,0.08540614488674929,0.0010130484518642323,0.00467764348512052,0.08438159661107626,0.0009608777832744663,2.8800000000000003,0.0,0.049128164493140794,0.12426603077476646,0.09695317267203625
0.076,15.0,3762.6571714702222,0.07568746538101939,0.11377272573281134,0.00047144977632284507,0.05051332948225585,0.11153077226889188,0.000758846153614402,-0.052274128980374875,0.08954303196520456,0.0016911464387737037,0.07525517609802755,0.11377272573281134,0.00048056842557136456,0.10570838249037502,0.11019282801951617,8.331214604013981e-05,-0.07647905079746584,0.11019282801951617,0.0022290905579829263,0.0008593269925736869,0.11153077226889188,0.001328862720363518,0.0011630158754984406,0.08777853780027008,0.0010404814359166765,0.005066879165184145,0.0867255298502728,0.0009845746363818274,2.9599999999999995,0.0,0.04915052400470727,0.124233394546592,0.09698879955910905
0.078,13.0,3381.041042560715,0.07723452399752073,0.11684766426613057,0.0004939223866213341,0.05203275283126908,0.11454511746534841,0.0007683814557971107,-0.05294190724914673,0.0919631139102101,0.0017308469146870198,0.07624894745501079,0.11684766426613057,0.0004991098580172362,0.10909137981890858,0.11317101256058418,8.955156084250987e-05,-0.07753143008196701,0.11317101256058418,0.0022758007602966,0.0009301456759933919,0.11454511746534841,0.0013642294856732967,0.0012593792916492058,0.09015093071379089,0.0010678549780595095,0.005476620943802473,0.08906946308946936,0.0010080310070914227,3.0399999999999996,0.0,0.04918056134632759,0.12419737070065051,0.09702254651195961
