t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma_close,input_sigma_adapt,object_adaptive_box_x,object_adaptive_box_y,object_adaptive_box_z
0.21,0.0,0.0,0.00260028282351151,0.2558348859721596,0.0015199432722785766,0.02272031691652426,0.25079352034518393,0.001372213938575371,0.03929409914118209,0.20135081782446004,0.0009786940691607334,0.0020316202342097345,0.2558348859721596,0.0015232792288207505,0.01937770590249441,0.24778495381685806,0.0013736833754007687,0.052845936773896526,0.24778495381685806,0.001178149053463002,0.007534705404844518,0.25079352034518393,0.0014608527780857676,0.010389943968039583,0.19738309040493168,0.0011237749244565373,0.041090977329471416,0.195015245501154,0.0009301558133396829,6.656000000000001,0.0,0.05145361746371024,0.12499618567127388,0.07852074958694193
0.212,0.0,0.0,0.0026919490428858554,0.258294836798815,0.001534167323851821,0.023360827863879944,0.2532049965023492,0.0013829080775149495,0.0403707008185189,0.20328688338046444,0.000983956705435694,0.002110554270123826,0.258294836798815,0.0015375792993876317,0.01992762969501961,0.25016750144971245,0.0013847387732833082,0.05428848590003783,0.25016750144971245,0.0011839293880548955,0.007755661697757897,0.2532049965023492,0.001474021746585028,0.010698788319172385,0.1992810047357483,0.0011333463646062524,0.042210750819396514,0.19689039209251125,0.000934796488578239,6.72,0.0,0.051437245910757934,0.12499615971520285,0.07852107811092493
0.214,0.0,0.0,0.00278605221315571,0.26075478762547033,0.001548377031495507,0.024012810789069965,0.25561647265951437,0.0013935338687738066,0.04146501140891758,0.20522294893646886,0.0009891134887076998,0.002191859723314389,0.26075478762547033,0.0015518654001320793,0.020487581373952977,0.25255004908256684,0.0013957345163252836,0.0557545041089262,0.25255004908256684,0.0011895693790951742,0.00798097223029826,0.25561647265951437,0.0014871648657705388,0.011013871454536832,0.20117891906656496,0.0011428807844843555,0.04334865436258936,0.1987655386838685,0.000939328727186832,6.784,0.0,0.05142087435780563,0.12499613375913182,0.07852140663490793
0.216,0.0,0.0,0.0028826392286603907,0.26321473845212573,0.0015625721174338202,0.024676345597352958,0.2580279488166796,0.001404090828165658,0.04257709510399248,0.2071590144924733,0.0009941640185013342,0.0022755802315214185,0.26321473845212573,0.0015661372723728682,0.021057646026312025,0.25493259671542123,0.0014066700920488096,0.057244066277777665,0.25493259671542123,0.0011950685556389702,0.008210683164525294,0.2580279488166796,0.0015002818595182882,0.01133526224386149,0.2030768333973816,0.0011523777716570688,0.04450474238936705,0.20064068527522574,0.0009437521854758184,6.848,0.0,0.05140450280485333,0.1249961078030608,0.07852173515889094
0.218,0.0,0.0,0.002981757584585172,0.26567468927878113,0.0015767523003007244,0.02535151139488644,0.26043942497384487,0.0014145784762589514,0.04370701353333418,0.2090950800484777,0.0009991079096669114,0.0023617599595780474,0.26567468927878113,0.0015803946542835583,0.0216379084061731,0.2573151443482756,0.0014175449899317817,0.05875724366075409,0.2573151443482756,0.0012004264684229878,0.00844484080533373,0.26043942497384487,0.0015133724508559175,0.011663029682527498,0.20497474772819826,0.0011618369129060206,0.04567906647221261,0.202515831866583,0.0009480665368632957,6.912,0.0,0.051388131251901024,0.12499608184698976,0.07852206368287394
0.22,0.0,0.0,0.003083455379357859,0.2681346401054365,0.0015909172951251078,0.026038386482111164,0.26285090113101006,0.0014249963384167417,0.04485482575718248,0.21103114560448213,0.0010039447924268879,0.002450443602249821,0.2681346401054365,0.0015946372808751505,0.02222845292760566,0.2596976919811301,0.0014283587014497418,0.060294103880116516,0.2596976919811301,0.001205642689922256,0.008683491601894498,0.26285090113101006,0.0015264363619540578,0.011997242886314595,0.20687266205901492,0.0011712577942589245,0.046871675319731174,0.20439097845794024,0.000952271471914366,6.976,0.0,0.05137175969894872,0.12499605589091874,0.07852239220685694
0.222,0.0,0.0,0.0031877813169658696,0.27059459093209187,0.0016050668133164043,0.026737048347165913,0.2652623772881753,0.001435343944836385,0.04602058825950869,0.21296721116048656,0.0010086743124198246,0.002541676387022186,0.27059459093209187,0.0016088648839790523,0.02282936365751925,0.26208023961398447,0.001439110720118273,0.0618547109179922,0.26208023961398447,0.0012107168144032078,0.008926682149092592,0.2652623772881753,0.0015394733141176847,0.012337971086006656,0.20877057638983157,0.0011806400010211018,0.04808261477110724,0.2062661250492975,0.0009563666983773981,7.04,0.0,0.05135538814599642,0.12499602993484771,0.07852272073083995
0.224,0.0,0.0,0.0032947847091936147,0.27305454175874727,0.0016192005626506885,0.02744757365933327,0.26767385344534056,0.001445620830589048,0.04720435494150825,0.21490327671649098,0.0010132961307418938,0.002635504076835919,0.27305454175874727,0.0016230771922303505,0.023440724308423682,0.26446278724683886,0.0014498005415359177,0.06343912510875649,0.26446278724683886,0.00121564845797308,0.009174459188961441,0.26767385344534056,0.001552483027777488,0.01268528362185715,0.21066849072064822,0.0011899831178078496,0.04931192779106365,0.20814127164065477,0.0009603519412172851,7.104,0.0,0.051339016593044115,0.12499600397877668,0.07852304925482295
0.226,0.0,0.0,0.0034045154777799613,0.2755144925854026,0.001633318247257254,0.02817003826251685,0.27008532960250575,0.001455826535659035,0.048406177115504496,0.2168393422724954,0.0010178099239859229,0.0027319729727702043,0.2755144925854026,0.0016372739310514001,0.024062618231103054,0.26684533487969325,0.0014604276634276176,0.0650474031320305,0.26684533487969325,0.0012204372586256207,0.009426869612113474,0.27008532960250575,0.001565465222481266,0.013039249937914983,0.21256640505146487,0.0011992867285776465,0.05055965446532308,0.210016418232012,0.0009642269426456902,7.168,0.0,0.05132264504009181,0.12499597802270565,0.07852337777880596
0.228,0.0,0.0,0.003517024156495587,0.277974443412058,0.0016474195676056682,0.02890451716875052,0.272496805759671,0.001465960604982925,0.04962610349926436,0.21877540782849983,0.001022215384277972,0.0028311299166731024,0.277974443412058,0.0016514548226357268,0.024695128407204142,0.2692278825125477,0.001470991585688668,0.06667959800629572,0.2692278825125477,0.0012250828762831033,0.009683960459166661,0.272496805759671,0.0015784196168853453,0.013399939576211297,0.21446431938228153,0.0012085504166661994,0.05182583199657262,0.21189156482336927,0.0009679914621482771,7.232,0.0,0.05130627348713951,0.12499595206663462,0.07852370630278896
0.23,0.0,0.0,0.003632361893140038,0.2804343942387134,0.001661504220493307,0.02965108455174017,0.27490828191683625,0.0014760225884885144,0.05086418021072669,0.22071147338450425,0.0010265122193114395,0.0029330222937391354,0.2804343942387134,0.0016656195859322419,0.025338337441739835,0.2716104301454021,0.0014814918104291877,0.06833575908312603,0.2716104301454021,0.0012295849928346382,0.00994577892216675,0.27490828191683625,0.0015913459287460177,0.013767422170807713,0.21636223371309818,0.0012177737648213212,0.05311049470093187,0.2137667114147265,0.0009716452765089233,7.296,0.0,0.051289901934187206,0.1249959261105636,0.07852403482677196
0.232,0.0,0.0,0.003750580451458311,0.2828943450653688,0.0016755718990333728,0.030409813740438454,0.2773197580740015,0.001486012041133568,0.052120450763143915,0.2226475389405087,0.001030700152378692,0.003037698035033731,0.2828943450653688,0.001679767936629778,0.02599232755550828,0.2739929777782565,0.0014919278420191,0.07001593204203825,0.2739929777782565,0.0012339433121707829,0.01021237234600493,0.2773197580740015,0.0016042438749110084,0.014141767441706666,0.21826014804391483,0.0012269563552386427,0.054413674004925056,0.21564185800608376,0.0009751881798309113,7.36,0.0,0.0512735303812349,0.12499590015449256,0.07852436335075497
0.234,0.0,0.0,0.003871732212976796,0.28535429589202416,0.001689622292643395,0.031180777212653204,0.2797312342311667,0.0014959285229443695,0.05339495606063754,0.22458360449651313,0.0010347789224002153,0.0031452056199642634,0.28535429589202416,0.0016938995871419425,0.026657180577428437,0.2763755254111109,0.0015022991871336156,0.07172015888596146,0.2763755254111109,0.0012381575602144358,0.01048378822983067,0.2797312342311667,0.0016171131713109707,0.014523045188624432,0.22015806237473148,0.001236097769598149,0.055735398442957385,0.21751700459744103,0.000978619983555096,7.424,0.0,0.0512571588282826,0.12499587419842154,0.07852469187473797
0.23600000000000002,0.0,0.0,0.0039958701787584155,0.28781424671867956,0.0017036550870342165,0.03196404658868989,0.28214271038833194,0.0015057715990540723,0.05468773439416801,0.22651967005251755,0.0010387482839512802,0.00325559407869745,0.28781424671867956,0.0017080142465922916,0.02733297793679273,0.2787580730439653,0.0015126053547992215,0.07344847793732581,0.2787580730439653,0.0012422274849480232,0.01076007422845943,0.28214271038833194,0.0016299535329510077,0.014911325284627531,0.22205597670554814,0.0012451975891015423,0.05707569365529591,0.21939215118879826,0.0009819405164750452,7.488,0.0,0.051240787275330296,0.12499584824235051,0.07852502039872097
0.23800000000000002,0.0,0.0,0.004123047971076817,0.29027419754533496,0.0017176699641994592,0.03275969262502882,0.2845541865454972,0.0015155408397408438,0.05599882143791945,0.22845573560852198,0.0010426080072861237,0.0033689129945228473,0.29027419754533496,0.0017221116207998249,0.02801980065543763,0.2811406206768197,0.001522845856440162,0.07520092383477107,0.2811406206768197,0.0012461528564369634,0.011041278153775015,0.2845541865454972,0.0016427646739022267,0.015306677669633211,0.2239538910363648,0.0012542553945104236,0.05843458238655504,0.22126729778015553,0.0009851496247491576,7.5520000000000005,0.0,0.05122441572237799,0.12499582228627948,0.07852534892270398
0.24,0.0,0.0,0.0042533198350094776,0.2927341483719903,0.001731666602405481,0.03356778520803752,0.2869656627026624,0.0015252358204658014,0.057328250246099444,0.2303918011645264,0.0010463578783596417,0.003485212506162209,0.2927341483719903,0.0017361914122648048,0.028717729339832875,0.2835231683096741,0.0015330202059254188,0.07697752753047525,0.2835231683096741,0.0012499334668494182,0.011327447976126247,0.2869656627026624,0.0016555463072933242,0.015709172343774752,0.22585180536718144,0.0012632707661852894,0.059812084484686646,0.22314244437151276,0.0009882471719097465,7.6160000000000005,0.0,0.05120804416942569,0.12499579633020845,0.07852567744668698
0.242,0.0,0.0,0.004386740639949584,0.29519409919864564,0.0017456446761818169,0.03438839334771895,0.2893771388598276,0.0015348561219107402,0.05867605125015443,0.2323278667205308,0.0010499976988465882,0.003604543310024475,0.29519409919864564,0.0017502533201549009,0.029426844173090244,0.2859057159425285,0.0015431279196161738,0.07877831628810344,0.2859057159425285,0.0012535691304723195,0.011618631825717702,0.2893771388598276,0.0016682981453022081,0.016118879360632388,0.22774971969799807,0.00127224328412534,0.06120821690047483,0.22501759096287,0.0009912330388691002,7.68,0.0,0.05119167261647339,0.12499577037413742,0.07852600597066998
0.244,0.0,0.0,0.0045233658810365784,0.29765405002530104,0.0017596038563121087,0.03522158517149606,0.2917886150169928,0.0015444013300156434,0.06004225225640069,0.23426393227653522,0.0010535272861582849,0.0037269566624061477,0.29765405002530104,0.0017642970402916595,0.030147224906892627,0.2882882635753829,0.0015531685164137561,0.08060331368137687,0.2882882635753829,0.0012570596837236767,0.011914877993994231,0.2917886150169928,0.0016810198991476508,0.016535868820330646,0.22964763402881472,0.001281172528009094,0.06262299368753506,0.22689273755422726,0.0009941071239225148,7.744,0.0,0.051175301063521084,0.12499574441806639,0.07852633449465299
0.246,0.0,0.0,0.004663251680505246,0.30011400085195644,0.0017735438098255192,0.03606742791803333,0.2942000911741581,0.0015538710360159722,0.06142687844407122,0.23619999783253964,0.0010569464734568336,0.0038525043816368455,0.30011400085195644,0.0017783222651373018,0.030878950853344387,0.2906708112082373,0.001563141517808068,0.08245253959326215,0.2906708112082373,0.0012604049851611626,0.012216234935018968,0.2942000911741581,0.0016937112790809832,0.016960210862502996,0.23154554835963137,0.0012900580772358043,0.06405642600281752,0.2287678841455845,0.0009968693427482966,7.808,0.0,0.05115892951056878,0.12499571846199536,0.07852666301863599
0.248,0.0,0.0,0.004806454788953244,0.30257395167861184,0.0017874641999886397,0.03692598793109579,0.2966115673313233,0.0015632648364797403,0.06282995236377854,0.23813606338854407,0.0010602551096668372,0.0039812388501697955,0.30257395167861184,0.0017923286837818499,0.03162210087674383,0.29305335884109174,0.001573046447926484,0.08432601021578057,0.29305335884109174,0.0012636049154869774,0.012522751266844536,0.2966115673313233,0.0017063719943778263,0.017391975659124648,0.23344346269044802,0.0012988995109676701,0.06550852210761433,0.23064303073694176,0.0009995196284047455,7.872,0.0,0.05114255795761648,0.12499569250592434,0.078526991542619
0.25,0.0,0.0,0.004953032586526973,0.3050339025052672,0.0018013646862978837,0.03779733065344621,0.2990230434884885,0.0015725823333443563,0.06425149393639341,0.2400721289445485,0.0010634530594846197,0.004113213016617064,0.3050339025052672,0.0018063159819305841,0.03237675338527883,0.29543590647394613,0.0015828828335832138,0.086223738050437,0.29543590647394613,0.0012666593775489934,0.012834475772877179,0.2990230434884885,0.001719001753329864,0.017831233407214507,0.23534137702126467,0.0013076964081728403,0.06697928736907012,0.232518177328299,0.001002057931324108,7.936,0.0,0.051126186404664174,0.12499566654985331,0.078527320066602
0.252,0.0,0.0,0.005103043084025714,0.3074938533319226,0.0018152449244723738,0.03868152062078095,0.30143451964565376,0.0015818231339532454,0.06569152045233949,0.24200819450055291,0.001066540203384957,0.004248480397729297,0.3074938533319226,0.0018202838418918332,0.033142986322646464,0.2978184541068005,0.0015926502043291301,0.08814573190926822,0.2978184541068005,0.0012695682963381812,0.013151457403233499,0.30143451964565376,0.0017316002632366597,0.018278054321407177,0.23723929135208133,0.001316448347669201,0.06846872426219551,0.23439332391965625,0.0010044842193035167,8.0,0.0,0.05110981485171187,0.12499564059378228,0.078527648590585
0.254,0.0,0.0,0.005256539748214031,0.3074938533319226,0.0018143448614873813,0.03957855981956242,0.30143451964565376,0.0015765179941492368,0.06714993477231333,0.24200819450055291,0.0010579000442892806,0.00438708956444654,0.3074938533319226,0.0018194722376051599,0.03392082744382291,0.2978184541068005,0.0015880528067049244,0.09009184584126158,0.2978184541068005,0.0012580363331851938,0.013473725796951561,0.30143451964565376,0.0017296983734545216,0.018732482470780187,0.23723929135208133,0.001313767422184045,0.06997671455376546,0.23439332391965625,0.0009955475979447645,8.0,0.0,0.05109344329875957,0.12499561463771125,0.078527977114568
0.256,0.0,0.0,0.0054135714986431665,0.3074938533319226,0.0018134238815022512,0.040488387685031296,0.30143451964565376,0.001571135758956548,0.0686265253358563,0.24200819450055291,0.0010491495583694376,0.004529084140839711,0.3074938533319226,0.0018186405826048561,0.03471025430799288,0.2978184541068005,0.0015833857599778657,0.09206177914670494,0.2978184541068005,0.0012463596495932339,0.013801291282560893,0.30143451964565376,0.0017277647630922132,0.01919453577036186,0.23723929135208133,0.0013110408532878068,0.0715030193149622,0.23439332391965625,0.0009864996561953449,8.0,0.0,0.051077071745807265,0.12499558868164022,0.07852830563855101
0.258,0.0,0.0,0.005574187877034683,0.3074938533319226,0.0018124816909996764,0.04141094273878214,0.30143451964565376,0.0015656767917637347,0.07012107798594405,0.24200819450055291,0.0010402900149881797,0.004674508316205216,0.3074938533319226,0.0018177886151464974,0.0355112439872821,0.2978184541068005,0.0015786491987928458,0.09405522749134443,0.2978184541068005,0.0012345400497605736,0.014134164357316514,0.30143451964565376,0.0017257993701785572,0.019664232125537157,0.23723929135208133,0.0013082685334903168,0.07304739677233676,0.23439332391965625,0.0009773418276281644,8.0,0.0,0.05106070019285496,0.12499556272556919,0.07852863416253401
0.26,0.0,0.0,0.005738439040218459,0.3074938533319226,0.0018115179927293275,0.04234616259116487,0.30143451964565376,0.0015601414614412298,0.0716333760032457,0.24200819450055291,0.001031322699087653,0.004823406840439699,0.3074938533319226,0.0018169160700943043,0.03632377305923358,0.2978184541068005,0.0015738432607171106,0.09607188295783647,0.2978184541068005,0.0012225793596927366,0.014472355687224474,0.30143451964565376,0.0017238021317300236,0.02014158941929016,0.23723929135208133,0.001305450355359265,0.07460960235022772,0.23439332391965625,0.000968075562883917,8.0,0.0,0.05104432863990266,0.12499553676949816,0.07852896268651702
0.262,0.0,0.0,0.005906375752969965,0.3074938533319226,0.0018105324857502247,0.04329398394374539,0.30143451964565376,0.0015545301423269334,0.07316320014079046,0.24200819450055291,0.0010222489109838434,0.004975825019345301,0.3074938533319226,0.0018160226789488974,0.037147817599227764,0.2978184541068005,0.0015689680862854018,0.09811143409780393,0.2978184541068005,0.0012104794268937844,0.014815876107052772,0.30143451964565376,0.0017217729837505757,0.020626625499331103,0.23723929135208133,0.001302586211596747,0.07618938871366829,0.23439332391965625,0.0009587023294165714,8.0,0.0,0.051027957086950355,0.12499551081342714,0.07852929121050002
0.264,0.0,0.0,0.006078049380747278,0.3074938533319226,0.0018095248654737156,0.04425434259182626,0.30143451964565376,0.0015488432142114503,0.07471032865903643,0.24200819450055291,0.001013069966158575,0.005131808709865343,0.3074938533319226,0.0018151081698754637,0.037983353172849794,0.2978184541068005,0.0015640238190454366,0.1001735659844871,0.2978184541068005,0.0011982421200539795,0.015164736620327,0.30143451964565376,0.001719711861231606,0.02111935816511174,0.23723929135208133,0.0012996759951165013,0.0777865058117742,0.23439332391965625,0.0009492236112359278,8.0,0.0,0.05101158553399805,0.1249954848573561,0.07852961973448302
0.266,0.0,0.0,0.006253511882328331,0.3074938533319226,0.0018084948237070517,0.045227173427028165,0.30143451964565376,0.0015430810623229651,0.0762745373613351,0.24200819450055291,0.001003787195049099,0.005291404315250371,0.3074938533319226,0.0018141722677323434,0.038830354828206924,0.2978184541068005,0.0015590106056037046,0.10225796026598007,0.2978184541068005,0.0011858693287338806,0.015518948399310064,0.30143451964565376,0.0017176186981519605,0.02161980515473277,0.23723929135208133,0.0012967195991218177,0.07940070092160403,0.23439332391965625,0.0009396409086472924,8.0,0.0,0.05099521398104575,0.12499545890128508,0.07852994825846603
0.268,0.0,0.0,0.006432815802348882,0.3074938533319226,0.0018074420486975658,0.046212410439933224,0.30143451964565376,0.0015372440773117537,0.07785559962978601,0.24200819450055291,0.0009944019428353068,0.00545465878015448,0.3074938533319226,0.0018132146941000332,0.03968879708819937,0.2978184541068005,0.0015539285956715618,0.10436429521904307,0.2978184541068005,0.001173362963044923,0.015878522784965304,0.30143451964565376,0.0017154934274780623,0.02212798413174718,0.23723929135208133,0.0012937169171840914,0.08103171869248403,0.23439332391965625,0.0009299557379883134,8.0,0.0,0.050978842428093446,0.12499543294521405,0.07853027678244903
0.27,0.0,0.0,0.0066160142637417,0.3074938533319226,0.0018063662251774422,0.047209986722790906,0.30143451964565376,0.0015313326552343232,0.07945328646147523,0.24200819450055291,0.0009849155692246013,0.005621619585661817,0.3074938533319226,0.0018122351673106087,0.04055865394274778,0.2978184541068005,0.001548777942111607,0.10649224580348111,0.2978184541068005,0.0011607249533265448,0.016243471286902345,0.30143451964565376,0.0017133359811641307,0.022643912671863345,0.23723929135208133,0.0012906678433220048,0.08267930119078915,0.23439332391965625,0.0009201696313630334,8.0,0.0,0.05096247087514114,0.12499540698914302,0.07853060530643204
0.272,0.0,0.0,0.0068031609600774715,0.3074938533319226,0.0018052670344090853,0.04821983447228751,0.30143451964565376,0.0015253471975371772,0.08106736650509175,0.24200819450055291,0.0009753294482344661,0.005792334744243201,0.3074938533319226,0.0018112334024775647,0.04143989884098059,0.2978184541068005,0.0015435588009843166,0.10864148371707928,0.2978184541068005,0.0011479572498199165,0.016613805583305007,0.30143451964565376,0.0017111462901525086,0.023167608249551778,0.23723929135208133,0.001287572272081308,0.08434318794517202,0.23439332391965625,0.0009102841363732027,8.0,0.0,0.05094609932218884,0.12499538103307199,0.07853093383041504
0.274,0.0,0.0,0.006994310147807946,0.3074938533319226,0.0018041441542310706,0.049241884992380046,0.30143451964565376,0.0015192881110401976,0.08269760609791553,0.24200819450055291,0.000965644967972767,0.005966852794642758,0.3074938533319226,0.0018102091115260765,0.04233250468338448,0.2978184541068005,0.0015382713315949196,0.11081167745108479,0.2978184541068005,0.0011350618223383276,0.01698953752084058,0.30143451964565376,0.0017089242843740925,0.023699088224559444,0.23723929135208133,0.0012844300986151773,0.08602311599223157,0.23439332391965625,0.0009003008158469055,8.0,0.0,0.05092972776923654,0.12499535507700096,0.07853126235439804
0.276,0.0,0.0,0.007189516638411837,0.3074938533319226,0.001802997259104688,0.05027606869719544,0.30143451964565376,0.0015131558079196424,0.08434376930317104,0.24200819450055291,0.0009558635304158244,0.006145222796694491,0.3074938533319226,0.001809162003223679,0.04323644381392143,0.2978184541068005,0.0015329156965404964,0.11300249234622609,0.2978184541068005,0.0011220406599342944,0.017370679114549793,0.30143451964565376,0.001706669892748879,0.02423836982833562,0.23723929135208133,0.0012812412187651315,0.0877188199226127,0.23439332391965625,0.000890221247564548,8.0,0.0,0.05091335621628423,0.12499532912092993,0.07853159087838105
0.278,0.0,0.0,0.0073888357904440035,0.3074938533319226,0.0018018260201610645,0.051322315113995966,0.30143451964565376,0.0015069507056907501,0.08600561794773985,0.24200819450055291,0.0009459865511842914,0.006327494326068684,0.3074938533319226,0.0018080917832113685,0.044151688012115456,0.2978184541068005,0.0015274920617572745,0.11521359064925885,0.2978184541068005,0.0011088957705634468,0.01775724254771674,0.30143451964565376,0.0017043830431866238,0.024785470150373284,0.23723929135208133,0.0012780055291424742,0.08943003192752855,0.23439332391965625,0.0008800470239822614,8.0,0.0,0.05089698466333193,0.1249953031648589,0.07853191940236405
0.28,0.0,0.0,0.007592323501488444,0.3074938533319226,0.0018006301052488714,0.05238055288621175,0.30143451964565376,0.0015006732271899467,0.08768291166022615,0.24200819450055291,0.0009360154593168785,0.006513717468948043,0.3074938533319226,0.0018069981540351236,0.04507820848511261,0.2978184541068005,0.0015220005965681106,0.11744463157002881,0.2978184541068005,0.00109562918074525,0.018149240171718126,0.30143451964565376,0.0017020636625876221,0.025340406124470034,0.23723929135208133,0.0012747229272102483,0.09115648184569682,0.23439332391965625,0.0008697797519527662,8.0,0.0,0.05088061311037963,0.12499527720878788,0.07853224792634705
0.28200000000000003,0.0,0.0,0.0078000362000156575,0.3074938533319226,0.001799409178982605,0.053450709776541254,0.30143451964565376,0.001494323800556652,0.0893754079093687,0.24200819450055291,0.0009259516970419606,0.006703942816633501,0.3074938533319226,0.0018058808151778475,0.04601597585971754,0.2978184541068005,0.0015164414737301275,0.11969527133904141,0.2978184541068005,0.0010822429352206303,0.018546684505851067,0.30143451964565376,0.0016997116768436137,0.025903194514912666,0.23723929135208133,0.0012713933113656678,0.09289789721068133,0.23439332391965625,0.0008594210524437566,8.0,0.0,0.050864241557427324,0.12499525125271685,0.07853257645033006
0.28400000000000003,0.0,0.0,0.008012030837144902,0.3074938533319226,0.0017981629027914415,0.05453271267012068,0.30143451964565376,0.001487902859214675,0.09108286204279263,0.24200819450055291,0.0009157967195471055,0.006898221460079552,0.3074938533319226,0.0018047394630917345,0.046964960174410035,0.2978184541068005,0.0015108148694824978,0.12196516326552777,0.2978184541068005,0.0010687390966065548,0.018949588237138763,0.30143451964565376,0.0016973270108388162,0.026473851902589402,0.23723929135208133,0.001268016581023012,0.09465400329863012,0.23439332391965625,0.0008489725602538495,8.0,0.0,0.05084787000447502,0.12499522529664582,0.07853290497431306
0.28600000000000003,0.0,0.0,0.008228364878311927,0.3074938533319226,0.001796890934968666,0.05562648757776307,0.30143451964565376,0.0014814108418531985,0.09280502732609486,0.24200819450055291,0.0009055519947465618,0.00709660498435904,0.3074938533319226,0.001803573791231058,0.047925130871345034,0.2978184541068005,0.001505120963594343,0.12425395779599684,0.2978184541068005,0.0010551197450476366,0.01935796422011332,0.30143451964565376,0.00169490958845109,0.027052394671033975,0.23723929135208133,0.0012645926366969516,0.09642452317640132,0.23439332391965625,0.0008384359237261568,8.0,0.0,0.05083149845152272,0.12499519934057479,0.07853323349829607
0.28800000000000003,0.0,0.0,0.00844909629484273,0.3074938533319226,0.0017955929307216642,0.056731959639268144,0.30143451964565376,0.0014748481924073444,0.09454165498225627,0.24200819450055291,0.0008952190030467483,0.007299145463057293,0.3074938533319226,0.0018023834900853812,0.04889645678833954,0.2978184541068005,0.001499359939412733,0.12656130257326317,0.2978184541068005,0.0010413869778648221,0.01977182547657499,0.30143451964565376,0.0016924593325532426,0.02763883899240567,0.23723929135208133,0.001261121380086284,0.09820917775006772,0.23439332391965625,0.0008278128044595296,8.0,0.0,0.050815126898570415,0.12499517338450376,0.07853356202227907
0.29,0.0,0.0,0.008674283555433919,0.3074938533319226,0.001794268542222479,0.0578490531268036,0.30143451964565376,0.0014682153600383138,0.09629249423137425,0.24200819450055291,0.0008847992371097799,0.00750589545259549,0.3074938533319226,0.0018011682472131919,0.0498789061508499,0.2978184541068005,0.001493531983910766,0.12888684249593993,0.2978184541068005,0.001027542909201224,0.020191185195327147,0.30143451964565376,0.0016899761650144727,0.028233200813409496,0.23723929135208133,0.0012576027141580541,0.10000768581379128,0.23439332391965625,0.0008171048770175311,8.0,0.0,0.05079875534561811,0.12499514742843273,0.07853389054626207
0.292,0.0,0.0,0.00890398561754025,0.3074938533319226,0.001792917418658932,0.05897769144835888,0.30143451964565376,0.0014615127991131009,0.09805729233070881,0.24200819450055291,0.0008742942016150721,0.007716907986483158,0.3074938533319226,0.0017999277472759625,0.0508724465639431,0.2978184541068005,0.0014876372877357037,0.13123021977838636,0.2978184541068005,0.0010135896696651637,0.02061605673188618,0.30143451964565376,0.0016874600067019597,0.028835495841160724,0.23723929135208133,0.001254036543232031,0.10181976409905837,0.23439332391965625,0.0008063138286351898,8.0,0.0,0.05078238379266581,0.1249951214723617,0.07853421907024508
0.294,0.0,0.0,0.009138261918669942,0.3074938533319226,0.001791539206286294,0.06011779715127219,0.30143451964565376,0.0014547409691837694,0.09983579461503561,0.24200819450055291,0.0008637054130190647,0.007932236569499691,0.3074938533319226,0.0017986616720726365,0.051877045004265404,0.2978184541068005,0.0014816760452571445,0.13359107401109926,0.2978184541068005,0.000999529405970485,0.021046453608165667,0.30143451964565376,0.0016849107774826056,0.029445739528997986,0.23723929135208133,0.0012504227730655237,0.10364512732426669,0.23439332391965625,0.0007954413589235873,8.0,0.0,0.050766012239713505,0.12499509551629068,0.07853454759422808
0.296,0.0,0.0,0.009377172367588353,0.3074938533319226,0.0017901335484795159,0.06126929192583177,0.30143451964565376,0.0014479003349662895,0.10162774453729906,0.24200819450055291,0.0008530343993131039,0.008151935171804781,0.3074938533319226,0.0017973697005745372,0.05289266781201205,0.2978184541068005,0.0014756484546152107,0.13596904222153752,0.2978184541068005,0.0009853642805742076,0.021482389512134013,0.30143451964565376,0.0016823283962249288,0.030063947062249213,0.23723929135208133,0.0012467613109385,0.1054834882446548,0.23439332391965625,0.0007844891795723373,8.0,0.0,0.0507496406867612,0.12499506956021965,0.07853487611821108
0.298,0.0,0.0,0.00962077733543063,0.3074938533319226,0.0017887000857860055,0.062432096608952124,0.30143451964565376,0.001440991366318932,0.10343288370955885,0.24200819450055291,0.0008422826997795231,0.008376058222977639,0.3074938533319226,0.0017960515089607068,0.053919280682901576,0.2978184541068005,0.0014695547177687308,0.13836375893536904,0.2978184541068005,0.000971096471311578,0.02192387829744486,0.30143451964565376,0.0016797127808011187,0.03069013334395467,0.23723929135208133,0.0012430520657389927,0.10733455770256482,0.23439332391965625,0.0007734590140500089,8.0,0.0,0.0507332691338089,0.12499504360414862,0.07853520464219409
0.3,0.0,0.0,0.009869137646723931,0.3074938533319226,0.0017872384559789517,0.06360613118792624,0.30143451964565376,0.0014340145382202099,0.10525095194422282,0.24200819450055291,0.0008314518647459644,0.008604660605984893,0.3074938533319226,0.0017947067706536696,0.054956848660158236,0.2978184541068005,0.0014633950405433937,0.14077485623812902,0.2978184541068005,0.000956728171028589,0.02237093398303949,0.30143451964565376,0.0016770638480892535,0.031324312980551404,0.23723929135208133,0.0012392949480487599,0.10919804467802922,0.23439332391965625,0.0007623525973025487,8.0,0.0,0.050716897580856596,0.12499501764807759,0.07853553316617709
