t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma,input_sigma_diff
0.20400000000000001,0.0,0.0,0.05911324525979927,0.3349530833950076,0.0033294935558134866,-0.01631487728770605,0.13024378881797835,0.001754902008551137,0.038874603698479115,0.12767726409411617,0.0010776202062688378,0.05637902208192956,0.3283526506398717,0.0032821571323669836,-0.022639881252179403,0.12614562347336528,0.001779876090776413,0.06527748728545638,0.17795805519254507,0.0013722492943851906,0.046905237358603906,0.32441367010782884,0.00334577094111714,0.00023319841913101575,0.1744512948886014,0.0020920260294297463,0.05709599812487804,0.17235854414327684,0.001400925716478985,-0.023676374453016083,0.17275799793750718,0.002350830597877556,0.07670447017039787,0.3211928775964732,0.002958889661584859,0.11868217878741398,0.3148635971834788,0.0023916626984519847,0.0031140681172212754,0.16935370759110752,0.001996358284352436,0.00914233423239383,0.16732210846763249,0.0019025206084801421,0.13425066842698452,0.311086433889265,0.0021636686433048947,7.5,0.0
0.20600000000000002,0.0,0.0,0.06075745060735254,0.3349530833950076,0.0033100780576225002,-0.016630307499227254,0.13024378881797835,0.001758703993268213,0.03988659330361314,0.12767726409411617,0.0010656319247476446,0.05794330689728813,0.3283526506398717,0.0032636835426953052,-0.023101984912713428,0.12614562347336528,0.0017854260567065363,0.06697247619031862,0.17795805519254507,0.0013521668148850643,0.04823338279819381,0.32441367010782884,0.003330101192990699,0.0003580724218962306,0.1744512948886014,0.0020906171576336443,0.05859716220868177,0.17235854414327684,0.0013831505522207857,-0.0242107481657611,0.17275799793750718,0.002357212468686279,0.07882316495549063,0.3211928775964732,0.002933860889112904,0.1218501019586321,0.3148635971834788,0.0023541770207527774,0.0032417213709415318,0.16935370759110752,0.001994875673686635,0.009517405919161306,0.16732210846763249,0.001898157290822864,0.1377664123395237,0.311086433889265,0.0021220291855473658,7.5,0.0
0.20800000000000002,0.0,0.0,0.06242760372384333,0.3349530833950076,0.003290347593451861,-0.016943932932517645,0.13024378881797835,0.0017624891558064672,0.04091119563484092,0.12767726409411617,0.0010534880494860366,0.05953211926017923,0.3283526506398717,0.003244912124911002,-0.023563195468131144,0.12614562347336528,0.0017909713006329445,0.06868830469089285,0.17795805519254507,0.0013318269480267174,0.04958368238851329,0.32441367010782884,0.003314163447715621,0.0004906836269739829,0.1744512948886014,0.002089118669600462,0.06011773420515738,0.17235854414327684,0.0013651365832151408,-0.024747243220866896,0.17275799793750718,0.0023636249532392193,0.08097438212960437,0.3211928775964732,0.0029084365516917907,0.12506120384356326,0.3148635971834788,0.00231616194269816,0.0033735733619336076,0.16935370759110752,0.0019933438346419917,0.009904156806470615,0.16732210846763249,0.0018936564305816542,0.14132674065120784,0.311086433889265,0.0020798402585968955,7.5,0.0
0.21,0.0,0.0,0.06412340122354078,0.3349530833950076,0.003270305756053972,-0.017255346579938553,0.13024378881797835,0.0017662526610059519,0.0419480533924181,0.12767726409411617,0.001041192821511303,0.06114516400197225,0.3283526506398717,0.0032258463765563097,-0.024023008364131848,0.12614562347336528,0.0017965058272979572,0.07042435647173319,0.17795805519254507,0.0013112370060198266,0.050955954780938596,0.32441367010782884,0.003297959852631787,0.0006313035262833991,0.1744512948886014,0.002087527335139529,0.06165721578224516,0.17235854414327684,0.0013468897192574335,-0.025285424186038907,0.17275799793750718,0.0023700628939004893,0.08315767373172563,0.3211928775964732,0.002882621945602426,0.12831453385280847,0.3148635971834788,0.0022776287200789863,0.003509722168725214,0.16935370759110752,0.0019917616107500867,0.010302805235914132,0.16732210846763249,0.0018890154199339426,0.14493043374114328,0.311086433889265,0.0020371163188566857,7.5,0.0
0.212,0.0,0.0,0.0658445358280618,0.3349530833950076,0.0032499561860576025,-0.017564137554119334,0.13024378881797835,0.0017699896247750028,0.04299680555283757,0.12767726409411617,0.0010287505284203768,0.06278214235032943,0.3283526506398717,0.0032064898396547935,-0.02448091434724903,0.12614562347336528,0.0018020235820499656,0.07218000851023305,0.17795805519254507,0.0012904043846497426,0.05235001627967987,0.32441367010782884,0.0032814925839226828,0.0007802057680414303,0.1744512948886014,0.0020858398963478158,0.06321510295569552,0.17235854414327684,0.0013284159403323802,-0.025824850147689198,0.17275799793750718,0.002376521065482553,0.08537258530602211,0.3211928775964732,0.002856422446376971,0.1316091290927058,0.3148635971834788,0.002238588759968044,0.0036502675640099898,0.16935370759110752,0.0019901278250685876,0.010713570407105693,0.16732210846763249,0.0018842316387806205,0.14857625751996606,0.311086433889265,0.0019938720017774604,7.5,0.0
0.214,0.0,0.0,0.06759069646453801,0.3349530833950076,0.0032293025708033498,-0.01786989128799922,0.13024378881797835,0.0017736951164651724,0.04405708752751544,0.12767726409411617,0.0010161655024953432,0.06444275203339012,0.3283526506398717,0.0031868460994745073,-0.02493639971780792,0.12614562347336528,0.0018075184538473717,0.07395463133691249,0.17795805519254507,0.001269336560187744,0.05376568089885029,0.32441367010782884,0.0032647638459377877,0.0009376660021475044,0.1744512948886014,0.0020840530694467194,0.06479088628818958,0.17235854414327684,0.0013097212942509758,-0.026365074860992724,0.17275799793750718,0.0023829941770223567,0.08761865601299208,0.3211928775964732,0.0028298435074854134,0.13494401467180622,0.3148635971834788,0.002199053617089276,0.0037953110022111553,0.16935370759110752,0.0019884412803251703,0.011136672211244304,0.16732210846763249,0.0018793024567263217,0.15226296388733473,0.311086433889265,0.0019501221164315871,7.5,0.0
0.216,0.0,0.0,0.06936156836486614,0.3349530833950076,0.003208348643165635,-0.018172189736911527,0.13024378881797835,0.001777364161271731,0.04512853132304975,0.12767726409411617,0.0010034421187992088,0.06612668738502459,0.3283526506398717,0.003166918783277779,-0.025388946585397507,0.12614562347336528,0.0018129842782940784,0.07574758929840107,0.17795805519254507,0.001248041086267591,0.055202760420112074,0.32441367010782884,0.0032477758705077423,0.0011039617240911194,0.1744512948886014,0.002082163546637447,0.06638405109057557,0.17235854414327684,0.0012908118942610472,-0.0269056469019468,0.17275799793750718,0.0023894768735819986,0.08989541874228414,0.3211928775964732,0.0028028906590017734,0.13831820401116124,0.3148635971834788,0.002159034990140071,0.003944955606592651,0.16935370759110752,0.0019867007590667566,0.011572331063355463,0.16732210846763249,0.001874225235076658,0.15598929119458263,0.311086433889265,0.001905881640023163,7.5,0.0
0.218,0.0,0.0,0.07115683316600274,0.3349530833950076,0.003187098180361698,-0.018470611582620696,0.13024378881797832,0.0017809917426586783,0.046210765702978905,0.12767726409411614,0.0009905847932527966,0.06783363945111247,0.3283526506398717,0.003146711559058165,-0.025838033126740892,0.12614562347336525,0.001818414840705153,0.07755824082300232,0.17795805519254504,0.0012265255907297277,0.05666106445087404,0.3244136701078288,0.003230530916252601,0.0012793721174559202,0.17445129488860137,0.002080167997974123,0.06799407762513707,0.1723585441432768,0.001271693916632415,-0.02744610982139081,0.17275799793750715,0.0023959637380734475,0.09220240022716034,0.32119287759647314,0.002775569506250268,0.14173069915832176,0.3148635971834787,0.00211854471806781,0.004099306155908106,0.1693537075911075,0.001984905023814178,0.012020767733301463,0.16732210846763249,0.0018689973288513245,0.15975396471235062,0.31108643388926494,0.0018611657123361878,7.499999999999999,0.0
0.22,0.0,0.0,0.07297616901126436,0.3349530833950077,0.003165555002748059,-0.018764732439221773,0.13024378881797835,0.0017845728048071887,0.047303416350965834,0.12767726409411617,0.0009775979806936471,0.0695632960968007,0.32835265063987173,0.003126228134265111,-0.026283133845846553,0.12614562347336528,0.001823803879201274,0.07938593868872408,0.1779580551925451,0.0012047977724345133,0.05814040048301514,0.32441367010782884,0.0032130312678834575,0.001464177895094524,0.17445129488860142,0.002078063073253746,0.06962044131080772,0.17235854414327684,0.0012523735982176772,-0.027986002300942617,0.17275799793750718,0.002402449293106776,0.0945391211605746,0.32119287759647325,0.002747885728431755,0.14518049110494677,0.3148635971834788,0.002077594776301884,0.004258469070578035,0.16935370759110752,0.001983052817222393,0.012482203175652802,0.1673221084676325,0.0018636160888119725,0.16355569710301945,0.31108643388926505,0.0018159896301229732,7.500000000000001,0.0
0.222,0.0,0.0,0.07481925065259315,0.3349530833950076,0.003143722972604919,-0.019054125060810872,0.13024378881797835,0.0017881022550864016,0.04840610603533333,0.12767726409411617,0.0009644861729178042,0.0713153421146956,0.3283526506398717,0.0031054722545168514,-0.026723719836322154,0.12614562347336528,0.001829145087830542,0.08123003029365848,0.17795805519254507,0.0011828653980458519,0.05964057395210833,0.32441367010782884,0.003195279235497764,0.0016586611390490588,0.1744512948886014,0.002075845403922082,0.07126261293024695,0.17235854414327684,0.0012328572339896295,-0.02852485831080771,0.17275799793750718,0.0024089280028613976,0.09690509631283813,0.3211928775964732,0.002719845077230783,0.14866656010791934,0.3148635971834788,0.0020361972729423844,0.004422552398385678,0.16935370759110752,0.0019811428622463537,0.012956858358513615,0.16732210846763249,0.0018580788635037563,0.16739318889775917,0.311086433889265,0.0017703688414349465,7.5,0.0
0.224,0.0,0.0,0.07668574955374827,0.3349530833950076,0.0031216059929089737,-0.019338359550834475,0.13024378881797835,0.0017915749665454706,0.0495184547748752,0.12767726409411617,0.0009512538967053942,0.0730894593339432,0.3283526506398717,0.0030844477023021133,-0.027159259045731278,0.12614562347336528,0.0018344321197162493,0.0830898579285937,0.17795805519254507,0.001160736298786639,0.06116138829711873,0.32441367010782884,0.0031772771538686466,0.0018631051392930414,0.1744512948886014,0.0020735116049946283,0.07292005883868968,0.17235854414327684,0.0012131511745563587,-0.029062207269416468,0.17275799793750718,0.0024153942749797785,0.09929983465084241,0.3211928775964732,0.002691453375403621,0.1521878760138665,0.3148635971834788,0.0019943644449067132,0.004591665799681988,0.16935370759110752,0.001979173862312662,0.013444954091394644,0.16732210846763249,0.0018523830013094263,0.1712651289780111,0.311086433889265,0.0017243189398980698,7.5,0.0
0.226,0.0,0.0,0.07857533399438263,0.3349530833950076,0.003099208006095112,-0.019617003573024427,0.13024378881797832,0.0017949857804257533,0.05064008000586734,0.12767726409411614,0.0009379057118308913,0.07488532673015183,0.3283526506398717,0.0030631582956711415,-0.02758921654187258,0.12614562347336525,0.0018396585902291582,0.08496475905173893,0.17795805519254504,0.001138418367167416,0.06270264502054988,0.3244136701078288,0.0031590273817285203,0.0020777942313708487,0.17445129488860137,0.0020710582769916997,0.07459224117448277,0.1723585441432768,0.0011932618236550456,-0.029597574204844587,0.17275799793750715,0.0024218424624830835,0.10172283945881015,0.32119287759647314,0.0026627165153475687,0.15574339858697836,0.3148635971834787,0.0019521086540353469,0.00476592053209027,0.1693537075911075,0.001977144501497106,0.013946710852228008,0.16732210846763249,0.001846525852514854,0.1751701950612163,0.31108643388926494,0.001677855658935046,7.499999999999999,0.0
0.228,0.0,0.0,0.08048766917496449,0.3349530833950077,0.003076532992807501,-0.019889622563824816,0.13024378881797835,0.0017983295086920334,0.05177059675020206,0.12767726409411617,0.000924446209058986,0.0767026205361105,0.32835265063987173,0.003041607886916639,-0.028013054780859806,0.12614562347336528,0.0018448180801828543,0.08685406656544281,0.1779580551925451,0.001115919553689674,0.06426414374901185,0.32441367010782884,0.0031405323010473473,0.002303013633011632,0.17445129488860142,0.0020684820078867667,0.07627861807121995,0.17235854414327684,0.001173195635625529,-0.030130479917971135,0.17275799793750718,0.0024282668657082214,0.10417360846054352,0.32119287759647325,0.002633640457651957,0.15933207784002154,0.3148635971834788,0.001909442383158005,0.004945429434701107,0.16935370759110752,0.001975053444708207,0.014462348613618538,0.1673221084676325,0.001840504771384854,0.17910705419060255,0.31108643388926505,0.0016309948659365848,7.500000000000001,0.0
0.23,0.0,0.0,0.08242241732250302,0.3349530833950076,0.003053584970640518,-0.020155779946216083,0.13024378881797835,0.001801600936581638,0.05290961778456871,0.12767726409411617,0.0009108800081269692,0.07854101435325654,0.3283526506398717,0.0030198003612451345,-0.028430233876880286,0.12614562347336528,0.001849904139050701,0.0887571090947848,0.17795805519254507,0.0010932478635252271,0.06584568229418447,0.32441367010782884,0.003121794316305804,0.0025390492797950897,0.1744512948886014,0.002065779375067077,0.0779786438713866,0.17235854414327684,0.0011529591128646827,-0.030660441147328254,0.17275799793750718,0.0024346617342657396,0.10665163394313869,0.3211928775964732,0.002604231229631156,0.1629528543684401,0.3148635971834788,0.0018663782321214869,0.005130306911748237,0.16935370759110752,0.001972899337876877,0.014992086668427058,0.16732210846763249,0.0018343171182481676,0.18307436322884063,0.311086433889265,0.0015837525563839492,7.5,0.0
0.232,0.0,0.0,0.08437923779703677,0.3349530833950076,0.0030303679928700557,-0.020415037344841094,0.13024378881797835,0.0018047948251703333,0.05405675381060264,0.12767726409411617,0.0008972117557145696,0.0804001792638456,0.3283526506398717,0.0029977396354393814,-0.02884021187350865,0.12614562347336528,0.0018549102882029467,0.09067321126791797,0.17795805519254507,0.0010704113531731232,0.06744705671414913,0.32441367010782884,0.0031028158537637325,0.002786187659947032,0.1744512948886014,0.0020629469473056757,0.07969176934142458,0.17235854414327684,0.0011325588032626828,-0.031186970735596068,0.17275799793750718,0.002441021269018025,0.10915640288213485,0.3211928775964732,0.002574494923840014,0.1666046596874373,0.3148635971834788,0.0018229289137804644,0.005320668915756145,0.16935370759110752,0.0019706808081523114,0.015536143454781472,0.16732210846763249,0.0018279602615904652,0.18707076935537925,0.311086433889265,0.0015361448479250923,7.5,0.0
0.234,0.0,0.0,0.08635778719884343,0.3349530833950076,0.0030068861471756504,-0.02066695480233717,0.13024378881797832,0.001807905913953833,0.055211613625924603,0.12767726409411614,0.000883446123402162,0.08227978394377687,0.3283526506398717,0.002975429656512313,-0.029242445016451683,0.12614562347336525,0.001859830024162487,0.09260169399804072,0.17795805519254504,0.001047418127095525,0.06906806137506209,0.3244136701078288,0.003083599360724156,0.0030447156483431716,0.17445129488860137,0.002059981286743852,0.08141744188812738,0.1723585441432768,0.0011120012976222268,-0.03170957779769589,0.17275799793750715,0.0024473396240772384,0.11168739706806537,0.32119287759647314,0.0025444376965720597,0.17028641657192997,0.3148635971834787,0.0017791072499524973,0.005516632930150223,0.1693537075911075,0.0019683964641042163,0.01609473638061196,0.16732210846763249,0.0018214315801542123,0.1910949105672659,0.31108643388926494,0.0014881879744066283,7.499999999999999,0.0
0.23600000000000002,0.0,0.0,0.08835771947632963,0.3349530833950076,0.0029831435543539704,-0.02091109099677748,0.13024378881797835,0.0018109289234437866,0.05637380429599168,0.12767726409411617,0.0008695878056182988,0.08417949477602639,0.3283526506398717,0.0029528744003531377,-0.029636388027599613,0.12614562347336528,0.0018646568218778036,0.09454187476687467,0.17795805519254507,0.0010242763343340522,0.07070848901314232,0.32441367010782884,0.003064147304793201,0.003314920339800035,0.1744512948886014,0.0020568789508830987,0.08315510577627473,0.17235854414327684,0.0010912932270617935,-0.03222776789043441,0.17275799793750718,0.002453610908822437,0.11424409323437804,0.3211928775964732,0.002514065766340894,0.17399703939926706,0.3148635971834788,0.0017349261673385858,0.005718317951320454,0.16935370759110752,0.0019660448959314875,0.016668081647807045,0.16732210846763249,0.0018147284650442464,0.19514541618326056,0.311086433889265,0.001439898279863989,7.5,0.0
0.23800000000000002,0.0,0.0,0.09037868603455845,0.3349530833950076,0.002959144367024136,-0.02114700346012464,0.13024378881797835,0.0018138585577770702,0.05754293132668082,0.12767726409411617,0.000855641517577494,0.08609897596464083,0.3283526506398717,0.002930077870366144,-0.03002149438025831,0.12614562347336528,0.0018693841380115785,0.09649306790952457,0.17795805519254507,0.0010009941651080447,0.07236813079694672,0.32441367010782884,0.0030444621731362384,0.0035970888817322957,0.1744512948886014,0.002053636494585616,0.08490420234741562,0.17235854414327684,0.0010704412604040253,-0.03274104318365105,0.17275799793750718,0.002459829189935299,0.116825963186691,0.3211928775964732,0.002483385412345142,0.1777354344946024,0.3148635971834788,0.0016903986934105406,0.005925844470129675,0.16935370759110752,0.0019636246756774447,0.017256394076087596,0.16732210846763249,0.0018078483218379052,0.1992209073510472,0.311086433889265,0.0013912922124720531,7.5,0.0
0.24,0.0,0.0,0.09242033584437308,0.3349530833950076,0.00293489276832539,-0.021374248797598805,0.13024378881797835,0.0018166895073372358,0.058718598837525386,0.12767726409411617,0.0008416119932092243,0.0880378896492443,0.3283526506398717,0.0029070440961027704,-0.030397216575436422,0.12614562347336528,0.001874005414243483,0.09845458490059596,0.17795805519254507,0.000977579847396246,0.07404677638990531,0.32441367010782884,0.003024546471730586,0.0038915083062562414,0.1744512948886014,0.002050250472082429,0.086664170239708,0.17235854414327684,0.0010494521015503345,-0.033248902632820314,0.17275799793750718,0.002465988493453899,0.11943247393334999,0.3211928775964732,0.002452402972917386,0.18150050047881205,0.3148635971834788,0.0016455379522665164,0.006139334452857584,0.16935370759110752,0.0019611343574517342,0.017859886926696187,0.16732210846763249,0.0018007885726985388,0.2033199975573471,0.311086433889265,0.0013423863184586135,7.5,0.0
0.242,0.0,0.0,0.09448231555207391,0.3349530833950077,0.002910392970607615,-0.021592382907862053,0.13024378881797835,0.001819416451386926,0.059900409735525,0.12767726409411617,0.0008275039830790893,0.08999589602001024,0.32835265063987173,0.0028837771318875292,-0.03076300641906081,0.12614562347336528,0.0018785140805856204,0.1004257346414455,0.1779580551925451,0.0009540416435033897,0.07574421401308892,0.32441367010782884,0.0030044027246150825,0.004198465361819426,0.17445129488860142,0.0020467174389881423,0.08843444560872317,0.17235854414327684,0.0010283324868428261,-0.033750842153060505,0.17275799793750718,0.0024720828068439302,0.12206308781725231,0.32119287759647325,0.002421124843957479,0.1852911286188445,0.3148635971834788,0.0016003571604560009,0.006358911321571794,0.16935370759110752,0.001958572477658999,0.018478771725999533,0.1673221084676325,0.001793546658491236,0.20744129314073698,0.31108643388926505,0.0012931972359830155,7.500000000000001,0.0
0.244,0.0,0.0,0.09656426958960697,0.3349530833950076,0.0028856492141152044,-0.02180096120392047,0.13024378881797835,0.001822034060710085,0.061087965889448356,0.12767726409411617,0.0008133222523030942,0.09197265343305067,0.3283526506398717,0.002860281055438337,-0.031118315299993204,0.12614562347336528,0.0018829035587091133,0.10240582374843825,0.17795805519254507,0.0009303878466131949,0.07746023050818193,0.32441367010782884,0.002984033473136879,0.004518246344436874,0.1744512948886014,0.0020430339543213837,0.09021446234912223,0.17235854414327684,0.001007089182414644,-0.034246354794499764,0.17275799793750718,0.0024781060810868125,0.12471726264890223,0.3211928775964732,0.002389557477350651,0.1891062031803931,0.3148635971834788,0.0015548696227756114,0.006584699933917343,0.16935370759110752,0.001955937555234429,0.019113258089101838,0.16732210846763249,0.0017861200408995953,0.21158339380697377,0.311086433889265,0.0012437416889823363,7.5,0.0
0.246,0.0,0.0,0.09866584028522081,0.3349530833950076,0.002860665765664808,-0.021999538834644852,0.13024378881797835,0.0018245370002627859,0.0622808683045488,0.12767726409411617,0.0007990715784560138,0.09396781852617486,0.3283526506398717,0.0028365599664818522,-0.03146259446872056,0.12614562347336528,0.0018871672652803018,0.10439415684208589,0.17795805519254507,0.0009066267773292819,0.07919461140063219,0.32441367010782884,0.002963441275195763,0.0048511369286144985,0.1744512948886014,0.0020391965825299744,0.09200365231711187,0.17235854414327684,0.0009857289815298554,-0.03473493091895004,0.17275799793750718,0.0024840522327840837,0.12739445184066203,0.3211928775964732,0.0023577073793708517,0.1929446017827774,0.3148635971834788,0.0015090887280370282,0.0068168265623162186,0.16935370759110752,0.0019532280918862824,0.019763553543567222,0.16732210846763249,0.0017785062045423679,0.215744893146627,0.311086433889265,0.0011940364809874947,7.5,0.0
0.248,0.0,0.0,0.10078666797454935,0.3349530833950076,0.0028354469173174418,-0.02218767090681067,0.13024378881797832,0.001826919931831478,0.06347871729761174,0.12767726409411614,0.0007847567494748082,0.0959810463349692,0.3283526506398717,0.002812617985364362,-0.03179529531659124,0.12614562347336525,0.0018912986153050296,0.1063900368369393,0.17795805519254504,0.0008827667802055098,0.08094714096295057,0.3244136701078288,0.002942628704486359,0.0051974219980406265,0.17445129488860137,0.0020352018955198427,0.09380144555358626,0.1723585441432768,0.0009642587019139793,-0.03521605837783914,0.17275799793750715,0.0024899151462774863,0.13009410454216225,0.32119287759647314,0.0023255811090697335,0.19680519575592148,0.3148635971834787,0.001463027944808416,0.00705541887256858,0.1693537075911075,0.0019504425723454954,0.02042986335334937,0.16732210846763249,0.0017707026590887834,0.21992437915481886,0.31108643388926494,0.0011440984889116552,7.499999999999999,0.0
0.25,0.0,0.0,0.10292639111207762,0.3349530833950077,0.0028099969850455,-0.022364912707557607,0.13024378881797835,0.0018291775166974684,0.0646811126722533,0.12767726409411617,0.0007703825615580531,0.09801199040915032,0.32835265063987173,0.0027884592516588306,-0.03211586965546881,0.12614562347336528,0.0018952910254794785,0.10839276523210868,0.1779580551925451,0.0008588162202672695,0.0827176022781321,0.32441367010782884,0.0029215983497385394,0.005557385476126751,0.17445129488860142,0.0020310464746867295,0.09560727050786144,0.17235854414327684,0.000942685183076287,-0.03568922269135075,0.17275799793750718,0.002495688675784156,0.1328156657768344,0.32119287759647325,0.002293185276651732,0.2006868504993151,0.3148635971834788,0.0014167008171306877,0.007300605901847532,0.16935370759110752,0.0019475794646224673,0.02111239034302675,0.1673221084676325,0.0017627069413713977,0.22412043475287136,0.31108643388926505,0.0010939446568133543,7.500000000000001,0.0
0.252,0.0,0.0,0.1050846463829474,0.3349530833950076,0.00278432030739516,-0.0225308199271687,0.13024378881797835,0.0018313044183064316,0.06588765389438891,0.12767726409411617,0.0007559538170623546,0.1000603029291432,0.3283526506398717,0.0027640879227686563,-0.03242376999767498,0.12614562347336528,0.001899137917546009,0.11040164240228388,0.17795805519254507,0.0008347834795252367,0.08450577730317092,0.32441367010782884,0.002900352813956361,0.0059313101564787835,0.1744512948886014,0.002026726912949696,0.09742055426190879,0.17235854414327684,0.0009210152836249848,-0.03615390722872166,0.17275799793750718,0.0025013666475462953,0.13555857657952897,0.3211928775964732,0.0022605265418356654,0.2045884258428439,0.3148635971834788,0.0013701209602099643,0.007552518036079436,0.16935370759110752,0.0019446372202711198,0.021811334722441702,0.16732210846763249,0.001754516617495269,0.2283316383116592,0.311086433889265,0.0010435919896367237,7.5,0.0
0.254,0.0,0.0,0.1072610688150598,0.3349530833950076,0.0027584212441447227,-0.022684948882068942,0.13024378881797835,0.0018332953049417647,0.06709794026779105,0.12767726409411617,0.0007414753223967271,0.10212563482283617,0.3283526506398717,0.002739508172528742,-0.03271844983609315,0.12614562347336528,0.0019028327216524831,0.11241596788912764,0.17795805519254507,0.0008106769534831342,0.08631144693264095,0.32441367010782884,0.002878894713655895,0.006319477533380257,0.1744512948886014,0.002022239816785471,0.09924072275499334,0.17235854414327684,0.0008992558785764165,-0.03660959338964555,0.17275799793750718,0.0025069428619947463,0.13832227413518047,0.3211928775964732,0.0022276116122033306,0.20850877640937446,0.3148635971834788,0.0013233020560876186,0.007811286986701902,0.16935370759110752,0.0019416142746603372,0.022526893911841737,0.16732210846763249,0.0017461292849422893,0.23255656417646633,0.311086433889265,0.0009930575469312695,7.5,0.0
0.256,0.0,0.0,0.10945529189143133,0.3349530833950076,0.002732304174959374,-0.022826856737942953,0.13024378881797835,0.0018351448524005674,0.06831157110965441,0.12767726409411617,0.0007269518859159015,0.10420763588246452,0.3283526506398717,0.0027147241898044265,-0.032999363924303596,0.12614562347336528,0.0019063688797135011,0.1144350406929139,0.17795805519254507,0.0007865050476410091,0.08813439106231426,0.32441367010782884,0.002857226678102255,0.006722167632368977,0.1744512948886014,0.002017581808262654,0.10106720100862307,0.17235854414327684,0.000877413856659402,-0.03705576078673179,0.17275799793750718,0.002512411095925833,0.14110619191848192,0.3211928775964732,0.0021944472415355125,0.21244675197897842,0.3148635971834788,0.001276257849289252,0.008077045766791798,0.16935370759110752,0.0019385090472528674,0.023259262367621308,0.16732210846763249,0.001737542574669489,0.23679378319314354,0.311086433889265,0.0009423584365535839,7.5,0.0
0.258,0.0,0.0,0.11166694766276043,0.3349530833950076,0.0027059734980429155,-0.022956101732871305,0.13024378881797835,0.0018368477466710559,0.06952814592608778,0.12767726409411617,0.0007123883158135411,0.10630595488157464,0.3283526506398717,0.002689740177088886,-0.0332659685566217,0.12614562347336528,0.0019097398487720263,0.11645815956428356,0.17795805519254507,0.0007622761739955741,0.08997438865278909,0.32441367010782884,0.0028353513485461753,0.007139658840988749,0.1744512948886014,0.002012749527074789,0.10289941335171496,0.17235854414327684,0.0008554961176158452,-0.03749188742896781,0.17275799793750718,0.0025177651046908675,0.14390975983452964,0.3211928775964732,0.002161040228135895,0.21640119785468093,0.3148635971834788,0.0012290021424540044,0.008349928666555735,0.16935370759110752,0.0019353199418917885,0.024008631408762193,0.16732210846763249,0.0017287541532001343,0.24104186323536442,0.311086433889265,0.0008915118083534575,7.5,0.0
0.26,0.0,0.0,0.11389566686016096,0.3349530833950076,0.0026794336287869667,-0.02307224340038492,0.13024378881797835,0.0018383986866101958,0.07074726458745093,0.12767726409411617,0.0006977894180163408,0.10842023969202035,0.3283526506398717,0.0026645603490995646,-0.033517721847910166,0.12614562347336528,0.0019129391043598437,0.11848462329598979,0.17795805519254507,0.0007379987475391381,0.09183121779309944,0.32441367010782884,0.002813271377460477,0.007572227739797792,0.1744512948886014,0.0020077396325713518,0.10473678364588337,0.17235854414327684,0.0008335095694987426,-0.0379174499061329,0.17275799793750718,0.0025229986243977,0.14673240436039955,0.3211928775964732,0.0021273974131433226,0.22037095522961686,0.3148635971834788,0.0011815487919455744,0.00863007122817572,0.16935370759110752,0.0019320453470946213,0.02477518904407054,0.16732210846763249,0.0017197617247064435,0.24529936973277602,0.311086433889265,0.0008405348478468069,7.5,0.0
0.262,0.0,0.0,0.1161410790080193,0.3349530833950076,0.00265268899841816,-0.02317484279233695,0.13024378881797835,0.0018397923866203592,0.07196852750345559,0.12767726409411617,0.000683159994079983,0.11055013740094347,0.3283526506398717,0.002639188931374216,-0.033754084013036534,0.12614562347336528,0.0019159601438553052,0.12051373101450498,0.17795805519254507,0.0007136811827586634,0.09370465576427792,0.32441367010782884,0.002790989427776753,0.00802014893371547,0.1744512948886014,0.0020025488057856433,0.10657873551075676,0.17235854414327684,0.0008114611259687215,-0.038331923574111325,0.17275799793750718,0.002528105374123681,0.1495735486876155,0.3211928775964732,0.0020935256788328837,0.22435486155547885,0.3148635971834788,0.001133911703446343,0.008917610220002785,0.16935370759110752,0.0019286836363551817,0.025559119800308328,0.16732210846763249,0.0017105630330827436,0.24956486619984095,0.311086433889265,0.0007894447698778677,7.5,0.0
