t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_1,qref_joint_1,tau_joint_1,input_sigma,input_sigma_diff
0.336,0.0,0.0,0.4278067965317918,0.6387311308541169,0.002611861258753496,0.7476394480945272,0.6310687913397526,-0.0013098562884225372,7.5,0.0
0.338,0.0,0.0,0.43458482023544853,0.6387311308541169,0.002531092011867901,0.7549979287803766,0.6310687913397526,-0.0013988478810572956,7.5,0.0
0.34,0.0,0.0,0.4414095628227741,0.6387311308541169,0.002449755727424021,0.7622969750552624,0.6310687913397526,-0.0014871496492874887,7.5,0.0
0.342,0.0,0.0,0.4482804767444323,0.6387311308541169,0.002367858816376114,0.7695346620648084,0.6310687913397526,-0.0015747382045861178,7.5,0.0
0.34400000000000003,0.0,0.0,0.45519700107330746,0.6387311308541169,0.002285407849316216,0.7767090897625798,0.6310687913397526,-0.0016615904487006694,7.5,0.0
0.34600000000000003,0.0,0.0,0.46215856143433953,0.6387311308541169,0.0022024095573697135,0.7838183835189005,0.6310687913397526,-0.0017476835810739267,7.5,0.0
0.34800000000000003,0.0,0.0,0.4691645699388917,0.6387311308541169,0.002118870833037329,0.790860694719871,0.6310687913397526,-0.0018329951061497756,7.5,0.0
0.35000000000000003,0.0,0.0,0.47621442512371576,0.6387311308541169,0.0020347987309827023,0.7978342013563716,0.6310687913397526,-0.0019175028405614208,7.5,0.0
0.352,0.0,0.0,0.48330751189457705,0.6387311308541169,0.001950200468764814,0.8047371086028441,0.6310687913397526,-0.0020011849201994284,7.5,0.0
0.354,0.0,0.0,0.4904432014746017,0.6387311308541169,0.0018650834275144785,0.811567649385643,0.6310687913397526,-0.002084019807157098,7.5,0.0
0.356,0.0,0.0,0.49762085135740397,0.6387311308541169,0.001779455152554183,0.8183240849407567,0.6310687913397526,-0.0021659862965506846,7.5,0.0
0.358,0.0,0.0,0.5048398052650528,0.6387311308541169,0.0016933233539605556,0.8250047053607001,0.6310687913397526,-0.0022470635232120497,7.5,0.0
0.36,0.0,0.0,0.5120993931109326,0.6387311308541169,0.0016066959070687697,0.8316078301303848,0.6310687913397526,-0.002327230968251371,7.5,0.0
0.362,0.0,0.0,0.5193989309675531,0.6387311308541169,0.0015195808529182124,0.8381318086517773,0.6310687913397526,-0.002406468465487586,7.5,0.0
0.364,0.0,0.0,0.5267377210393603,0.638731130854117,0.0014319863986387675,0.8445750207571611,0.6310687913397526,-0.0024847562077442964,7.500000000000001,0.0
0.366,0.0,0.0,0.5341150516405988,0.6387311308541169,0.0013439209177770791,0.8509358772108198,0.6310687913397526,-0.002562074753008902,7.5,0.0
0.368,0.0,0.0,0.5415301971782741,0.6387311308541168,0.001255392950562216,0.8572128201989667,0.6310687913397525,-0.0026384050304528077,7.499999999999999,0.0
0.37,0.0,0.0,0.5489824181402626,0.6387311308541169,0.0011664112041101138,0.8634043238077477,0.6310687913397526,-0.00271372834631057,7.5,0.0
0.372,0.0,0.0,0.556470961088612,0.638731130854117,0.0010769845525662532,0.869508894489149,0.6310687913397526,-0.0027880263896159414,7.500000000000001,0.0
0.374,0.0,0.0,0.5639950586580775,0.6387311308541169,0.0009871220371860585,0.8755250715146498,0.6310687913397526,-0.0028612812377927575,7.5,0.0
0.376,0.0,0.0,0.571553929559932,0.6387311308541168,0.0008968328663524714,0.8814514274164573,0.6310687913397525,-0.0029334753620987677,7.499999999999999,0.0
0.378,0.0,0.0,0.5791467785910912,0.6387311308541169,0.0008061264155302191,0.8872865684161748,0.6310687913397526,-0.003004591632920457,7.5,0.0
0.38,0.0,0.0,0.5867727966485893,0.6387311308541169,0.0007150122271563086,0.8930291348407499,0.6310687913397526,-0.003074613324917067,7.5,0.0
0.382,0.0,0.0,0.5944311607494408,0.6387311308541169,0.0006235000104663317,0.8986778015255616,0.6310687913397526,-0.0031435241220119673,7.5,0.0
0.384,0.0,0.0,0.6021210340559202,0.6387311308541168,0.0005315996412561121,0.9042312782045064,0.6310687913397525,-0.0032113081222297103,7.499999999999999,0.0
0.386,0.0,0.0,0.6098415659062916,0.6387311308541169,0.00043932116157836056,0.9096883098869476,0.6310687913397526,-0.003277949842377046,7.5,0.0
0.388,0.0,0.0,0.6175918918510152,0.6387311308541169,0.0003466747793739042,0.9150476772214009,0.6310687913397526,-0.0033434342225663405,7.5,0.0
0.39,0.0,0.0,0.6253711336944585,0.6387311308541169,0.00025367086803722126,0.92030819684583,0.6310687913397526,-0.00340774663057978,7.5,0.0
0.392,0.0,0.0,0.6331783995421367,0.6387311308541169,0.00016031996591590091,0.9254687217244335,0.6310687913397526,-0.003470872866072929,7.5,0.0
0.394,0.0,0.0,0.6410127838535022,0.6387311308541169,6.663277574376237e-05,0.9305281414708098,0.6310687913397526,-0.003532799164616171,7.5,0.0
0.396,0.0,0.0,0.6488733675003066,0.6387311308541169,-2.7379835992623837e-05,0.9354853826573892,0.6310687913397526,-0.003593512201572686,7.5,0.0
0.398,0.0,0.0,0.6567592178305505,0.6387311308541169,-0.00012170683975427555,0.9403394091110315,0.6310687913397526,-0.00365299909581164,7.5,0.0
0.4,0.0,0.0,0.6646693887380385,0.6387311308541169,-0.00021633704371720253,0.9450892221946885,0.6310687913397526,-0.0037112474132553475,7.5,0.0
0.402,0.0,0.0,0.6726029207375515,0.6387311308541169,-0.0003112590946070588,0.949733861075039,0.6310687913397526,-0.003768245170259231,7.5,0.0
0.404,0.0,0.0,0.6805588410456487,0.6387311308541169,-0.00040646147860121443,0.9542724029760089,0.6310687913397526,-0.003823980836823437,7.5,0.0
0.406,0.0,0.0,0.6885361636671083,0.6387311308541169,-0.000501932522298381,0.9587039634180918,0.6310687913397526,-0.0038784433396350762,7.5,0.0
0.40800000000000003,0.0,0.0,0.6965338894870133,0.6387311308541169,-0.0005976603937558971,0.9630276964433949,0.6310687913397526,-0.003931622064940071,7.5,0.0
0.41000000000000003,0.0,0.0,0.7045510063684873,0.6387311308541169,-0.0006936331035947569,0.9672427948263362,0.6310687913397526,-0.003983506861243708,7.5,0.0
0.41200000000000003,0.0,0.0,0.7125864892560834,0.6387311308541169,-0.000789838506172445,0.971348490269928,0.6310687913397526,-0.004034088041839004,7.5,0.0
0.41400000000000003,0.0,0.0,0.7206393002848248,0.6387311308541169,-0.0008862643008235974,0.9753440535875845,0.6310687913397526,-0.004083356387162105,7.5,0.0
0.41600000000000004,0.0,0.0,0.7287083888948978,0.6387311308541169,-0.0009828980331684947,0.9792287948703986,0.6310687913397526,-0.004131303146973983,7.5,0.0
0.418,0.0,0.0,0.7367926919519889,0.6387311308541169,-0.00107972709648937,0.9830020636398368,0.6310687913397526,-0.004177920042367752,7.5,0.0
0.42,0.0,0.0,0.7448911338732643,0.6387311308541169,-0.0011767387331744642,0.9866632489858083,0.6310687913397526,-0.00422319926760101,7.5,0.0
0.422,0.0,0.0,0.753002626758978,0.6387311308541169,-0.001273920036229769,0.9902117796900687,0.6310687913397526,-0.004267133491752668,7.5,0.0
0.424,0.0,0.0,0.7611260705297018,0.6387311308541169,-0.001371257950858333,0.9936471243349245,0.6310687913397526,-0.004309715860203793,7.5,0.0
0.426,0.0,0.0,0.769260353069161,0.6387311308541168,-0.0014687392761070202,0.996968791397211,0.6310687913397525,-0.004350939995942065,7.499999999999999,0.0
0.428,0.0,0.0,0.7774043503726611,0.6387311308541169,-0.0015663506665805284,1.000176329327519,0.6310687913397526,-0.004390800000689501,7.5,0.0
0.43,0.0,0.0,0.7855569267010882,0.6387311308541169,-0.00166407863422253,1.0032693266146566,0.6310687913397526,-0.004429290455853197,7.5,0.0
0.432,0.0,0.0,0.7937169347404622,0.6387311308541169,-0.0017619095501636558,1.0062474118353315,0.6310687913397526,-0.004466406423298848,7.5,0.0
0.434,0.0,0.0,0.8018832157670204,0.6387311308541168,-0.0018598296466361451,1.0091102536890488,0.6310687913397525,-0.004502143445946949,7.499999999999999,0.0
0.436,0.0,0.0,0.8100545998178075,0.6387311308541169,-0.0019578250189548414,1.0118575610182248,0.6310687913397526,-0.004536497548191555,7.5,0.0
0.438,0.0,0.0,0.8182299058667447,0.6387311308541169,-0.002055881627564287,1.0144890828135216,0.6310687913397526,-0.004569465236141666,7.5,0.0
0.44,0.0,0.0,0.8264079420061489,0.6387311308541169,-0.0021539853001515336,1.0170046082044122,0.6310687913397526,-0.004601043497685228,7.5,0.0
0.442,0.0,0.0,0.8345875056336698,0.6387311308541169,-0.0022521217338243834,1.0194039664349936,0.6310687913397526,-0.0046312298023759154,7.5,0.0
0.444,0.0,0.0,0.8427673836446131,0.6387311308541169,-0.0023502764973546346,1.0216870268250697,0.6310687913397526,-0.004660022101142893,7.5,0.0
0.446,0.0,0.0,0.850946352629612,0.6387311308541169,-0.0024484350334859546,1.023853698716531,0.6310687913397526,-0.004687418825823806,7.5,0.0
0.448,0.0,0.0,0.85912317907761,0.6387311308541169,-0.0025465826613059414,1.0259039314050633,0.6310687913397526,-0.004713418888521341,7.5,0.0
0.45,0.0,0.0,0.8672966195841147,0.6387311308541169,-0.0026447045786819174,1.0278377140572261,0.6310687913397526,-0.004738021680783729,7.5,0.0
0.452,0.0,0.0,0.8754654210646794,0.6387311308541169,-0.002742785864759974,1.0296550756129415,0.6310687913397526,-0.004761227072609683,7.5,0.0
0.454,0.0,0.0,0.8836283209735689,0.6387311308541169,-0.00284081148252675,1.0313560846734457,0.6310687913397526,-0.004783035411278266,7.5,0.0
0.456,0.0,0.0,0.8917840475275616,0.6387311308541169,-0.002938766281433424,1.0329408493747576,0.6310687913397526,-0.004803447520004318,7.5,0.0
0.458,0.0,0.0,0.8999313199348392,0.6387311308541169,-0.0030366350000813357,1.0344095172467216,0.6310687913397526,-0.004822464696420061,7.5,0.0
0.46,0.0,0.0,0.908068848628914,0.6387311308541169,-0.0031344022689686673,1.0357622750576956,0.6310687913397526,-0.004840088710883628,7.5,0.0
0.462,0.0,0.0,0.9161953355075377,0.6387311308541169,-0.003232052613297565,1.0369993486449514,0.6310687913397526,-0.0048563218046153165,7.5,0.0
0.464,0.0,0.0,0.9243094741765396,0.6387311308541169,-0.00332957045584105,1.0381210027308647,0.6310687913397526,-0.004871166687662385,7.5,0.0
0.466,0.0,0.0,0.932409950198534,0.6387311308541169,-0.0034269401198690724,1.0391275407249774,0.6310687913397526,-0.004884626536693346,7.5,0.0
0.468,0.0,0.0,0.9404954413464387,0.6387311308541169,-0.003524145832133005,1.0400193045120185,0.6310687913397526,-0.004896704992622698,7.5,0.0
0.47000000000000003,0.0,0.0,0.948564617861742,0.638731130854117,-0.00362117172590786,1.0407966742259767,0.6310687913397526,-0.004907406158067192,7.500000000000001,0.0
0.47200000000000003,0.0,0.0,0.956616142717455,0.6387311308541169,-0.0037180018440915005,1.0414600680103212,0.6310687913397526,-0.0049167345946346894,7.5,0.0
0.47400000000000003,0.0,0.0,0.9646486718856836,0.6387311308541169,-0.003814620142360057,1.0420099417644744,0.6310687913397526,-0.004924695320046824,7.5,0.0
0.47600000000000003,0.0,0.0,0.972660854609751,0.6387311308541169,-0.0039110104923788,1.0424467888766438,0.6310687913397526,-0.004931293805096662,7.5,0.0
0.47800000000000004,0.0,0.0,0.9806513336808026,0.638731130854117,-0.004007156685067608,1.042771139943127,0.6310687913397526,-0.004936535970442695,7.500000000000001,0.0
0.48,0.0,0.0,0.9886187457188204,0.6387311308541169,-0.004103042433920228,1.0429835624742059,0.6310687913397526,-0.004940428183240493,7.5,0.0
0.482,0.0,0.0,0.9965617214579736,0.6387311308541169,-0.004198651378376442,1.0430846605867565,0.6310687913397526,-0.00494297725361344,7.5,0.0
0.484,0.0,0.0,1.00447888603623,0.6387311308541169,-0.004293967087246281,1.0430750746836983,0.6310687913397526,-0.004944190430964048,7.5,0.0
0.486,0.0,0.0,1.0123688592891489,0.6387311308541169,-0.004388973062185356,1.0429554811204202,0.6310687913397526,-0.004944075400127349,7.5,0.0
0.488,0.0,0.0,1.0202302560477794,0.6387311308541169,-0.004483652741220384,1.0427265918583177,0.6310687913397526,-0.004942640277368012,7.5,0.0
0.49,0.0,0.0,1.028061686440579,0.6387311308541169,-0.00457798950232395,1.0423891541055856,0.6310687913397526,-0.004939893606222782,7.5,0.0
0.492,0.0,0.0,1.035861756199272,0.6387311308541169,-0.004671966667037545,1.0419439499454142,0.6310687913397526,-0.004935844353189997,7.5,0.0
0.494,0.0,0.0,1.0436290669685617,0.6387311308541169,-0.004765567504141861,1.0413917959517387,0.6310687913397526,-0.004930501903267939,7.5,0.0
0.496,0.0,0.0,1.05136221661961,0.6387311308541169,-0.004858775233373338,1.0407335427927014,0.6310687913397526,-0.0049238760553438335,7.5,0.0
0.498,0.0,0.0,1.059059799567195,0.6387311308541169,-0.004951573029185917,1.0399700748219858,0.6310687913397526,-0.004915977017435386,7.5,0.0
0.5,0.0,0.0,1.0667204070904592,0.6387311308541169,-0.005043944024556938,1.0391023096581904,0.6310687913397526,-0.004906815401786798,7.5,0.0
0.502,0.0,0.0,1.074342627657152,0.6387311308541169,-0.005135871314836108,1.0381311977524106,0.6310687913397526,-0.004896402219821254,7.5,0.0
0.504,0.0,0.0,1.0819250472512767,0.6387311308541169,-0.00522733796163642,1.0370577219442052,0.6310687913397526,-0.004884748876951896,7.5,0.0
0.506,0.0,0.0,1.0894662497040466,0.6387311308541169,-0.005318326996765917,1.0358828970061247,0.6310687913397526,-0.004871867167253432,7.5,0.0
0.508,0.0,0.0,1.0969648170280504,0.6387311308541169,-0.005408821426199156,1.0346077691769866,0.6310687913397526,-0.004857769267996465,7.5,0.0
0.51,0.0,0.0,1.1044193297545322,0.6387311308541169,-0.005498804234087201,1.033233415684084,0.6310687913397526,-0.004842467734046808,7.5,0.0
0.512,0.0,0.0,1.1118283672736846,0.6387311308541169,-0.005588258386804983,1.0317609442545186,0.6310687913397526,-0.0048259754921319755,7.5,0.0
0.514,0.0,0.0,1.119190508177853,0.638731130854117,-0.005677166837034811,1.0301914926158564,0.6310687913397526,-0.004808305834977192,7.500000000000001,0.0
0.516,0.0,0.0,1.1265043306075504,0.6387311308541169,-0.0057655125278848335,1.0285262279863012,0.6310687913397526,-0.004789472415313246,7.5,0.0
0.518,0.0,0.0,1.133768412600176,0.6387311308541169,-0.005853278397041202,1.0267663465545935,0.6310687913397526,-0.004769489239758584,7.5,0.0
0.52,0.0,0.0,1.1409813324413336,0.6387311308541169,-0.005940447380952708,1.0249130729498406,0.6310687913397526,-0.004748370662578091,7.5,0.0
0.522,0.0,0.0,1.1481416690186437,0.6387311308541169,-0.0060270024190466,1.0229676597014876,0.6310687913397526,-0.004726131379321056,7.5,0.0
0.524,0.0,0.0,1.1552480021779377,0.6387311308541169,-0.006112926457974321,1.020931386689647,0.6310687913397526,-0.004702786420340821,7.5,0.0
0.526,0.0,0.0,1.1622989130817292,0.6387311308541168,-0.006198202455885851,1.018805560586001,0.6310687913397525,-0.004678351144198734,7.499999999999999,0.0
0.528,0.0,0.0,1.1692929845698476,0.6387311308541169,-0.006282813386731347,1.0165915142855018,0.6310687913397526,-0.00465284123095498,7.5,0.0
0.53,0.0,0.0,1.176228801522125,0.6387311308541169,-0.006366742244588768,1.0142906063290944,0.6310687913397526,-0.00462627267534899,7.5,0.0
0.532,0.0,0.0,1.1831049512230205,0.6387311308541169,-0.006449972048016096,1.0119042203176878,0.6310687913397526,-0.004598661779872102,7.5,0.0
0.534,0.0,0.0,1.1899200237280714,0.6387311308541168,-0.006532485844426845,1.0094337643176083,0.6310687913397525,-0.004570025147735224,7.499999999999999,0.0
0.536,0.0,0.0,1.196672612232052,0.6387311308541169,-0.006614266714487453,1.0068806702577708,0.6310687913397526,-0.0045403796757342695,7.5,0.0
0.538,0.0,0.0,1.203361313438726,0.6387311308541169,-0.00669529777653522,1.0042463933188022,0.6310687913397526,-0.004509742547016219,7.5,0.0
0.54,0.0,0.0,1.2099847279320752,0.6387311308541169,-0.006775562191015309,1.0015324113143613,0.6310687913397526,-0.004478131223748595,7.5,0.0
0.542,0.0,0.0,1.2165414605488845,0.6387311308541169,-0.0068550431649355,0.9987402240648974,0.6310687913397526,-0.004445563439695305,7.5,0.0
0.544,0.0,0.0,1.223030120752566,0.6387311308541169,-0.006933723956337211,0.9958713527640923,0.6310687913397526,-0.004412057192701738,7.5,0.0
0.546,0.0,0.0,1.2294493230081005,0.6387311308541169,-0.007011587878781389,0.9929273393382384,0.6310687913397526,-0.004377630737092077,7.5,0.0
0.548,0.0,0.0,1.235797687157976,0.6387311308541169,-0.007088618305847803,0.9899097457988005,0.6310687913397526,-0.00434230257598183,7.5,0.0
0.55,0.0,0.0,1.2420738387990027,0.6387311308541169,-0.007164798675646311,0.9868201535884186,0.6310687913397526,-0.004306091453508576,7.5,0.0
0.552,0.0,0.0,1.2482764096598784,0.6387311308541169,-0.007240112495338629,0.9836601629206059,0.6310687913397526,-0.004269016346983992,7.5,0.0
0.554,0.0,0.0,1.2544040379793866,0.6387311308541169,-0.007314543345669138,0.9804313921134025,0.6310687913397526,-0.00423109645897024,7.5,0.011111111111111122
0.556,0.0,0.0,1.2604553688850981,0.6387311308541169,-0.007388074885503236,0.9771354769172442,0.6310687913397526,-0.004192351209283799,7.5,0.022222222222222244
0.558,0.0,0.0,1.2664290547724548,0.6387311308541169,-0.0074606908563717746,0.9737740698373106,0.6310687913397526,-0.0041528002269299,7.5,0.03333333333333337
0.56,0.0,0.0,1.2723237556841103,0.6387311308541169,-0.007532375087020055,0.9703488394506165,0.6310687913397526,-0.004112463341970697,7.5,0.04444444444444449
0.562,0.0,0.0,1.2781381396893996,0.6387311308541169,-0.00760311149795992,0.966861469718114,0.6310687913397526,-0.004071360577330366,7.5,0.05555555555555561
0.5640000000000001,0.0,0.0,1.283870883263816,0.6387311308541169,-0.007672884106023392,0.9633136592920748,0.6310687913397526,-0.004029512140540338,7.5,0.06666666666666674
0.5660000000000001,0.0,0.0,1.2895206716683634,0.6387311308541169,-0.007741677028916388,0.9597071208190203,0.6310687913397526,-0.003986938415427866,7.5,0.07777777777777785
0.5680000000000001,0.0,0.0,1.2950861993286629,0.6387311308541169,-0.007809474489770958,0.9560435802384751,0.6310687913397526,-0.003943659953751213,7.5,0.08888888888888898
0.5700000000000001,0.0,0.0,1.300566170213681,0.638731130854117,-0.00787626082169455,0.952324776077814,0.6310687913397526,-0.003899697466784671,7.500000000000001,0.1000000000000001
0.5720000000000001,0.0,0.0,1.3059592982139558,0.6387311308541169,-0.00794202047231477,0.9485524587434788,0.6310687913397526,-0.0038550718168567366,7.5,0.11111111111111122
0.5740000000000001,0.0,0.0,1.3112643075191923,0.6387311308541169,-0.008006738008318068,0.9447283898088417,0.6310687913397526,-0.003809804008844715,7.5,0.12222222222222234
0.5760000000000001,0.0,0.0,1.3164799329950974,0.6387311308541169,-0.008070398119980905,0.9408543412989893,0.6310687913397526,-0.003763915181629069,7.5,0.13333333333333347
0.578,0.0,0.0,1.321604920559329,0.6387311308541169,-0.008132985625691765,0.9369320949727094,0.6310687913397526,-0.00371742659951084,7.5,0.1444444444444446
0.58,0.0,0.0,1.326638027556429,0.6387311308541169,-0.008194485476462544,0.9329634416019564,0.6310687913397526,-0.0036703596435954814,7.5,0.15555555555555511
0.582,0.0,0.0,1.3315780231316123,0.6387311308541169,-0.008254882760427743,0.9289501802490775,0.6310687913397526,-0.0036227358031464462,7.5,0.1666666666666662
0.584,0.0,0.0,1.336423688603285,0.6387311308541169,-0.008314162707329945,0.9248941175420782,0.6310687913397526,-0.0035745766669118993,7.5,0.1777777777777773
0.586,0.0,0.0,1.3411738178341603,0.6387311308541169,-0.008372310692990017,0.9207970669482108,0.6310687913397526,-0.0035259039144279075,7.5,0.18888888888888847
0.588,0.0,0.0,1.3458272176008474,0.6387311308541169,-0.008429312243760522,0.9166608480461661,0.6310687913397526,-0.0034767393073014993,7.5,0.1999999999999996
0.59,0.0,0.0,1.350382707961783,0.6387311308541169,-0.008485153040960767,0.9124872857971498,0.6310687913397526,-0.0034271046804769624,7.5,0.2111111111111107
0.592,0.0,0.0,1.3548391226233782,0.6387311308541169,-0.008539818925291992,0.908278209815129,0.6310687913397526,-0.0033770219334887663,7.5,0.22222222222222182
0.594,0.0,0.0,1.3591953093042541,0.6387311308541169,-0.008593295901231136,0.904035453636528,0.6310687913397526,-0.0033265130217045168,7.5,0.23333333333333295
0.596,0.0,0.0,1.3634501300974355,0.6387311308541169,-0.008645570141401647,0.8997608539896585,0.6310687913397526,-0.0032755999475613056,7.5,0.24444444444444408
0.598,0.0,0.0,1.3676024618303795,0.6387311308541169,-0.008696627990919824,0.8954562500641657,0.6310687913397526,-0.0032243047517988717,7.5,0.2555555555555552
0.6,0.0,0.0,1.3716511964227098,0.6387311308541169,-0.008746455971715151,0.8911234827807737,0.6310687913397526,-0.003172649504692958,7.5,0.2666666666666663
0.602,0.0,0.0,1.3755952412415307,0.6387311308541169,-0.008795040786823116,0.8867643940616114,0.6310687913397526,-0.0031206562972922536,7.5,0.27777777777777746
0.604,0.0,0.0,1.3794335194541951,0.6387311308541169,-0.008842369324648965,0.882380826101403,0.6310687913397526,-0.0030683472326623064,7.5,0.2888888888888886
0.606,0.0,0.0,1.383164970378402,0.6387311308541169,-0.008888428663200939,0.8779746206398009,0.6310687913397526,-0.0030157444171398052,7.5,0.29999999999999966
0.608,0.0,0.0,1.386788549829495,0.6387311308541169,-0.00893320607429142,0.8735476182351464,0.6310687913397526,-0.00296286995160058,7.5,0.3111111111111108
0.61,0.0,0.0,1.390303230464844,0.6387311308541169,-0.008976689027704536,0.8691016575399346,0.6310687913397526,-0.0029097459227447257,7.5,0.32222222222222197
0.612,0.0,0.0,1.3937080021251786,0.6387311308541169,-0.009018865195328725,0.8646385745782657,0.6310687913397526,-0.0028563943944021845,7.5,0.33333333333333304
0.614,0.0,0.0,1.3970018721727573,0.6387311308541169,-0.009059722455252741,0.8601602020255589,0.6310687913397526,-0.002802837398862157,7.5,0.34444444444444416
0.616,0.0,0.0,1.4001838658262449,0.6387311308541169,-0.009099248895823685,0.855668368490809,0.6310687913397526,-0.0027490969282296758,7.5,0.3555555555555553
0.618,0.0,0.0,1.4032530264921799,0.6387311308541169,-0.009137432819665536,0.8511648978016598,0.6310687913397526,-0.0026951949258126767,7.5,0.36666666666666636
0.62,0.0,0.0,1.4062084160929103,0.6387311308541169,-0.009174262747656755,0.846651608292571,0.6310687913397526,-0.002641153277542887,7.5,0.3777777777777775
0.622,0.0,0.0,1.4090491153908766,0.6387311308541169,-0.00920972742286552,0.842130312096352,0.6310687913397526,-0.0025869938034338213,7.5,0.3888888888888887
0.624,0.0,0.0,1.4117742243091262,0.6387311308541169,-0.009243815814441116,0.8376028144393349,0.6310687913397526,-0.0025327382490791936,7.5,0.3999999999999998
0.626,0.0,0.0,1.4143828622479377,0.6387311308541169,-0.009276517121460113,0.8330709129404585,0.6310687913397526,-0.0024784082771949884,7.5,0.4111111111111109
0.628,0.0,0.0,1.4168741683974402,0.6387311308541169,-0.00930782077672585,0.8285363969145316,0.6310687913397526,-0.002424025459208472,7.5,0.42222222222222205
0.63,0.0,0.0,1.419247302046112,0.6387311308541169,-0.00933771645051988,0.8240010466799437,0.6310687913397526,-0.0023696112668973486,7.5,0.4333333333333331
0.632,0.0,0.0,1.4215014428850434,0.6387311308541169,-0.009366194054303941,0.8194666328710888,0.6310687913397526,-0.002315187064082293,7.5,0.44444444444444425
0.634,0.0,0.0,1.423635791307848,0.6387311308541169,-0.009393243744371118,0.8149349157557666,0.6310687913397526,-0.0022607740983760344,7.5,0.4555555555555554
0.636,0.0,0.0,1.4256495687061133,0.6387311308541169,-0.009418855925444771,0.8104076445578219,0.6310687913397526,-0.0022063934929921684,7.5,0.46666666666666645
0.638,0.0,0.0,1.4275420177602778,0.6387311308541169,-0.009443021254223955,0.8058865567852824,0.6310687913397526,-0.002152066238616832,7.5,0.47777777777777763
0.64,0.0,0.0,1.4293124027258233,0.6387311308541169,-0.00946573064287393,0.801373377564253,0.6310687913397526,-0.002097813185346358,7.5,0.48888888888888876
0.642,0.0,0.0,1.4309600097146755,0.6387311308541169,-0.009486975262460477,0.7968698189788196,0.6310687913397526,-0.0020436550346940047,7.5,0.4999999999999999
0.644,0.0,0.0,1.4324841469717051,0.6387311308541169,-0.009506746546326703,0.792377579417218,0.6310687913397526,-0.0019896123316688044,7.5,0.511111111111111
0.646,0.0,0.0,1.4338841451462225,0.6387311308541169,-0.009525036193411059,0.787898342924515,0.6310687913397526,-0.001935705456929585,7.5,0.5222222222222221
0.648,0.0,0.0,1.435159357558362,0.6387311308541169,-0.009541836171505268,0.7834337785620515,0.6310687913397526,-0.001881954619017149,7.5,0.5333333333333332
0.65,0.0,0.0,1.4363091604602536,0.6387311308541169,-0.009557138720450942,0.7789855397738912,0.6310687913397526,-0.0018283798466675876,7.5,0.5444444444444443
0.652,0.0,0.0,1.4373329532918777,0.6387311308541169,-0.00957093635527364,0.7745552637605161,0.6310687913397526,-0.0017750009812096633,7.5,0.5555555555555555
0.654,0.0,0.0,1.438230158931506,0.6387311308541169,-0.009583221869253129,0.7701445708600105,0.6310687913397526,-0.0017218376690491621,7.5,0.5666666666666667
0.656,0.0,0.0,1.4390002239406288,0.6387311308541169,-0.00959398833692867,0.7657550639369667,0.6310687913397526,-0.0016689093542430955,7.5,0.5777777777777777
0.658,0.0,0.0,1.4396426188032696,0.6387311308541169,-0.009603229117038143,0.7613883277793462,0.6310687913397526,-0.0016162352711665694,7.5,0.5888888888888889
0.66,0.0,0.0,1.4401568381595962,0.6387311308541169,-0.009610937855389832,0.7570459285035273,0.6310687913397526,-0.0015638344372751233,7.5,0.6
0.662,0.0,0.0,1.4405424010337304,0.6387311308541169,-0.00961710848766575,0.752729412967764,0.6310687913397526,-0.0015117256459652962,7.5,0.611111111111111
0.664,0.0,0.0,1.440798851055668,0.6387311308541169,-0.009621735242155363,0.7484403081942803,0.6310687913397526,-0.0014599274595361368,7.5,0.6222222222222222
0.666,0.0,0.0,1.440925756677215,0.6387311308541169,-0.009624812642418613,0.7441801208002196,0.6310687913397526,-0.0014084582022543329,7.5,0.6333333333333334
0.668,0.0,0.0,1.4409227113818572,0.6387311308541169,-0.009626335509877177,0.739950336437664,0.6310687913397526,-0.0013573359535256038,7.5,0.6444444444444444
0.67,0.0,0.0,1.4407893338884714,0.6387311308541169,-0.009626298966332884,0.7357524192429385,0.6310687913397526,-0.0013065785411749365,7.5,0.6555555555555557
0.672,0.0,0.0,1.4405252683487966,0.6387311308541169,-0.009624698436412255,0.7315878112954075,0.6310687913397526,-0.0012562035348382317,7.5,0.6666666666666666
0.674,0.0,0.0,1.440130184538582,0.6387311308541169,-0.009621529649936155,0.7274579320859674,0.6310687913397526,-0.0012062282394678591,7.5,0.6777777777777778
0.676,0.0,0.0,1.4396037780423319,0.6387311308541169,-0.009616788644213583,0.7233641779954401,0.6310687913397526,-0.0011566696889545782,7.5,0.6888888888888889
0.678,0.0,0.0,1.4389457704315647,0.6387311308541169,-0.00961047176625858,0.7193079217830608,0.6310687913397526,-0.0011075446398682498,7.5,0.7000000000000001
0.68,0.0,0.0,1.4381559094365168,0.6387311308541169,-0.009602575674929373,0.7152905120852571,0.6310687913397526,-0.0010588695653196986,7.5,0.7111111111111112
0.682,0.0,0.0,1.4372339691112088,0.6387311308541169,-0.009593097342988799,0.7113132729249051,0.6310687913397526,-0.0010106606489460538,7.5,0.7222222222222223
0.684,0.0,0.0,1.4361797499918056,0.6387311308541169,-0.009582034059085103,0.7073775032312511,0.6310687913397526,-0.0009629337790218302,7.5,0.7333333333333335
0.686,0.0,0.0,1.4349930792481995,0.6387311308541169,-0.009569383429652264,0.703484476370677,0.6310687913397526,-0.0009157045426979828,7.5,0.7444444444444445
