t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma_close,input_sigma_adapt
0.318,0.0,0.0,0.012441111103780494,0.3074938533319226,0.0017720801813023758,0.07460309591554866,0.30143451964565376,0.001368621050294914,0.12213236425657643,0.24200819450055291,0.0007307884709291555,0.012012716681017437,0.3074938533319226,0.0017745487369959685,0.06392151753038085,0.2978184541068005,0.0014101879832298827,0.16303108166551905,0.2978184541068005,0.0008239616046644984,0.02664734000820945,0.30143451964565376,0.0016517099718917894,0.0373938754114939,0.23723929135208133,0.001203312821991171,0.12647934162683352,0.23439332391965625,0.0006592550950548488,8.0,0.0
0.32,0.0,0.0,0.012740440900279102,0.3074938533319226,0.0017703164533688525,0.07588557975915543,0.30143451964565376,0.0013609885423806307,0.12406485087787862,0.24200819450055291,0.0007192549814638589,0.012294625146172179,0.3074938533319226,0.0017728868199054309,0.06506667287152995,0.2978184541068005,0.001403381619458518,0.16558321007665194,0.2978184541068005,0.0008087242346476889,0.027150871757575298,0.30143451964565376,0.001648723077824666,0.03810871640722088,0.23723929135208133,0.0011990724956435245,0.12845062474253016,0.23439332391965625,0.0006474838937569364,8.0,0.0
0.322,0.0,0.0,0.013045211078022922,0.3074938533319226,0.0017685204745898609,0.07717837358665618,0.30143451964565376,0.0013532936393189899,0.1260072987546512,0.24200819450055291,0.0007076600617360458,0.012581514976138394,0.3074938533319226,0.0017711953691145023,0.06622254717814177,0.2978184541068005,0.0013965106874116234,0.16814751501888311,0.2978184541068005,0.0007934114641808915,0.027660135380550517,0.30143451964565376,0.0016457018873284707,0.038831687733038994,0.23723929135208133,0.0011947834496691626,0.1304310160074868,0.23439332391965625,0.0006356561950627566,8.0,0.0
0.324,0.0,0.0,0.013355487217921262,0.3074938533319226,0.001766691853523398,0.07848138738939621,0.30143451964565376,0.0013455368763539855,0.1279594294806795,0.24200819450055291,0.0006960053744754104,0.012873445648501347,0.3074938533319226,0.001769474030134705,0.06738909725193185,0.2978184541068005,0.0013895754415719525,0.17072360462006064,0.2978184541068005,0.0007780256345275044,0.0281751468372883,0.30143451964565376,0.0016426463055906196,0.039562799311446475,0.23723929135208133,0.0011904456217142541,0.13242020610479915,0.23439332391965625,0.0006237738474730168,8.0,0.0
0.326,0.0,0.0,0.013671335231355415,0.3074938533319226,0.001764830196684008,0.07979453036223746,0.30143451964565376,0.0013377187935375455,0.12992096340944675,0.24200819450055291,0.0006842925901192404,0.013170477030096934,0.3074938533319226,0.0017677224461005274,0.0685662791025005,0.2978184541068005,0.001382576141129212,0.17331108541237567,0.2978184541068005,0.0007625690969204393,0.028695922245166476,0.30143451964565376,0.001639556236850193,0.04030206058071749,0.23723929135208133,0.0011860589522438092,0.13441788453803907,0.23439332391965625,0.0006118387068891426,8.0,0.0
0.328,0.0,0.0,0.013992821349993854,0.3074938533319226,0.001762935108603403,0.08111771090848556,0.30143451964565376,0.0013298399357004977,0.13189161969861676,0.24200819450055291,0.000672523386546637,0.013472669370013344,0.3074938533319226,0.001765940257810954,0.06975404793977734,0.2978184541068005,0.0013755130500258,0.17590956239853978,0.2978184541068005,0.0007470442121665492,0.02922247787791762,0.30143451964565376,0.0016364315844029237,0.041049480480508556,0.23723929135208133,0.001181623384628183,0.13642373968537222,0.23439332391965625,0.0005998526362897031,8.0,0.0
0.33,0.0,0.0,0.014320012115526866,0.3074938533319226,0.0017610061918915724,0.0824508366449056,0.30143451964565376,0.0013219008524230091,0.13387111635469548,0.24200819450055291,0.0006606994488116169,0.013780083292515915,0.3074938533319226,0.0017641271037714555,0.07095235816653674,0.2978184541068005,0.001368386437002139,0.1785186391181997,0.2978184541068005,0.0007314533502495645,0.02975483016471956,0.30143451964565376,0.001633272250606417,0.041805067437493,0.23723929135208133,0.0011771388652294366,0.13843745885385447,0.23439332391965625,0.0005878175054057042,8.0,0.0
0.332,0.0,0.0,0.014652974369321435,0.3074938533319226,0.0017590430472983745,0.0837938144068274,0.30143451964565376,0.0013139020980044891,0.13585917027786362,0.24200819450055291,0.0006488224688751446,0.014092779789895026,0.3074938533319226,0.0017622826202364401,0.07216116337098831,0.2978184541068005,0.0013611965756415829,0.18113791771457755,0.2978184541068005,0.0007157988899316049,0.03029299568924553,0.30143451964565376,0.0016300781368856051,0.04256882935102799,0.23723929135208133,0.0011726053434875298,0.14045872833389694,0.23439332391965625,0.0005757351903948107,8.0,0.0
0.334,0.0,0.0,0.014991775241997116,0.3074938533319226,0.0017570452737756068,0.08514655025334088,0.30143451964565376,0.0013058442314329583,0.13785549730697302,0.24200819450055291,0.0006368941453361357,0.01441082021523691,0.3074938533319226,0.0017604064412521654,0.07338041631944608,0.2978184541068005,0.0013539437444148733,0.18376699900132448,0.2978184541068005,0.0007000832183533379,0.030836991188673175,0.30143451964565376,0.0016268491437384494,0.04334077357885865,0.23723929135208133,0.00116802277200632,0.1424872334538896,0.23439332391965625,0.0005636075735145559,8.0,0.0
0.336,0.0,0.0,0.015336482142923656,0.3074938533319226,0.0017550124685395527,0.08650894947258232,0.30143451964565376,0.0012977278163538773,0.13985981226469923,0.24200819450055291,0.0006249161831614794,0.014734266275117227,0.3074938533319226,0.001758498198700114,0.07461006894908002,0.2978184541068005,0.0013466282267241266,0.18640548252957642,0.2978184541068005,0.0006843087306328563,0.031386833552651636,0.30143451964565376,0.0016235851707418836,0.044120906922863884,0.23723929135208133,0.001163391106639336,0.14452265863497346,0.23439332391965625,0.0005514365427945998,8.0,0.0
0.338,0.0,0.0,0.015687162749641197,0.3074938533319226,0.0017529442271339937,0.08788091658711224,0.30143451964565376,0.0012895534210384289,0.1418718290028429,0.24200819450055291,0.0006128902934151221,0.015063180022217279,0.3074938533319226,0.0017565575223408324,0.0758500723607539,0.2978184541068005,0.001339250310946323,0.18905296665519974,0.2978184541068005,0.0006684778294633446,0.03194253982222584,0.30143451964565376,0.0016202861165580127,0.04490923561484836,0.23723929135208133,0.0011587103065753047,0.1465646874459511,0.23439332391965625,0.0005392239917080967,8.0,0.0
0.34,0.0,0.0,0.016043884997203803,0.3074938533319226,0.0017508401434936883,0.08926235535938543,0.30143451964565376,0.0012813216183512493,0.14389126044777242,0.24200819450055291,0.0006008181929862601,0.015397623847862724,0.3074938533319226,0.0017545840398582317,0.07710037681195303,0.2978184541068005,0.0013318102904762796,0.1917090486062149,0.2978184541068005,0.0006525929247096047,0.032504127188717376,0.30143451964565376,0.0016169518789405676,0.045705765302385244,0.23723929135208133,0.0011539803344233978,0.14861300265832575,0.23439332391965625,0.0005269718188422309,8.0,0.0
0.342,0.0,0.0,0.016406717067447153,0.3074938533319226,0.0017486998100083126,0.09065316879731403,0.30143451964565376,0.00127303298571761,0.14591781864600015,0.24200819450055291,0.0005887016043166829,0.015737660474484653,0.3074938533319226,0.0017525773769043595,0.07836093170980579,0.2978184541068005,0.001324308463769085,0.19437332455038642,0.2978184541068005,0.0006366564330035137,0.03307161299256095,0.30143451964565376,0.0016135823547416184,0.0465105010347143,0.23723929135208133,0.0011492011562981765,0.15066728630145843,0.23439332391965625,0.000514681927567983,8.0,0.0
0.34400000000000003,0.0,0.0,0.01677572737818121,0.3074938533319226,0.0017465228175868525,0.0920532591599241,0.30143451964565376,0.0012646881050900384,0.14795121480988482,0.24200819450055291,0.0005765422551273166,0.01608335294800291,0.3074938533319226,0.0017505371571446275,0.07963168560420267,0.2978184541068005,0.0013167451343819685,0.19704538966296697,0.2978184541068005,0.0006206707773384846,0.03364501472209582,0.30143451964565376,0.0016101774399185568,0.04732344724869978,0.23723929135208133,0.0011443727419042022,0.1527272197178332,0.23439332391965625,0.0005023562257091869,8.0,0.0
0.34600000000000003,0.0,0.0,0.01715098457230867,0.3074938533319226,0.0017443087557224481,0.09346252796310646,0.30143451964565376,0.0012562875629143781,0.14999115936345256,0.24200819450055291,0.0005643418781440086,0.016434764630131517,0.3074938533319226,0.0017484630023035183,0.08091258618101647,0.2978184541068005,0.001309120611015587,0.19972483819458392,0.2978184541068005,0.0006046383866630013,0.034224350012311326,0.30143451964565376,0.001606737029541348,0.04814460775485282,0.23723929135208133,0.0011394950646202893,0.15479248361842038,0.23439332391965625,0.0004899966252109383,8.0,0.0
0.34800000000000003,0.0,0.0,0.017532557506870078,0.3074938533319226,0.0017420572125576835,0.09488087598546234,0.30143451964565376,0.001247831950095284,0.15203736198832865,0.24200819450055291,0.0005521022108226022,0.016791959190606075,0.3074938533319226,0.0017463545322107465,0.0822035802554276,0.2978184541068005,0.0013014352075547042,0.20241126353925593,0.2978184541068005,0.0005885616954732996,0.03480963664354571,0.30143451964565376,0.0016032610178000545,0.048973985723422694,0.23723929135208133,0.0011345681015833711,0.15686275813812742,0.23439332391965625,0.00047760504180741526,8.0,0.0
0.35000000000000003,0.0,0.0,0.017920515242016405,0.3074938533319226,0.001739767774950315,0.09630820327424451,0.30143451964565376,0.0012393218619611485,0.15408953166977282,0.24200819450055291,0.0005398249950733456,0.01715500059933305,0.3074938533319226,0.0017442113648478991,0.08350461376535791,0.2978184541068005,0.0012936892431082375,0.20510425830252813,0.2978184541068005,0.0005724431434052676,0.03540089254013752,0.30143451964565376,0.0015997492980126485,0.0498115836705617,0.23723929135208133,0.0011295918337719518,0.15893772289132738,0.23439332391965625,0.00046518339468917304,8.0,0.0
0.352,0.0,0.0,0.018314927029909993,0.3074938533319226,0.001737440028539437,0.09774440915139447,0.30143451964565376,0.0012307578982284557,0.1561473767428102,0.24200819450055291,0.0005275119769846806,0.017523953118460767,0.3074938533319226,0.0017420331163955371,0.08481563176501716,0.2978184541068005,0.0012858830420486558,0.20780341436971336,0.2978184541068005,0.0005562851748256344,0.035998135769028765,0.30143451964565376,0.0015962017626330975,0.05065740344456804,0.23723929135208133,0.0011245662460891176,0.16101705702745472,0.23439332391965625,0.0004527336061699733,8.0,0.0
0.354,0.0,0.0,0.018715862303554705,0.3074938533319226,0.0017350735578120756,0.09918939221967628,0.30143451964565376,0.0012221406629655557,0.15821060493845024,0.24200819450055291,0.0005151649065464562,0.017898881294372063,0.3074938533319226,0.0017398194012807709,0.0861365784185655,0.2978184541068005,0.0012780169340507002,0.21050832297422786,0.2978184541068005,0.000540090238422523,0.03660138453831896,0.30143451964565376,0.00159261830325975,0.05151144621221129,0.23723929135208133,0.0011194913274450798,0.16310043928665816,0.23439332391965625,0.0004402576013532092,8.0,0.0
0.356,0.0,0.0,0.019123390665556197,0.3074938533319226,0.0017326679461702073,0.10064305036890751,0.30143451964565376,0.001213470764555865,0.16027892342998615,0.24200819450055291,0.0005027855373726161,0.01827984994959843,0.3074938533319226,0.0017375698322253032,0.08746739699389577,0.2978184541068005,0.0012700912541294103,0.21321857476600908,0.2978184541068005,0.000523860786795436,0.037210657195769464,0.30143451964565376,0.0015889988106440088,0.05237371244514508,0.23723929135208133,0.0011143670708392201,0.16518754805550057,0.23439332391965625,0.0004277573077979886,8.0,0.0
0.358,0.0,0.0,0.019537581876813172,0.3074938533319226,0.0017302227759981984,0.10210528078228807,0.30143451964565376,0.0012047488156604774,0.1623520388793671,0.24200819450055291,0.0004903756264234006,0.01866692417465557,0.3074938533319226,0.001735284020293945,0.08880802985653946,0.2978184541068005,0.0012621063426774286,0.2159337598800037,0.2978184541068005,0.0005075992760447487,0.03782597222725713,0.30143451964565376,0.0015853431746993057,0.05324420190641134,0.23723929135208133,0.0011091934734416176,0.16727806142269544,0.23439332391965625,0.00041523465518493414,8.0,0.0
0.36,0.0,0.0,0.019958505845140567,0.3074938533319226,0.0017277376287306568,0.10357597994282716,0.30143451964565376,0.0011959754331801941,0.16442965748363547,0.24200819450055291,0.0004779369337271148,0.019060169319800264,0.3074938533319226,0.0017329615749436024,0.09015841846369968,0.2978184541068005,0.0012540625455015665,0.21865346800471389,0.2978184541068005,0.0004913081653607809,0.03844734825517663,0.30143451964565376,0.0015816512845103798,0.05412291363704078,0.23723929135208133,0.00110397053667402,0.16937165723486988,0.23439332391965625,0.0004026915749817649,8.0,0.0
0.362,0.0,0.0,0.020386232613825543,0.3074938533319226,0.001725212084920692,0.1050550436398691,0.30143451964565376,0.0011871512382169596,0.1665114850214215,0.24200819450055291,0.0004654712221015047,0.01945965098670844,0.3074938533319226,0.001730602104072734,0.09151850335841513,0.2978184541068005,0.001245960213858605,0.22137728845078936,0.2978184541068005,0.0004749899166125198,0.03907480403679059,0.30143451964565376,0.0015779230283428627,0.05500984594275407,0.23723929135208133,0.0010986982662902433,0.1714680131523438,0.23439332391965625,0.00039013000010871824,8.0,0.0
0.364,0.0,0.0,0.020820832350117245,0.3074938533319226,0.0017226457243085822,0.10654236697571841,0.30143451964565376,0.001178276856034708,0.16859722689948767,0.24200819450055291,0.00045298025687478855,0.01986543502007434,0.3074938533319226,0.001728205214071285,0.09288822416385847,0.2978184541068005,0.0012377997044903124,0.22410481021965387,0.2978184541068005,0.000458646993936067,0.03970835846252682,0.30143451964565376,0.001574158293653179,0.05590499638076813,0.23723929135208133,0.0010933766724559636,0.17356680670491512,0.23439332391965625,0.0003775518646038747,8.0,0.0
0.366,0.0,0.0,0.021262375333651273,0.3074938533319226,0.0017200381258908322,0.10803784437236462,0.30143451964565376,0.0011693529160196122,0.17068658819931523,0.24200819450055291,0.0004404658056063915,0.02027758749913073,0.3074938533319226,0.0017257705098710895,0.09426751957777285,0.2978184541068005,0.0012295813796576523,0.22683562207215335,0.2978184541068005,0.00044228186332287997,0.04034803055422183,0.30143451964565376,0.001570356967098762,0.05680836174671216,0.23723929135208133,0.0010880057698278791,0.17566771534764072,0.23439332391965625,0.00036495910328844685,8.0,0.0
0.368,0.0,0.0,0.021710931944809803,0.3074938533319226,0.001717388867989628,0.10954136957830729,0.30143451964565376,0.0011603800516397347,0.17277927372372498,0.24200819450055291,0.0004279296378074261,0.020696174729090046,0.3074938533319226,0.0017232975949967512,0.09565632736705007,0.2978184541068005,0.001221305607174166,0.2295693125972141,0.2978184541068005,0.000425896992207883,0.04099383946330987,0.30143451964565376,0.0015665189345485918,0.05771993806165774,0.23723929135208133,0.001082585577632215,0.17777041651660302,0.23439332391965625,0.0003523536514320932,8.0,0.0
0.37,0.0,0.0,0.02216657265301834,0.3074938533319226,0.001714697528322677,0.1110528356754817,0.30143451964565376,0.0011513589004040789,0.17487498804352472,0.24200819450055291,0.00041537352466096763,0.021121263232506394,0.3074938533319226,0.0017207860716169955,0.09705458436245414,0.2978184541068005,0.0012129727604385028,0.23230547028049875,0.2978184541068005,0.0004094948490575185,0.041645804468956764,0.30143451964565376,0.0015626440810940635,0.058639720559267604,0.23723929135208133,0.0010771161197425415,0.1798745876846519,0.23439332391965625,0.00033973744441831937,8.0,0.0
0.372,0.0,0.0,0.022629368004980093,0.3074938533319226,0.0017119636840734254,0.11257213508628555,0.30143451964565376,0.0011422901038210325,0.17697343554417566,0.24200819450055291,0.00040279923874216917,0.02155291974055836,0.3074938533319226,0.001718235540596497,0.09846222645349355,0.2978184541068005,0.0012045832184660785,0.23504368357304808,0.2978184541068005,0.00039307790295781066,0.04230394497613771,0.30143451964565376,0.001558732291060182,0.05956770367306737,0.23723929135208133,0.0010715974247568823,0.18197990641711165,0.23439332391965625,0.0003271124174100262,8.0,0.0
0.374,0.0,0.0,0.023099388612848947,0.3074938533319226,0.001709186911961655,0.11409915958070714,0.30143451964565376,0.0011331743073562093,0.1790743204724702,0.24200819450055291,0.00039020855373826354,0.02199121118425256,0.3074938533319226,0.0017156456015481854,0.09987918858344606,0.2978184541068005,0.0011961373659198418,0.23778354095989676,0.2978184541068005,0.00037664862320251465,0.042968280513658356,0.30143451964565376,0.0015547834480170964,0.06050388102384479,0.23723929135208133,0.0010660295260740836,0.18408605042744303,0.23439332391965625,0.0003144805050152676,8.0,0.0
0.376,0.0,0.0,0.023576705142342048,0.3074938533319226,0.001706366788314442,0.11563380028355541,0.30143451964565376,0.0011240121603896796,0.1811773469832131,0.24200819450055291,0.00037760324416849625,0.022436204685547842,0.3074938533319226,0.00171301585288602,0.10130540474453929,0.2978184541068005,0.0011876355931401267,0.24052463102865057,0.2978184541068005,0.0003602094788814226,0.043638830732118356,0.30143451964565376,0.0015507974347919724,0.06144824540718082,0.23723929135208133,0.0010604124619694193,0.18619269763285004,0.23439332391965625,0.0003018436409532794,8.0,0.0
0.378,0.0,0.0,0.024061388300793043,0.3074938533319226,0.0017035028891374832,0.11717594768179213,0.30143451964565376,0.0011148043161725901,0.18328221918589876,0.24200819450055291,0.00036498508510403885,0.02288796754840015,0.3074938533319226,0.0017103458918782484,0.10274080797329073,0.2978184541068005,0.0011790782961735673,0.24326654253801366,0.2978184541068005,0.0003437629384688997,0.04431561540181668,0.30143451964565376,0.0015467741334812127,0.06240078878111701,0.23723929135208133,0.001054746275669403,0.18829952620982124,0.23439332391965625,0.0002892037577208373,8.0,0.0
0.38,0.0,0.0,0.024553508825146973,0.3074938533319226,0.0017005947901867775,0.11872549163196662,0.30143451964565376,0.00110555143178317,0.18538864119137646,0.24200819450055291,0.0003523558518879249,0.023346567249727973,0.3074938533319226,0.0017076353147011346,0.10418533034601062,0.2978184541068005,0.001170465876801059,0.24600886448625328,0.2978184541068005,0.00032731146941272115,0.04499865441059792,0.30143451964565376,0.0015427134254630227,0.06336150225396346,0.23723929135208133,0.0010490310154257858,0.1904062146495956,0.23439332391965625,0.0002765627862590101,8.0,0.0
0.382,0.0,0.0,0.025053137469897905,0.3074938533319226,0.001697642067040654,0.12028232136775335,0.30143451964565376,0.001096254168082123,0.18749631715849632,0.24200819450055291,0.00033971731985505874,0.023812071430298346,0.3074938533319226,0.0017048837164931679,0.10563890297447107,0.2978184541068005,0.0011617987425647394,0.24875118617959055,0.2978184541068005,0.00031085753772328343,0.0456879677616389,0.30143451964565376,0.0015386151914103352,0.06433037607225181,0.23723929135208133,0.001043266734588707,0.19251244181354263,0.23439332391965625,0.00026392265562036397,8.0,0.0
0.384,0.0,0.0,0.02556034499497034,0.3074938533319226,0.0016946442951721482,0.12184632550759264,0.30143451964565376,0.0010869131896674026,0.189604951340728,0.24200819450055291,0.0003270712640523396,0.024284547885533414,0.3074938533319226,0.0017020906914097455,0.10710145600174491,0.2978184541068005,0.0011530773067939767,0.25149309730050484,0.2978184541068005,0.00029440360756325984,0.04638357557117473,0.30143451964565376,0.0015344793113040891,0.06530739960883748,0.23723929135208133,0.001037453491678977,0.1946178869884468,0.23439332391965625,0.0002512852926366818,8.0,0.0
0.386,0.0,0.0,0.02607520215354549,0.3074938533319226,0.0016916010500217136,0.12341739206243478,0.30143451964565376,0.0010775291648283667,0.1917142481327445,0.24200819450055291,0.00031441945895894954,0.024764064556237503,0.3074938533319226,0.0016992558326783351,0.10857291859821758,0.2978184541068005,0.0011443019886303335,0.2542341879759402,0.2978184541068005,0.0002779521408377741,0.047085498066163765,0.30143451964565376,0.0015303056644468743,0.06629256135115554,0.23723929135208133,0.0010315913504594632,0.19672222994168595,0.23439332391965625,0.00023865262158725682,8.0,0.0
0.388,0.0,0.0,0.0265977796798335,0.3074938533319226,0.0016885119070702626,0.12499540844358784,0.30143451964565376,0.001068102765499314,0.19382391211696373,0.24200819450055291,0.0003017636782068504,0.025250689519244737,0.3074938533319226,0.0016963787326541107,0.11005321895777546,0.2978184541068005,0.0011354732130514978,0.2569740488454017,0.2978184541068005,0.00026150559678516185,0.04779375558189061,0.30143451964565376,0.0015260941294769402,0.06728584888963446,0.23723929135208133,0.0010256803800055548,0.19882515097629397,0.23439332391965625,0.00022602656386782184,8.0,0.0
0.39,0.0,0.0,0.027128148276792736,0.3074938533319226,0.0016853764419125345,0.12658026147066928,0.30143451964565376,0.0010586346672123955,0.1959336481100395,0.24200819450055291,0.0002891056943015351,0.02574449097798719,0.3074938533319226,0.0016934589828760671,0.11154228429417395,0.2978184541068005,0.0011265914108941502,0.2597122711289297,0.2978184541068005,0.00024506643156839295,0.04850836855950649,0.30143451964565376,0.0015218445843825788,0.06828724890627201,0.23723929135208133,0.0010197206547746813,0.20092633098589724,0.23439332391965625,0.00021340903766017372,8.0,0.0
0.392,0.0,0.0,0.027666378603797254,0.3074938533319226,0.0016821942303307793,0.1281718373796618,0.30143451964565376,0.001049125549049907,0.19804316120929513,0.24200819450055291,0.00027644727834308055,0.026245537252983592,0.3074938533319226,0.0016904961741236123,0.11304004083758847,0.2978184541068005,0.0011176570188757594,0.26244844669494066,0.2978184541068005,0.00022863709786722497,0.049229357543506304,0.30143451964565376,0.0015175569065168835,0.0692967471633775,0.23723929135208133,0.0010137122546748558,0.20302545150951537,0.23439332391965625,0.0002008019576025541,8.0,0.0
0.394,0.0,0.0,0.028212541264253578,0.3074938533319226,0.0016789648483687518,0.1297700218310733,0.30143451964565376,0.0010395760935959517,0.20015215683909152,0.24200819450055291,0.0002637901997475467,0.026753896772248625,0.3074938533319226,0.0016874898964736337,0.1145464138313518,0.2978184541068005,0.0011086704796152724,0.2651821681279221,0.2978184541068005,0.00021222004447115917,0.04995674317914162,0.30143451964565376,0.0015132309726128847,0.07031432849248453,0.23723929135208133,0.001007655265132223,0.20512219478621577,0.23439332391965625,0.00018820723446084532,8.0,0.0
0.396,0.0,0.0,0.028766706793167944,0.3074938533319226,0.0016756878724060139,0.13137469991820142,0.30143451964565376,0.0010299869868874829,0.20226034079712202,0.24200819450055291,0.0002511362259687684,0.027269638061622855,0.3074938533319226,0.001684439739358044,0.11606132752888097,0.2978184541068005,0.0010996322416526923,0.2679130287959704,0.2978184541068005,0.00019581771587327045,0.05069054620976901,0.30143451964565376,0.001508866658799073,0.07133997678343859,0.23723929135208133,0.0010015497771575807,0.2072162438096124,0.23439332391965625,0.00017562677480064293,8.0,0.0
0.398,0.0,0.0,0.029328945644665174,0.3074938533319226,0.0016723628792325279,0.1329857561755025,0.30143451964565376,0.0010203589183647142,0.20436741930062696,0.24200819450055291,0.0002384871222205854,0.027792829735023332,0.3074938533319226,0.0016813452916217984,0.1175847051907966,0.2978184541068005,0.0010905427594675172,0.27064062291815905,0.2978184541068005,0.00017943255186498076,0.05143078747413289,0.30143451964565376,0.0015044638406153084,0.07237367497366337,0.23723929135208133,0.0009953958874118565,0.20930728238219867,0.23439332391965625,0.00016306248066026314,8.0,0.0
0.4,0.0,0.0,0.029899328179460356,0.3074938533319226,0.0016689894461235446,0.13460307458706547,0.30143451964565376,0.0010106925808209075,0.20647309903251976,0.24200819450055291,0.0002258446511995557,0.028323540484614974,0.3074938533319226,0.0016782061415813955,0.11911646908223819,0.2978184541068005,0.0010814024934960235,0.2733645456317266,0.2978184541068005,0.00016306698713184888,0.05217748790358236,0.30143451964565376,0.0015000223930291252,0.07341540503761014,0.23723929135208133,0.0009891936982705078,0.21139499516950472,0.23439332391965625,0.0001505162492247455,8.0,0.0
0.402,0.0,0.0,0.030477924652284532,0.3074938533319226,0.0016655671509147735,0.13622653859519013,0.30143451964565376,0.00100098867035153,0.2085770871874173,0.24200819450055291,0.00021321057280819893,0.02886183907090277,0.3074938533319226,0.0016750218770838455,0.12065654047037828,0.2978184541068005,0.001072211910147374,0.27608439305907156,0.2978184541068005,0.0001467234508504437,0.05293066851922124,0.30143451964565376,0.0014955421904524284,0.07446514797639414,0.23723929135208133,0.0009829433178868273,0.21347906775406902,0.23439332391965625,0.0001379899725009092,8.0,0.0
0.404,0.0,0.0,0.03106480519926559,0.3074938533319226,0.0016620955720778282,0.13785603110907071,0.30143451964565376,0.0009912478863027818,0.21067909151756703,0.24200819450055291,0.0002005866438788137,0.02940779431274491,0.3074938533319226,0.001671792085566119,0.12220483962213849,0.2978184541068005,0.0010629714818185334,0.2787997623745435,0.2978184541068005,0.00013040436628637374,0.053690350428990716,0.30143451964565376,0.0014910231067585952,0.07552288380762204,0.23723929135208133,0.0009766448602541232,0.21555918668921475,0.23439332391965625,0.00012548553699352337,8.0,0.0
0.406,0.0,0.0,0.031660039825265614,0.3074938533319226,0.0016585742887959421,0.13949143451358398,0.30143451964565376,0.0009814709312194983,0.21277882037866314,0.24200819450055291,0.0001879746178979153,0.02996147507728698,0.3074938533319226,0.001668516354115066,0.12376128580211057,0.2978184541068005,0.0010536816869079722,0.2815102518710181,0.2978184541068005,0.00011411215039354206,0.054456554824683936,0.30143451964565376,0.0014864650152999783,0.07658859155541446,0.23723929135208133,0.0009702984452667557,0.21763503955262106,0.23439332391965625,0.000113004823382649,8.0,0.0
0.40800000000000003,0.0,0.0,0.0322636983911759,0.3074938533319226,0.001655002881039942,0.14113263067818238,0.30143451964565376,0.0009716585107924187,0.21487598277554443,0.24200819450055291,0.00017537624473133867,0.0305229502698173,0.3074938533319226,0.0016651942695278137,0.1253257972706854,0.2978184541068005,0.0010443430098281397,0.28421546102624473,0.2978184541068005,9.784921341469467e-05,0.05522930297889194,0.30143451964565376,0.001481867788925819,0.07766224924062758,0.23723929135208133,0.0009639041987800012,0.21970631499967944,0.23439332391965625,0.00010054970620221116,8.0,0.0
0.41000000000000003,0.0,0.0,0.0328758506011709,0.3074938533319226,0.0016513809296444804,0.14277950096589204,0.30143451964565376,0.0009618113338048283,0.21697028840776625,0.24200819450055291,0.00016279327035005094,0.031092288823543587,0.3074938533319226,0.0016618254183726315,0.1268982912823929,0.2978184541068005,0.0010349559410166907,0.2869149905689558,0.2978184541068005,8.161795848333475e-05,0.05600861624188021,0.30143451964565376,0.001477231300000571,0.07874383387127767,0.23723929135208133,0.0009574622526687225,0.2217727028166257,0.23439332391965625,8.812205351986091e-05,8.0,0.0
0.41200000000000003,0.0,0.0,0.03349656598992245,0.3074938533319226,0.00164770801638451,0.14443192624241555,0.30143451964565376,0.0009519301120785704,0.2190614477150392,0.24200819450055291,0.00015022743655672,0.031669559689291076,0.3074938533319226,0.001658409387050274,0.12847868408445562,0.2978184541068005,0.0010255209769464457,0.28960844254472506,0.2978184541068005,6.54207812270683e-05,0.05679451603839533,0.30143451964565376,0.0014725554204226415,0.0798333214331726,0.23723929135208133,0.0009509727448848219,0.22383389397343786,0.23439332391965625,7.572372661818333e-05,8.0,0.0
0.41400000000000003,0.0,0.0,0.034125913909775374,0.3074938533319226,0.0016439837240520008,0.14608978688533972,0.30143451964565376,0.0009420155604194293,0.22114917192252698,0.24200819450055291,0.00013768048071308237,0.032254831825122274,0.3074938533319226,0.001654945761855789,0.13006689091555898,0.2978184541068005,0.0010160386201340695,0.29229542038156464,0.2978184541068005,4.9260069372452755e-05,0.05758702386440112,0.30143451964565376,0.0014678400216435507,0.08093068688075386,0.23723929135208133,0.0009444358195134524,0.2258895806764902,0.23439332391965625,6.335657967731034e-05,8.0,0.0
0.41600000000000004,0.0,0.0,0.03476396351788604,0.3074938533319226,0.0016402076365328833,0.14775296279344782,0.30143451964565376,0.0009320683965618843,0.2232331730859962,0.24200819450055291,0.00012515413546815562,0.032848174185878556,0.3074938533319226,0.0016514341290408017,0.13166282600484097,0.2978184541068005,0.0010065093791474494,0.29497552895524887,0.2978184541068005,3.3138202351415294e-05,0.058386161283743576,0.30143451964565376,0.001463084974687516,0.08203590412815338,0.23723929135208133,0.0009378516268279648,0.22793945642095428,0.23439332391965625,5.102245945899631e-05,8.0,0.0
